family,src,target,w,h,p_H1,p_H2,slope_H1,slope_H2,t_H1,t_H2,found,rep
行业 → 行业,Food,Aero,3,3,0.2701,0.2721,-0.0832,-0.0684,-1.1028,-1.0983,False,False
行业 → 行业,Food,Aero,3,6,0.521,0.1178,-0.0808,-0.1448,-0.6418,-1.564,False,False
行业 → 行业,Food,Aero,6,1,0.1913,0.411,-0.0278,-0.0149,-1.3068,-0.8222,False,False
行业 → 行业,Food,Aero,6,3,0.4242,0.0901,-0.0449,-0.071,-0.7992,-1.695,False,False
行业 → 行业,Food,Aero,6,6,0.9327,0.053,-0.0093,-0.1361,-0.0844,-1.9348,False,False
行业 → 行业,Food,Agric,1,1,0.1729,0.6513,-0.0946,0.0386,-1.3628,0.4519,False,False
行业 → 行业,Food,Agric,1,3,0.0679,0.831,-0.2019,-0.0279,-1.8258,-0.2135,False,False
行业 → 行业,Food,Agric,1,6,0.1638,0.8877,-0.2088,0.0268,-1.3924,0.1412,False,False
行业 → 行业,Food,Agric,3,1,0.0634,0.9506,-0.0541,0.0029,-1.8567,0.062,False,False
行业 → 行业,Food,Agric,3,3,0.3566,0.9424,-0.068,-0.007,-0.9219,-0.0723,False,False
行业 → 行业,Food,Agric,3,6,0.6098,0.852,-0.0555,0.0202,-0.5103,0.1866,False,False
行业 → 行业,Food,Agric,6,1,0.1526,0.7577,-0.0275,0.0094,-1.4306,0.3086,False,False
行业 → 行业,Food,Agric,6,3,0.5526,0.738,-0.0289,0.0179,-0.5939,0.3345,False,False
行业 → 行业,Food,Agric,6,6,0.8901,0.6272,-0.0107,0.0455,-0.1381,0.4857,False,False
行业 → 行业,Food,Autos,1,1,0.9614,0.9135,-0.0031,0.0123,-0.0484,0.1086,False,False
行业 → 行业,Food,Autos,1,3,0.9573,0.4917,0.0069,0.1098,0.0535,0.6876,False,False
行业 → 行业,Food,Autos,1,6,0.9836,0.2265,0.004,0.2279,0.0206,1.2094,False,False
行业 → 行业,Food,Autos,3,1,0.8952,0.5627,0.0044,0.0364,0.1318,0.5788,False,False
行业 → 行业,Food,Autos,3,3,0.8872,0.3844,0.0121,0.1143,0.1419,0.8699,False,False
行业 → 行业,Food,Autos,3,6,0.9404,0.0795,-0.0104,0.3069,-0.0748,1.7534,False,False
行业 → 行业,Food,Autos,6,1,0.8643,0.2545,0.004,0.0426,0.1709,1.1394,False,False
行业 → 行业,Food,Autos,6,3,0.8922,0.0511,-0.0087,0.1605,-0.1356,1.9503,False,False
行业 → 行业,Food,Autos,6,6,0.9777,0.1013,-0.0032,0.261,-0.0279,1.6386,False,False
行业 → 行业,Food,Banks,1,1,0.0319,0.163,0.1286,-0.0794,2.1452,-1.395,False,False
行业 → 行业,Food,Banks,1,3,0.7098,0.0415,-0.0406,-0.1821,-0.3721,-2.0382,False,False
行业 → 行业,Food,Banks,1,6,0.9855,0.0507,-0.0023,-0.247,-0.0182,-1.9539,False,False
行业 → 行业,Food,Banks,3,1,0.9256,0.0245,-0.0027,-0.0773,-0.0934,-2.2495,False,False
行业 → 行业,Food,Banks,3,3,0.409,0.0843,-0.0527,-0.1412,-0.8256,-1.7265,False,False
行业 → 行业,Food,Banks,3,6,0.7036,0.1351,0.0365,-0.1677,0.3805,-1.4942,False,False
行业 → 行业,Food,Banks,6,1,0.758,0.0855,0.0058,-0.0396,0.3082,-1.7197,False,False
行业 → 行业,Food,Banks,6,3,0.7203,0.1713,0.0176,-0.0717,0.358,-1.3679,False,False
行业 → 行业,Food,Banks,6,6,0.2272,0.2699,0.1024,-0.0843,1.2076,-1.1033,False,False
行业 → 行业,Food,Beer,1,1,0.0011,0.2973,0.2029,0.076,3.2536,1.0422,False,False
行业 → 行业,Food,Beer,1,3,0.5122,0.4545,0.0811,0.0898,0.6554,0.7479,False,False
行业 → 行业,Food,Beer,1,6,0.1362,0.9078,0.2359,0.017,1.4901,0.1158,False,False
行业 → 行业,Food,Beer,3,1,0.4801,0.6566,0.0233,0.0184,0.7061,0.4446,False,False
行业 → 行业,Food,Beer,3,3,0.5301,0.9353,0.0476,-0.0077,0.6278,-0.0812,False,False
行业 → 行业,Food,Beer,3,6,0.2709,0.6763,0.1026,-0.0516,1.1009,-0.4176,False,False
行业 → 行业,Food,Beer,6,1,0.1024,0.6746,0.032,0.0114,1.6335,0.4199,False,False
行业 → 行业,Food,Beer,6,3,0.3393,0.7704,0.0444,-0.0192,0.9555,-0.2918,False,False
行业 → 行业,Food,Beer,6,6,0.2434,0.6618,0.0883,-0.0459,1.1666,-0.4374,False,False
行业 → 行业,Food,BldMt,1,1,0.1226,0.5629,0.0551,0.0343,1.5441,0.5786,False,False
行业 → 行业,Food,BldMt,1,3,0.0516,0.5962,0.1253,0.0447,1.9464,0.5299,False,False
行业 → 行业,Food,BldMt,1,6,0.0074,0.1396,0.2091,0.1498,2.6785,1.4772,False,False
行业 → 行业,Food,BldMt,3,1,0.0677,0.5214,0.0311,0.0199,1.8271,0.6412,False,False
行业 → 行业,Food,BldMt,3,3,0.0186,0.9776,0.0863,0.0018,2.3529,0.0281,False,False
行业 → 行业,Food,BldMt,3,6,0.0215,0.0602,0.1286,0.1533,2.2995,1.879,False,False
行业 → 行业,Food,BldMt,6,1,0.0225,0.162,0.0251,0.0278,2.282,1.3985,False,False
行业 → 行业,Food,BldMt,6,3,0.0581,0.1125,0.0556,0.0757,1.8952,1.5869,False,False
行业 → 行业,Food,BldMt,6,6,0.0254,0.004,0.104,0.1992,2.236,2.8802,False,False
行业 → 行业,Food,Books,1,1,0.4376,0.0806,-0.0332,-0.0858,-0.7762,-1.7474,False,False
行业 → 行业,Food,Books,1,3,0.8433,0.6473,-0.0161,-0.04,-0.1977,-0.4575,False,False
行业 → 行业,Food,Books,1,6,0.4941,0.7754,-0.0731,-0.0287,-0.6838,-0.2853,False,False
行业 → 行业,Food,Books,3,1,0.8204,0.5807,-0.0048,-0.0165,-0.227,-0.5523,False,False
行业 → 行业,Food,Books,3,3,0.7382,0.8884,-0.0177,0.0095,-0.3342,0.1403,False,False
行业 → 行业,Food,Books,3,6,0.701,0.9104,-0.0261,0.0093,-0.384,0.1126,False,False
行业 → 行业,Food,Books,6,1,0.6312,0.6074,-0.0067,-0.0101,-0.48,-0.5138,False,False
行业 → 行业,Food,Books,6,3,0.7882,0.9682,-0.009,0.0018,-0.2687,0.0398,False,False
行业 → 行业,Food,Books,6,6,0.9524,0.8266,0.0039,-0.0133,0.0596,-0.219,False,False
行业 → 行业,Food,Boxes,1,1,0.0025,0.117,0.1795,0.0882,3.0254,1.5673,False,False
行业 → 行业,Food,Boxes,1,3,0.0682,0.0696,0.2058,0.1892,1.8239,1.8143,False,False
行业 → 行业,Food,Boxes,1,6,0.0208,0.1046,0.3879,0.2316,2.3112,1.6231,False,False
行业 → 行业,Food,Boxes,3,1,0.1159,0.0991,0.0477,0.0514,1.572,1.6494,False,False
行业 → 行业,Food,Boxes,3,3,0.1767,0.1001,0.0944,0.1285,1.3509,1.6446,False,False
行业 → 行业,Food,Boxes,3,6,0.1573,0.0206,0.1748,0.2162,1.4141,2.3155,False,False
行业 → 行业,Food,Boxes,6,1,0.0426,0.0806,0.0412,0.0365,2.0277,1.7474,False,False
行业 → 行业,Food,Boxes,6,3,0.1701,0.0095,0.0758,0.1249,1.3718,2.5935,False,False
行业 → 行业,Food,Boxes,6,6,0.0761,0.0021,0.1556,0.2506,1.7737,3.0748,False,False
行业 → 行业,Food,BusSv,1,1,0.0405,0.4254,-0.0644,0.0302,-2.0489,0.7971,False,False
行业 → 行业,Food,BusSv,1,3,0.6574,0.0796,-0.0283,0.1201,-0.4435,1.753,False,False
行业 → 行业,Food,BusSv,1,6,0.1035,0.0971,-0.1347,0.1858,-1.6283,1.659,False,False
行业 → 行业,Food,BusSv,3,1,0.6176,0.0511,-0.0086,0.0433,-0.4993,1.9508,False,False
行业 → 行业,Food,BusSv,3,3,0.1786,0.013,-0.0523,0.1421,-1.345,2.484,False,False
行业 → 行业,Food,BusSv,3,6,0.3601,0.1303,-0.0474,0.1441,-0.9152,1.5131,False,False
行业 → 行业,Food,BusSv,6,1,0.0665,0.0881,-0.0185,0.0281,-1.8349,1.7054,False,False
行业 → 行业,Food,BusSv,6,3,0.3132,0.0897,-0.0227,0.071,-1.0084,1.6969,False,False
行业 → 行业,Food,BusSv,6,6,0.8577,0.5592,-0.0078,0.0479,-0.1793,0.584,False,False
行业 → 行业,Food,Chems,1,1,0.0513,0.2714,0.0809,0.05,1.9493,1.0998,False,False
行业 → 行业,Food,Chems,1,3,0.3016,0.5556,0.087,0.0486,1.033,0.5894,False,False
行业 → 行业,Food,Chems,1,6,0.1077,0.2072,0.1803,0.1015,1.6085,1.2613,False,False
行业 → 行业,Food,Chems,3,1,0.3399,0.5541,0.0225,0.0164,0.9544,0.5916,False,False
行业 → 行业,Food,Chems,3,3,0.358,0.7368,0.0492,-0.0179,0.9192,-0.3361,False,False
行业 → 行业,Food,Chems,3,6,0.284,0.2724,0.0816,0.0668,1.0714,1.0977,False,False
行业 → 行业,Food,Chems,6,1,0.1326,0.2393,0.0235,0.0203,1.5039,1.1767,False,False
行业 → 行业,Food,Chems,6,3,0.3036,0.2545,0.0388,0.0367,1.0288,1.1395,False,False
行业 → 行业,Food,Chems,6,6,0.4318,0.0377,0.0505,0.0977,0.7861,2.0785,False,False
行业 → 行业,Food,Chips,1,1,0.184,0.531,-0.0727,0.0616,-1.3286,0.6265,False,False
行业 → 行业,Food,Chips,1,3,0.4591,0.9894,-0.0765,0.0021,-0.7404,0.0133,False,False
行业 → 行业,Food,Chips,1,6,0.5188,0.6276,-0.1081,-0.1038,-0.6452,-0.4851,False,False
行业 → 行业,Food,Chips,3,1,0.5615,0.4568,-0.017,0.0323,-0.5806,0.7441,False,False
行业 → 行业,Food,Chips,3,3,0.6767,0.7615,-0.0301,-0.0358,-0.417,-0.3035,False,False
行业 → 行业,Food,Chips,3,6,0.642,0.2851,-0.0489,-0.2139,-0.4649,-1.0689,False,False
行业 → 行业,Food,Chips,6,1,0.5689,0.6,-0.0117,-0.0186,-0.5697,-0.5245,False,False
行业 → 行业,Food,Chips,6,3,0.6987,0.3368,-0.0193,-0.0901,-0.387,-0.9604,False,False
行业 → 行业,Food,Chips,6,6,0.5848,0.123,-0.038,-0.2571,-0.5464,-1.5425,False,False
行业 → 行业,Food,Clths,1,1,0.1549,0.6948,-0.0909,0.0258,-1.4223,0.3924,False,False
行业 → 行业,Food,Clths,1,3,0.372,0.4571,0.1242,0.0737,0.8928,0.7436,False,False
行业 → 行业,Food,Clths,1,6,0.0483,0.0062,0.4427,0.3483,1.9745,2.7386,False,False
行业 → 行业,Food,Clths,3,1,0.4528,0.3535,0.0266,0.0318,0.7507,0.9279,False,False
行业 → 行业,Food,Clths,3,3,0.0048,0.1604,0.2626,0.1121,2.8168,1.4037,False,False
行业 → 行业,Food,Clths,3,6,0.0065,0.0003,0.4064,0.3799,2.7225,3.6506,False,False
行业 → 行业,Food,Clths,6,1,0.0594,0.0054,0.0489,0.0685,1.8854,2.7815,False,False
行业 → 行业,Food,Clths,6,3,0.0094,0.0017,0.1827,0.1873,2.598,3.1359,False,False
行业 → 行业,Food,Clths,6,6,0.0178,0.001,0.2525,0.3213,2.3695,3.2874,False,False
行业 → 行业,Food,Cnstr,1,1,0.0341,0.9533,-0.1335,0.0037,-2.119,0.0585,False,False
行业 → 行业,Food,Cnstr,1,3,0.1517,0.9615,-0.1857,-0.0053,-1.4335,-0.0483,False,False
行业 → 行业,Food,Cnstr,1,6,0.18,0.1775,-0.2002,0.1825,-1.3407,1.3484,False,False
行业 → 行业,Food,Cnstr,3,1,0.2399,0.9339,-0.0401,0.0031,-1.1752,0.083,False,False
行业 → 行业,Food,Cnstr,3,3,0.2258,0.3415,-0.0816,0.0759,-1.2113,0.9511,False,False
行业 → 行业,Food,Cnstr,3,6,0.7381,0.0237,-0.0389,0.2777,-0.3344,2.2625,False,False
行业 → 行业,Food,Cnstr,6,1,0.5139,0.101,-0.0145,0.0412,-0.6528,1.6401,False,False
行业 → 行业,Food,Cnstr,6,3,0.9081,0.0307,-0.0068,0.1376,-0.1154,2.1608,False,False
行业 → 行业,Food,Cnstr,6,6,0.5477,0.0199,0.0666,0.261,0.6012,2.3278,False,False
行业 → 行业,Food,Coal,1,1,0.8172,0.883,0.0232,-0.0271,0.2311,-0.1472,False,False
行业 → 行业,Food,Coal,1,3,0.3535,0.9604,-0.1925,-0.019,-0.9279,-0.0496,False,False
行业 → 行业,Food,Coal,1,6,0.8063,0.942,0.0782,-0.0338,0.2452,-0.0728,False,False
行业 → 行业,Food,Coal,3,1,0.5325,0.8164,-0.0349,0.0287,-0.6242,0.2322,False,False
行业 → 行业,Food,Coal,3,3,0.3899,0.7768,-0.1173,0.0781,-0.8598,0.2835,False,False
行业 → 行业,Food,Coal,3,6,0.8769,0.9636,0.0357,-0.0176,0.155,-0.0456,False,False
行业 → 行业,Food,Coal,6,1,0.721,0.8777,0.014,0.0118,0.3571,0.1538,False,False
行业 → 行业,Food,Coal,6,3,0.9091,0.9826,0.0126,-0.0043,0.1142,-0.0219,False,False
行业 → 行业,Food,Coal,6,6,0.9913,0.4303,-0.0022,-0.2429,-0.011,-0.7886,False,False
行业 → 行业,Food,Drugs,1,1,0.0388,0.2362,0.139,0.082,2.0665,1.1845,False,False
行业 → 行业,Food,Drugs,1,3,0.4748,0.5246,0.0929,0.0727,0.7146,0.6363,False,False
行业 → 行业,Food,Drugs,1,6,0.9366,0.9125,0.0144,0.0176,0.0796,0.1099,False,False
行业 → 行业,Food,Drugs,3,1,0.2124,0.7778,0.0424,0.0111,1.2471,0.2822,False,False
行业 → 行业,Food,Drugs,3,3,0.8708,0.896,0.0128,0.0123,0.1626,0.1307,False,False
行业 → 行业,Food,Drugs,3,6,0.7499,0.3474,-0.0376,-0.1112,-0.3188,-0.9397,False,False
行业 → 行业,Food,Drugs,6,1,0.4447,0.9761,0.0151,-0.0008,0.7644,-0.0299,False,False
行业 → 行业,Food,Drugs,6,3,0.9492,0.3248,-0.0031,-0.0659,-0.0637,-0.9846,False,False
行业 → 行业,Food,Drugs,6,6,0.7093,0.04,0.0293,-0.1964,0.3727,-2.0537,False,False
行业 → 行业,Food,ElcEq,1,1,0.0178,0.8597,0.1059,-0.012,2.3689,-0.1768,False,False
行业 → 行业,Food,ElcEq,1,3,0.2384,0.2437,0.0933,0.1137,1.1791,1.1658,False,False
行业 → 行业,Food,ElcEq,1,6,0.531,0.5859,0.0612,-0.0716,0.6264,-0.5448,False,False
行业 → 行业,Food,ElcEq,3,1,0.2246,0.1464,0.0273,0.0458,1.2144,1.4523,False,False
行业 → 行业,Food,ElcEq,3,3,0.8759,0.977,-0.007,0.0023,-0.1562,0.0288,False,False
行业 → 行业,Food,ElcEq,3,6,0.7629,0.4017,0.02,-0.1082,0.3017,-0.8387,False,False
行业 → 行业,Food,ElcEq,6,1,0.405,0.7339,0.0111,-0.0076,0.8326,-0.34,False,False
行业 → 行业,Food,ElcEq,6,3,0.6482,0.4593,0.0145,-0.0431,0.4563,-0.74,False,False
行业 → 行业,Food,ElcEq,6,6,0.2536,0.3253,0.0541,-0.1101,1.1417,-0.9836,False,False
行业 → 行业,Food,FabPr,1,1,0.4676,0.0006,-0.0508,-0.3044,-0.7263,-3.4463,False,False
行业 → 行业,Food,FabPr,1,3,0.2601,0.0608,-0.158,-0.3561,-1.1262,-1.8749,False,False
行业 → 行业,Food,FabPr,1,6,0.134,0.1255,-0.3149,-0.3857,-1.4985,-1.5321,False,False
行业 → 行业,Food,FabPr,3,1,0.2597,0.1163,-0.0442,-0.0979,-1.1271,-1.5704,False,False
行业 → 行业,Food,FabPr,3,3,0.0599,0.9539,-0.1741,0.0093,-1.8815,0.0579,False,False
行业 → 行业,Food,FabPr,3,6,0.2418,0.4293,-0.1717,-0.1355,-1.1705,-0.7904,False,False
行业 → 行业,Food,FabPr,6,1,0.0901,0.2391,-0.044,-0.0501,-1.695,-1.1773,False,False
行业 → 行业,Food,FabPr,6,3,0.2076,0.5509,-0.0882,-0.0567,-1.2603,-0.5964,False,False
行业 → 行业,Food,FabPr,6,6,0.4095,0.1769,-0.1031,-0.1707,-0.8247,-1.3505,False,False
行业 → 行业,Food,Fin,1,1,0.2752,0.3425,0.0382,-0.0627,1.0911,-0.9493,False,False
行业 → 行业,Food,Fin,1,3,0.0524,0.3501,-0.1375,-0.0916,-1.9398,-0.9343,False,False
行业 → 行业,Food,Fin,1,6,0.2099,0.7112,-0.127,0.047,-1.2538,0.3702,False,False
行业 → 行业,Food,Fin,3,1,0.0671,0.9923,-0.033,-0.0004,-1.8311,-0.0097,False,False
行业 → 行业,Food,Fin,3,3,0.0143,0.4688,-0.1084,0.0541,-2.4508,0.7245,False,False
行业 → 行业,Food,Fin,3,6,0.3193,0.5613,-0.0659,0.0718,-0.9958,0.5809,False,False
行业 → 行业,Food,Fin,6,1,0.1,0.7847,-0.0204,0.0066,-1.6447,0.2732,False,False
行业 → 行业,Food,Fin,6,3,0.1124,0.4821,-0.0478,0.0443,-1.5874,0.7029,False,False
行业 → 行业,Food,Fin,6,6,0.4885,0.8757,-0.0378,0.0193,-0.6927,0.1565,False,False
行业 → 行业,Food,Fun,1,1,0.3527,0.1501,-0.0693,-0.1193,-0.9293,-1.4393,False,False
行业 → 行业,Food,Fun,1,3,0.5896,0.8164,0.0797,-0.0381,0.5394,-0.2322,False,False
行业 → 行业,Food,Fun,1,6,0.5697,0.8985,0.1388,0.0267,0.5685,0.1276,False,False
行业 → 行业,Food,Fun,3,1,0.5963,0.8022,0.0211,-0.0128,0.5297,-0.2505,False,False
行业 → 行业,Food,Fun,3,3,0.3311,0.8782,0.0953,-0.0195,0.9719,-0.1533,False,False
行业 → 行业,Food,Fun,3,6,0.4721,0.4813,0.1195,0.1366,0.7191,0.7043,False,False
行业 → 行业,Food,Fun,6,1,0.7689,0.9564,0.0087,0.002,0.2939,0.0546,False,False
行业 → 行业,Food,Fun,6,3,0.5817,0.4566,0.04,0.072,0.5508,0.7445,False,False
行业 → 行业,Food,Fun,6,6,0.9918,0.2361,-0.0012,0.1657,-0.0102,1.1847,False,False
行业 → 行业,Food,Gold,1,1,0.357,0.1661,-0.153,0.2369,-0.9212,1.3849,False,False
行业 → 行业,Food,Gold,1,3,0.3684,0.6689,-0.2859,0.1148,-0.8994,0.4277,False,False
行业 → 行业,Food,Gold,1,6,0.6521,0.5697,-0.202,0.2022,-0.4508,0.5686,False,False
行业 → 行业,Food,Gold,3,1,0.2246,0.5798,-0.1025,0.0526,-1.2143,0.5537,False,False
行业 → 行业,Food,Gold,3,3,0.8283,0.935,-0.0447,0.0185,-0.2169,0.0816,False,False
行业 → 行业,Food,Gold,3,6,0.6815,0.8984,-0.1341,0.0375,-0.4104,0.1277,False,False
行业 → 行业,Food,Gold,6,1,0.5482,0.5319,-0.038,0.0392,-0.6004,0.6251,False,False
行业 → 行业,Food,Gold,6,3,0.7681,0.8796,-0.0465,0.0228,-0.2949,0.1514,False,False
行业 → 行业,Food,Gold,6,6,0.5992,0.9174,-0.1366,0.0266,-0.5256,0.1037,False,False
行业 → 行业,Food,Guns,1,1,0.9301,0.6836,0.0059,0.0355,0.0877,0.4076,False,False
行业 → 行业,Food,Guns,1,3,0.4792,0.4392,0.0825,0.1028,0.7076,0.7735,False,False
行业 → 行业,Food,Guns,1,6,0.5896,0.3546,-0.0888,0.1814,-0.5394,0.9258,False,False
行业 → 行业,Food,Guns,3,1,0.694,0.3826,0.013,0.0398,0.3934,0.8731,False,False
行业 → 行业,Food,Guns,3,3,0.5253,0.5338,-0.0483,0.0674,-0.6352,0.6222,False,False
行业 → 行业,Food,Guns,3,6,0.2679,0.4349,-0.1147,0.1258,-1.1079,0.7808,False,False
行业 → 行业,Food,Guns,6,1,0.4293,0.308,-0.0179,0.0309,-0.7903,1.0195,False,False
行业 → 行业,Food,Guns,6,3,0.3694,0.4484,-0.0487,0.0538,-0.8976,0.7581,False,False
行业 → 行业,Food,Guns,6,6,0.365,0.4785,-0.0803,0.1079,-0.9059,0.7087,False,False
行业 → 行业,Food,Hardw,1,1,0.8973,0.9225,0.0083,0.0103,0.1291,0.0973,False,False
行业 → 行业,Food,Hardw,1,3,0.0886,0.8835,0.1962,0.0286,1.7026,0.1466,False,False
行业 → 行业,Food,Hardw,1,6,0.1932,0.861,0.2172,-0.0418,1.301,-0.1751,False,False
行业 → 行业,Food,Hardw,3,1,0.042,0.6724,0.0621,0.0245,2.0333,0.4228,False,False
行业 → 行业,Food,Hardw,3,3,0.0391,0.8329,0.1497,0.0294,2.0636,0.211,False,False
行业 → 行业,Food,Hardw,3,6,0.5155,0.1312,0.0796,-0.334,0.6503,-1.5096,False,False
行业 → 行业,Food,Hardw,6,1,0.0801,0.4919,0.0338,-0.0277,1.7499,-0.6873,False,False
行业 → 行业,Food,Hardw,6,3,0.4081,0.166,0.0479,-0.1643,0.8273,-1.3852,False,False
行业 → 行业,Food,Hardw,6,6,0.8677,0.0575,-0.0187,-0.4506,-0.1665,-1.8996,False,False
行业 → 行业,Food,Hlth,1,1,0.0242,0.5381,-0.2338,-0.0468,-2.2535,-0.6156,False,False
行业 → 行业,Food,Hlth,1,3,0.3789,0.4486,-0.1673,-0.0855,-0.8799,-0.7577,False,False
行业 → 行业,Food,Hlth,1,6,0.2784,0.0257,-0.3742,-0.3333,-1.0839,-2.2306,False,False
行业 → 行业,Food,Hlth,3,1,0.3815,0.5527,-0.048,-0.0256,-0.8752,-0.5937,False,False
行业 → 行业,Food,Hlth,3,3,0.7341,0.2338,-0.0475,-0.1053,-0.3397,-1.1906,False,False
行业 → 行业,Food,Hlth,3,6,0.3259,0.1674,-0.2566,-0.1589,-0.9824,-1.3806,False,False
行业 → 行业,Food,Hlth,6,1,0.1495,0.2129,-0.0611,-0.0346,-1.4412,-1.2456,False,False
行业 → 行业,Food,Hlth,6,3,0.2363,0.2209,-0.1393,-0.0677,-1.1844,-1.2241,False,False
行业 → 行业,Food,Hlth,6,6,0.1957,0.6225,-0.2757,-0.0496,-1.2939,-0.4923,False,False
行业 → 行业,Food,Hshld,1,1,0.0004,0.9758,0.1545,0.0018,3.5386,0.0303,True,False
行业 → 行业,Food,Hshld,1,3,0.1026,0.7992,0.1359,0.0271,1.6326,0.2544,False,False
行业 → 行业,Food,Hshld,1,6,0.1984,0.6586,0.1569,0.0661,1.2862,0.4419,False,False
行业 → 行业,Food,Hshld,3,1,0.1187,0.8747,0.0338,-0.0058,1.5602,-0.1577,False,False
行业 → 行业,Food,Hshld,3,3,0.64,0.7237,0.0253,0.0239,0.4677,0.3536,False,False
行业 → 行业,Food,Hshld,3,6,0.6961,0.821,0.0353,0.0271,0.3906,0.2263,False,False
行业 → 行业,Food,Hshld,6,1,0.159,0.9793,0.022,-0.0006,1.4086,-0.0259,False,False
行业 → 行业,Food,Hshld,6,3,0.6141,0.9552,0.0223,0.0031,0.5043,0.0561,False,False
行业 → 行业,Food,Hshld,6,6,0.679,0.7579,0.0303,-0.0269,0.4138,-0.3082,False,False
行业 → 行业,Food,Insur,1,1,0.0582,0.4954,0.1052,-0.0364,1.8946,-0.6818,False,False
行业 → 行业,Food,Insur,1,3,0.4946,0.2105,0.0655,-0.094,0.683,-1.2521,False,False
行业 → 行业,Food,Insur,1,6,0.6076,0.4555,-0.0675,-0.0843,-0.5135,-0.7464,False,False
行业 → 行业,Food,Insur,3,1,0.4893,0.1724,0.019,-0.039,0.6915,-1.3645,False,False
行业 → 行业,Food,Insur,3,3,0.643,0.0967,-0.0277,-0.11,-0.4635,-1.6609,False,False
行业 → 行业,Food,Insur,3,6,0.3101,0.3312,-0.0994,-0.0934,-1.0151,-0.9717,False,False
行业 → 行业,Food,Insur,6,1,0.6327,0.5486,-0.0083,-0.0118,-0.4779,-0.5998,False,False
行业 → 行业,Food,Insur,6,3,0.3106,0.2257,-0.0487,-0.0566,-1.014,-1.2116,False,False
行业 → 行业,Food,Insur,6,6,0.6159,0.3637,-0.0457,-0.0688,-0.5017,-0.9084,False,False
行业 → 行业,Food,LabEq,1,1,0.0445,0.7114,-0.1167,-0.0254,-2.0089,-0.37,False,False
行业 → 行业,Food,LabEq,1,3,0.5352,0.5626,0.0583,-0.0608,0.6201,-0.579,False,False
行业 → 行业,Food,LabEq,1,6,0.6508,0.2351,0.0607,-0.1634,0.4527,-1.1873,False,False
行业 → 行业,Food,LabEq,3,1,0.7847,0.8513,0.0071,0.0064,0.2731,0.1875,False,False
行业 → 行业,Food,LabEq,3,3,0.4583,0.9334,0.0467,0.0059,0.7417,0.0836,False,False
行业 → 行业,Food,LabEq,3,6,0.3446,0.4084,0.0895,-0.089,0.9451,-0.8268,False,False
行业 → 行业,Food,LabEq,6,1,0.8195,0.3555,0.0042,-0.0213,0.2282,-0.9239,False,False
行业 → 行业,Food,LabEq,6,3,0.2922,0.4661,0.0454,-0.0375,1.0534,-0.7288,False,False
行业 → 行业,Food,LabEq,6,6,0.4888,0.1073,0.056,-0.1639,0.6922,-1.6103,False,False
行业 → 行业,Food,Mach,1,1,0.1362,0.877,-0.0653,-0.0092,-1.4902,-0.1548,False,False
行业 → 行业,Food,Mach,1,3,0.1937,0.4722,-0.1227,-0.0676,-1.2997,-0.7189,False,False
行业 → 行业,Food,Mach,1,6,0.2616,0.5631,-0.1854,-0.0801,-1.1227,-0.5782,False,False
行业 → 行业,Food,Mach,3,1,0.1197,0.6515,-0.0344,-0.0141,-1.5561,-0.4517,False,False
行业 → 行业,Food,Mach,3,3,0.0742,0.1836,-0.1151,-0.0901,-1.7851,-1.3299,False,False
行业 → 行业,Food,Mach,3,6,0.2041,0.5148,-0.1399,-0.0769,-1.2698,-0.6514,False,False
行业 → 行业,Food,Mach,6,1,0.1185,0.4599,-0.0261,-0.0168,-1.561,-0.739,False,False
行业 → 行业,Food,Mach,6,3,0.1034,0.5772,-0.0758,-0.0306,-1.6287,-0.5574,False,False
行业 → 行业,Food,Mach,6,6,0.1502,0.9596,-0.1217,-0.005,-1.4388,-0.0506,False,False
行业 → 行业,Food,Meals,1,1,0.9379,0.1521,0.0044,0.0706,0.0779,1.4321,False,False
行业 → 行业,Food,Meals,1,3,0.8062,0.6883,-0.0251,0.0389,-0.2453,0.4011,False,False
行业 → 行业,Food,Meals,1,6,0.7807,0.0295,0.0451,0.2382,0.2784,2.1773,False,False
行业 → 行业,Food,Meals,3,1,0.8216,0.841,-0.0066,0.0069,-0.2255,0.2006,False,False
行业 → 行业,Food,Meals,3,3,0.8978,0.432,-0.0095,0.0601,-0.1285,0.7858,False,False
行业 → 行业,Food,Meals,3,6,0.9736,0.0182,0.0038,0.1709,0.0331,2.3613,False,False
行业 → 行业,Food,Meals,6,1,0.8343,0.0374,0.0047,0.0363,0.2092,2.0818,False,False
行业 → 行业,Food,Meals,6,3,0.9846,0.0275,0.0011,0.0847,0.0193,2.2037,False,False
行业 → 行业,Food,Meals,6,6,0.8562,0.0255,-0.0175,0.1464,-0.1812,2.2336,False,False
行业 → 行业,Food,MedEq,1,1,0.4645,0.6652,0.0442,-0.0223,0.7315,-0.4328,False,False
行业 → 行业,Food,MedEq,1,3,0.3955,0.8225,0.1085,-0.0177,0.8497,-0.2243,False,False
行业 → 行业,Food,MedEq,1,6,0.9177,0.9031,0.0222,-0.0132,0.1034,-0.1218,False,False
行业 → 行业,Food,MedEq,3,1,0.2244,0.7917,0.0398,-0.0072,1.215,-0.2641,False,False
行业 → 行业,Food,MedEq,3,3,0.3804,0.505,0.0776,0.0358,0.8772,0.6666,False,False
行业 → 行业,Food,MedEq,3,6,0.7668,0.7179,0.0427,0.0342,0.2966,0.3612,False,False
