family,src,target,w,h,p_H1,p_H2,slope_H1,slope_H2,t_H1,t_H2,found,rep
行业 → 行业,Food,MedEq,6,1,0.6536,0.8087,0.0106,-0.0042,0.4487,-0.2422,False,False
行业 → 行业,Food,MedEq,6,3,0.6642,0.6981,0.0261,0.0188,0.4341,0.3878,False,False
行业 → 行业,Food,MedEq,6,6,0.4754,0.8682,0.0686,0.0146,0.7136,0.166,False,False
行业 → 行业,Food,Mines,1,1,0.0733,0.8679,-0.1423,-0.0139,-1.7907,-0.1664,False,False
行业 → 行业,Food,Mines,1,3,0.1612,0.6312,-0.2146,-0.0576,-1.401,-0.48,False,False
行业 → 行业,Food,Mines,1,6,0.2553,0.8594,-0.2738,-0.0332,-1.1376,-0.1771,False,False
行业 → 行业,Food,Mines,3,1,0.1451,0.6198,-0.0611,-0.0207,-1.457,-0.4961,False,False
行业 → 行业,Food,Mines,3,3,0.2767,0.6071,-0.1056,-0.0537,-1.0877,-0.5142,False,False
行业 → 行业,Food,Mines,3,6,0.3054,0.9241,-0.1793,0.0159,-1.0249,0.0952,False,False
行业 → 行业,Food,Mines,6,1,0.3859,0.925,-0.0279,0.003,-0.8671,0.0942,False,False
行业 → 行业,Food,Mines,6,3,0.3695,0.7519,-0.0744,0.026,-0.8974,0.3162,False,False
行业 → 行业,Food,Mines,6,6,0.21,0.2989,-0.1898,0.1246,-1.2535,1.0387,False,False
行业 → 行业,Food,Oil,1,1,0.8735,0.6022,-0.0123,0.0412,-0.1592,0.5212,False,False
行业 → 行业,Food,Oil,1,3,0.0297,0.4832,-0.3434,-0.0857,-2.1741,-0.7012,False,False
行业 → 行业,Food,Oil,1,6,0.1923,0.3532,-0.3289,-0.1484,-1.3037,-0.9284,False,False
行业 → 行业,Food,Oil,3,1,0.0403,0.5986,-0.0908,-0.0233,-2.0504,-0.5264,False,False
行业 → 行业,Food,Oil,3,3,0.0427,0.4221,-0.2468,-0.0748,-2.0267,-0.8028,False,False
行业 → 行业,Food,Oil,3,6,0.2812,0.1086,-0.2127,-0.225,-1.0777,-1.6043,False,False
行业 → 行业,Food,Oil,6,1,0.3743,0.4455,-0.0323,-0.0226,-0.8885,-0.763,False,False
行业 → 行业,Food,Oil,6,3,0.4115,0.0896,-0.0841,-0.1174,-0.8213,-1.6976,False,False
行业 → 行业,Food,Oil,6,6,0.402,0.0294,-0.1417,-0.2478,-0.838,-2.1778,False,False
行业 → 行业,Food,Paper,1,1,0.0006,0.4497,0.1687,0.0384,3.4339,0.756,True,False
行业 → 行业,Food,Paper,1,3,0.0004,0.9843,0.308,0.0018,3.5265,0.0197,True,False
行业 → 行业,Food,Paper,1,6,0.0023,0.7814,0.3759,0.0304,3.0478,0.2775,False,False
行业 → 行业,Food,Paper,3,1,0.0006,0.8571,0.0811,0.0051,3.4399,0.18,True,False
行业 → 行业,Food,Paper,3,3,0.0049,0.2824,0.1521,-0.0658,2.8132,-1.075,False,False
行业 → 行业,Food,Paper,3,6,0.0324,0.7524,0.1867,0.0301,2.1393,0.3155,False,False
行业 → 行业,Food,Paper,6,1,0.0032,0.5883,0.0471,0.0096,2.9511,0.5413,False,False
行业 → 行业,Food,Paper,6,3,0.032,0.8828,0.0903,0.0063,2.144,0.1475,False,False
行业 → 行业,Food,Paper,6,6,0.0732,0.1985,0.1175,0.0895,1.7916,1.2858,False,False
行业 → 行业,Food,PerSv,1,1,0.4674,0.029,-0.0425,0.1336,-0.7267,2.1836,False,False
行业 → 行业,Food,PerSv,1,3,0.1174,0.1308,0.1877,0.1857,1.5656,1.511,False,False
行业 → 行业,Food,PerSv,1,6,0.6905,0.2542,-0.0697,0.1711,-0.3982,1.1402,False,False
行业 → 行业,Food,PerSv,3,1,0.183,0.0753,0.0456,0.0655,1.3317,1.7784,False,False
行业 → 行业,Food,PerSv,3,3,0.8045,0.3184,0.0214,0.0929,0.2475,0.9978,False,False
行业 → 行业,Food,PerSv,3,6,0.5796,0.5983,-0.0696,0.073,-0.5539,0.5268,False,False
行业 → 行业,Food,PerSv,6,1,0.3902,0.1932,-0.0189,0.0319,-0.8593,1.3012,False,False
行业 → 行业,Food,PerSv,6,3,0.4471,0.4854,-0.045,0.0474,-0.7603,0.6977,False,False
行业 → 行业,Food,PerSv,6,6,0.321,0.5817,-0.0846,0.0698,-0.9924,0.5509,False,False
行业 → 行业,Food,RlEst,1,1,0.0017,0.004,-0.196,-0.199,-3.1399,-2.8763,False,False
行业 → 行业,Food,RlEst,1,3,0.0161,0.0456,-0.2817,-0.2365,-2.4059,-1.9995,False,False
行业 → 行业,Food,RlEst,1,6,0.2472,0.1061,-0.2259,-0.2281,-1.1572,-1.6161,False,False
行业 → 行业,Food,RlEst,3,1,0.0014,0.0347,-0.0953,-0.0826,-3.1939,-2.1123,False,False
行业 → 行业,Food,RlEst,3,3,0.0827,0.1376,-0.1294,-0.1377,-1.7353,-1.4847,False,False
行业 → 行业,Food,RlEst,3,6,0.3536,0.709,-0.1225,-0.0411,-0.9277,-0.3731,False,False
行业 → 行业,Food,RlEst,6,1,0.0311,0.0775,-0.0439,-0.0467,-2.1553,-1.7657,False,False
行业 → 行业,Food,RlEst,6,3,0.1399,0.6655,-0.0825,-0.0274,-1.476,-0.4323,False,False
行业 → 行业,Food,RlEst,6,6,0.1355,0.1839,-0.1221,0.1355,-1.4927,1.3289,False,False
行业 → 行业,Food,Rtail,1,1,0.0711,0.0657,0.0922,0.0958,1.8047,1.8406,False,False
行业 → 行业,Food,Rtail,1,3,0.1831,0.0091,0.1425,0.2047,1.3313,2.6066,False,False
行业 → 行业,Food,Rtail,1,6,0.383,0.0162,0.1396,0.2795,0.8724,2.4036,False,False
行业 → 行业,Food,Rtail,3,1,0.1544,0.0625,0.0393,0.057,1.4241,1.8625,False,False
行业 → 行业,Food,Rtail,3,3,0.157,0.0174,0.0976,0.1612,1.4154,2.3776,False,False
行业 → 行业,Food,Rtail,3,6,0.3608,0.106,0.1033,0.1453,0.9139,1.6166,False,False
行业 → 行业,Food,Rtail,6,1,0.2373,0.0179,0.0225,0.0392,1.1818,2.367,False,False
行业 → 行业,Food,Rtail,6,3,0.2983,0.0977,0.0537,0.0754,1.04,1.6562,False,False
行业 → 行业,Food,Rtail,6,6,0.1981,0.6268,0.1249,0.0379,1.2869,0.4862,False,False
行业 → 行业,Food,Rubbr,1,1,0.0422,0.4677,-0.0844,0.0431,-2.0314,0.7262,False,False
行业 → 行业,Food,Rubbr,1,3,0.4346,0.2116,-0.0554,0.1142,-0.7814,1.2491,False,False
行业 → 行业,Food,Rubbr,1,6,0.7854,0.5372,-0.0313,0.083,-0.2722,0.617,False,False
行业 → 行业,Food,Rubbr,3,1,0.4667,0.2813,-0.0146,0.038,-0.7279,1.0774,False,False
行业 → 行业,Food,Rubbr,3,3,0.8934,0.7605,-0.0067,0.0269,-0.134,0.3048,False,False
行业 → 行业,Food,Rubbr,3,6,0.7228,0.4148,0.0314,0.0873,0.3547,0.8155,False,False
行业 → 行业,Food,Rubbr,6,1,0.7576,0.6159,-0.0047,0.0126,-0.3086,0.5017,False,False
行业 → 行业,Food,Rubbr,6,3,0.8272,0.3384,0.0092,0.0537,0.2182,0.9572,False,False
行业 → 行业,Food,Rubbr,6,6,0.6726,0.0302,0.0306,0.1981,0.4226,2.1679,False,False
行业 → 行业,Food,Ships,1,1,0.2351,0.7042,-0.0867,-0.0272,-1.1872,-0.3797,False,False
行业 → 行业,Food,Ships,1,3,0.4631,0.1905,-0.1065,-0.1344,-0.7338,-1.3091,False,False
行业 → 行业,Food,Ships,1,6,0.3733,0.0429,-0.1805,-0.2872,-0.8903,-2.0244,False,False
行业 → 行业,Food,Ships,3,1,0.5728,0.1623,-0.0204,-0.0519,-0.564,-1.3974,False,False
行业 → 行业,Food,Ships,3,3,0.5933,0.0108,-0.0466,-0.2069,-0.5341,-2.5478,False,False
行业 → 行业,Food,Ships,3,6,0.4747,0.0236,-0.1148,-0.2595,-0.7149,-2.2633,False,False
行业 → 行业,Food,Ships,6,1,0.7021,0.1022,-0.0108,-0.043,-0.3824,-1.6341,False,False
行业 → 行业,Food,Ships,6,3,0.5709,0.0185,-0.0451,-0.133,-0.5668,-2.356,False,False
行业 → 行业,Food,Ships,6,6,0.4402,0.2145,-0.1057,-0.1112,-0.7719,-1.2412,False,False
行业 → 行业,Food,Smoke,1,1,0.0139,0.8415,0.2009,0.0201,2.4602,0.1999,False,False
行业 → 行业,Food,Smoke,1,3,0.2192,0.9354,0.2108,0.0137,1.2286,0.0811,False,False
行业 → 行业,Food,Smoke,1,6,0.5374,0.5265,0.1648,-0.1317,0.6168,-0.6333,False,False
行业 → 行业,Food,Smoke,3,1,0.1278,0.9598,0.068,0.0027,1.523,0.0505,False,False
行业 → 行业,Food,Smoke,3,3,0.2463,0.8635,0.1291,-0.0194,1.1593,-0.1719,False,False
行业 → 行业,Food,Smoke,3,6,0.905,0.6932,0.0211,-0.0734,0.1194,-0.3945,False,False
行业 → 行业,Food,Smoke,6,1,0.1446,0.5448,0.0411,-0.0217,1.4587,-0.6056,False,False
行业 → 行业,Food,Smoke,6,3,0.6272,0.5043,0.0356,-0.0591,0.4857,-0.6678,False,False
行业 → 行业,Food,Smoke,6,6,0.6468,0.7565,0.0536,-0.045,0.4582,-0.31,False,False
行业 → 行业,Food,Soda,1,1,0.0641,0.7166,0.147,0.0301,1.8515,0.363,False,False
行业 → 行业,Food,Soda,1,3,0.234,0.3636,0.1727,0.1154,1.1902,0.9085,False,False
行业 → 行业,Food,Soda,1,6,0.2138,0.7525,0.2615,0.0647,1.2432,0.3153,False,False
行业 → 行业,Food,Soda,3,1,0.3519,0.5791,0.0393,0.0249,0.9309,0.5547,False,False
行业 → 行业,Food,Soda,3,3,0.3447,0.7738,0.0892,0.0326,0.9449,0.2874,False,False
行业 → 行业,Food,Soda,3,6,0.4901,0.9136,0.1052,0.0204,0.6901,0.1085,False,False
行业 → 行业,Food,Soda,6,1,0.2552,0.8017,0.0331,0.0091,1.1378,0.2511,False,False
行业 → 行业,Food,Soda,6,3,0.4376,0.7767,0.0565,0.0273,0.7763,0.2837,False,False
行业 → 行业,Food,Soda,6,6,0.8736,0.926,0.0194,0.0137,0.1591,0.0928,False,False
行业 → 行业,Food,Softw,1,1,0.0094,0.2039,-0.3483,0.1107,-2.5976,1.2706,False,False
行业 → 行业,Food,Softw,1,3,0.331,0.0463,-0.22,0.2419,-0.972,1.9931,False,False
行业 → 行业,Food,Softw,1,6,0.8834,0.1142,-0.0574,0.3019,-0.1467,1.5796,False,False
行业 → 行业,Food,Softw,3,1,0.4903,0.0344,-0.0461,0.0842,-0.6899,2.1158,False,False
行业 → 行业,Food,Softw,3,3,0.9132,0.0149,0.0182,0.2337,0.1091,2.4357,False,False
行业 → 行业,Food,Softw,3,6,0.592,0.4007,0.1623,0.1309,0.5359,0.8405,False,False
行业 → 行业,Food,Softw,6,1,0.8424,0.347,-0.0109,0.0312,-0.1989,0.9404,False,False
行业 → 行业,Food,Softw,6,3,0.5549,0.4315,0.0851,0.0648,0.5904,0.7866,False,False
行业 → 行业,Food,Softw,6,6,0.8422,0.5754,0.0488,-0.0762,0.199,-0.5601,False,False
行业 → 行业,Food,Steel,1,1,0.5422,0.4867,-0.0415,-0.0684,-0.6096,-0.6955,False,False
行业 → 行业,Food,Steel,1,3,0.3581,0.7359,0.1116,-0.0554,0.919,-0.3373,False,False
行业 → 行业,Food,Steel,1,6,0.7157,0.0302,-0.0558,-0.4669,-0.3642,-2.1681,False,False
行业 → 行业,Food,Steel,3,1,0.406,0.9028,0.027,-0.0067,0.831,-0.1221,False,False
行业 → 行业,Food,Steel,3,3,0.5398,0.1202,0.0457,-0.175,0.6131,-1.5541,False,False
行业 → 行业,Food,Steel,3,6,0.2339,0.0134,-0.1315,-0.439,-1.1902,-2.4735,False,False
行业 → 行业,Food,Steel,6,1,0.58,0.0472,-0.0111,-0.0662,-0.5534,-1.9848,False,False
行业 → 行业,Food,Steel,6,3,0.2512,0.0308,-0.0637,-0.1963,-1.1474,-2.1592,False,False
行业 → 行业,Food,Steel,6,6,0.0336,0.0399,-0.2026,-0.3526,-2.1252,-2.0543,False,False
行业 → 行业,Food,Telcm,1,1,0.0037,0.0475,0.1765,0.1223,2.8995,1.9822,False,False
行业 → 行业,Food,Telcm,1,3,0.929,0.4747,-0.0109,0.0707,-0.0891,0.7148,False,False
行业 → 行业,Food,Telcm,1,6,0.6176,0.2528,-0.0898,0.186,-0.4993,1.1436,False,False
行业 → 行业,Food,Telcm,3,1,0.8472,0.7376,0.0064,0.012,0.1927,0.335,False,False
行业 → 行业,Food,Telcm,3,3,0.3454,0.4495,-0.0681,0.0598,-0.9436,0.7563,False,False
行业 → 行业,Food,Telcm,3,6,0.406,0.9377,-0.1052,-0.0102,-0.8309,-0.0781,False,False
行业 → 行业,Food,Telcm,6,1,0.9386,0.5311,-0.0017,0.0153,-0.0771,0.6263,False,False
行业 → 行业,Food,Telcm,6,3,0.507,0.8965,-0.0408,-0.0078,-0.6635,-0.1301,False,False
行业 → 行业,Food,Telcm,6,6,0.7079,0.5775,-0.0445,-0.0609,-0.3746,-0.557,False,False
行业 → 行业,Food,Toys,1,1,0.0686,0.6882,-0.1251,-0.0283,-1.8211,-0.4014,False,False
行业 → 行业,Food,Toys,1,3,0.3442,0.9803,-0.1139,-0.0026,-0.9459,-0.0247,False,False
行业 → 行业,Food,Toys,1,6,0.9894,0.5892,0.0023,0.0953,0.0133,0.5399,False,False
行业 → 行业,Food,Toys,3,1,0.4343,0.8546,-0.0261,-0.0072,-0.7818,-0.1832,False,False
行业 → 行业,Food,Toys,3,3,0.9691,0.358,0.0032,0.0904,0.0387,0.9192,False,False
行业 → 行业,Food,Toys,3,6,0.3391,0.1033,0.1347,0.2425,0.956,1.6292,False,False
行业 → 行业,Food,Toys,6,1,0.9246,0.3555,-0.0024,0.0242,-0.0946,0.924,False,False
行业 → 行业,Food,Toys,6,3,0.4546,0.0781,0.0541,0.1213,0.7478,1.7617,False,False
行业 → 行业,Food,Toys,6,6,0.2696,0.0086,0.13,0.364,1.104,2.6283,False,False
行业 → 行业,Food,Trans,1,1,0.1299,0.2195,0.0675,0.0539,1.5145,1.2278,False,False
行业 → 行业,Food,Trans,1,3,0.2295,0.9229,0.1003,0.006,1.2017,0.0968,False,False
行业 → 行业,Food,Trans,1,6,0.7193,0.6585,-0.0393,0.0385,-0.3595,0.442,False,False
行业 → 行业,Food,Trans,3,1,0.227,0.7981,0.0276,-0.0063,1.2082,-0.2559,False,False
行业 → 行业,Food,Trans,3,3,0.9084,0.3748,-0.0058,-0.0497,-0.115,-0.8875,False,False
行业 → 行业,Food,Trans,3,6,0.1914,0.97,-0.1017,0.0032,-1.3066,0.0377,False,False
行业 → 行业,Food,Trans,6,1,0.6046,0.7446,-0.0069,0.0063,-0.5178,0.3258,False,False
行业 → 行业,Food,Trans,6,3,0.1306,0.9356,-0.0519,-0.0038,-1.5119,-0.0808,False,False
行业 → 行业,Food,Trans,6,6,0.2854,0.6002,-0.0664,0.0358,-1.0682,0.5241,False,False
行业 → 行业,Food,Txtls,1,1,0.5117,0.2208,-0.0385,-0.1137,-0.6561,-1.2245,False,False
行业 → 行业,Food,Txtls,1,3,0.8483,0.4629,0.0218,-0.1158,0.1913,-0.7341,False,False
行业 → 行业,Food,Txtls,1,6,0.022,0.8928,0.3612,-0.0239,2.2908,-0.1348,False,False
行业 → 行业,Food,Txtls,3,1,0.8766,0.336,0.0047,-0.0569,0.1553,-0.9621,False,False
行业 → 行业,Food,Txtls,3,3,0.0151,0.2334,0.1695,-0.1458,2.4296,-1.1917,False,False
行业 → 行业,Food,Txtls,3,6,0.0039,0.6119,0.3236,0.0751,2.8875,0.5074,False,False
行业 → 行业,Food,Txtls,6,1,0.0272,0.7476,0.0453,-0.0135,2.209,-0.3219,False,False
行业 → 行业,Food,Txtls,6,3,0.0046,0.802,0.1481,0.0228,2.8352,0.2507,False,False
行业 → 行业,Food,Txtls,6,6,0.0306,0.0346,0.2096,0.2696,2.1624,2.1125,False,False
行业 → 行业,Food,Util,1,1,0.0,0.6029,0.2947,-0.0363,4.554,-0.5203,True,False
行业 → 行业,Food,Util,1,3,0.6359,0.9706,0.0588,-0.004,0.4734,-0.0369,False,False
行业 → 行业,Food,Util,1,6,0.7163,0.4727,-0.066,-0.0899,-0.3633,-0.7181,False,False
行业 → 行业,Food,Util,3,1,0.5035,0.8595,0.0215,-0.0067,0.6691,-0.177,False,False
行业 → 行业,Food,Util,3,3,0.226,0.9439,-0.0944,-0.0058,-1.2108,-0.0704,False,False
行业 → 行业,Food,Util,3,6,0.2408,0.4451,-0.1507,-0.0772,-1.173,-0.7636,False,False
行业 → 行业,Food,Util,6,1,0.9257,0.743,0.0021,-0.0086,0.0933,-0.3278,False,False
行业 → 行业,Food,Util,6,3,0.4228,0.4339,-0.0505,-0.043,-0.8016,-0.7825,False,False
行业 → 行业,Food,Util,6,6,0.595,0.025,-0.0596,-0.1647,-0.5316,-2.2409,False,False
行业 → 行业,Food,Whlsl,1,1,0.1171,0.4057,-0.0521,-0.0321,-1.5669,-0.8314,False,False
行业 → 行业,Food,Whlsl,1,3,0.902,0.7155,-0.0075,-0.0259,-0.1231,-0.3644,False,False
行业 → 行业,Food,Whlsl,1,6,0.941,0.5398,0.0062,-0.0626,0.074,-0.6132,False,False
行业 → 行业,Food,Whlsl,3,1,0.8547,0.7823,-0.0031,-0.007,-0.1831,-0.2763,False,False
行业 → 行业,Food,Whlsl,3,3,0.979,0.9695,-0.001,-0.0024,-0.0263,-0.0382,False,False
行业 → 行业,Food,Whlsl,3,6,0.3571,0.9557,0.058,-0.0044,0.921,-0.0556,False,False
行业 → 行业,Food,Whlsl,6,1,0.875,0.7042,-0.0019,-0.0061,-0.1573,-0.3796,False,False
行业 → 行业,Food,Whlsl,6,3,0.3654,0.9981,0.0271,0.0001,0.9052,0.0024,False,False
行业 → 行业,Food,Whlsl,6,6,0.2447,0.6087,0.0614,-0.0296,1.1632,-0.5119,False,False
行业 → 行业,Fun,Aero,1,1,0.0298,0.8001,0.1086,-0.011,2.1729,-0.2533,False,False
行业 → 行业,Fun,Aero,1,3,0.359,0.3297,0.0921,0.0688,0.9173,0.9747,False,False
行业 → 行业,Fun,Aero,1,6,0.5895,0.4388,0.0782,0.0768,0.5395,0.7742,False,False
行业 → 行业,Fun,Aero,3,1,0.6655,0.3499,0.0123,0.0207,0.4323,0.9348,False,False
行业 → 行业,Fun,Aero,3,3,0.9607,0.1102,0.0032,0.065,0.0493,1.5972,False,False
行业 → 行业,Fun,Aero,3,6,0.9276,0.1767,-0.0087,0.0894,-0.0909,1.351,False,False
行业 → 行业,Fun,Aero,6,1,0.8655,0.3022,0.003,0.0121,0.1694,1.0318,False,False
行业 → 行业,Fun,Aero,6,3,0.9648,0.1498,-0.0019,0.0394,-0.0442,1.4404,False,False
行业 → 行业,Fun,Aero,6,6,0.5111,0.17,-0.0408,0.0883,-0.6571,1.3723,False,False
行业 → 行业,Fun,Agric,1,1,0.501,0.314,-0.0361,-0.0657,-0.6728,-1.0069,False,False
行业 → 行业,Fun,Agric,1,3,0.0689,0.6605,-0.1539,-0.0486,-1.819,-0.4392,False,False
行业 → 行业,Fun,Agric,1,6,0.2756,0.2498,-0.1257,-0.1799,-1.0902,-1.1508,False,False
行业 → 行业,Fun,Agric,3,1,0.1332,0.4816,-0.0394,-0.0223,-1.5016,-0.7037,False,False
行业 → 行业,Fun,Agric,3,3,0.3394,0.4946,-0.0559,-0.047,-0.9554,-0.683,False,False
行业 → 行业,Fun,Agric,3,6,0.6631,0.0767,-0.0368,-0.1549,-0.4356,-1.7703,False,False
行业 → 行业,Fun,Agric,6,1,0.513,0.1233,-0.0094,-0.0284,-0.6542,-1.5411,False,False
行业 → 行业,Fun,Agric,6,3,0.5513,0.0893,-0.0238,-0.0671,-0.5958,-1.6989,False,False
行业 → 行业,Fun,Agric,6,6,0.5871,0.0378,-0.0331,-0.1532,-0.543,-2.0771,False,False
行业 → 行业,Fun,Autos,1,1,0.17,0.0424,0.0668,0.1457,1.3722,2.0297,False,False
行业 → 行业,Fun,Autos,1,3,0.291,0.3093,0.1015,0.1204,1.056,1.0167,False,False
行业 → 行业,Fun,Autos,1,6,0.0187,0.4404,0.2947,0.1456,2.3507,0.7716,False,False
行业 → 行业,Fun,Autos,3,1,0.3565,0.41,0.0258,0.0324,0.922,0.8238,False,False
行业 → 行业,Fun,Autos,3,3,0.0975,0.7679,0.0974,-0.0232,1.6573,-0.2951,False,False
行业 → 行业,Fun,Autos,3,6,0.086,0.4184,0.175,0.1151,1.7167,0.8091,False,False
行业 → 行业,Fun,Autos,6,1,0.0965,0.2856,0.0298,0.0289,1.6623,1.0678,False,False
行业 → 行业,Fun,Autos,6,3,0.1104,0.4329,0.0755,0.0545,1.5965,0.7842,False,False
行业 → 行业,Fun,Autos,6,6,0.208,0.2197,0.1122,0.1592,1.2591,1.2274,False,False
行业 → 行业,Fun,Banks,1,1,0.1342,0.6343,-0.0689,0.0206,-1.4977,0.4757,False,False
行业 → 行业,Fun,Banks,1,3,0.1635,0.5601,-0.1307,0.0502,-1.3934,0.5827,False,False
行业 → 行业,Fun,Banks,1,6,0.5296,0.9983,-0.0752,-0.0002,-0.6287,-0.0022,False,False
行业 → 行业,Fun,Banks,3,1,0.1259,0.4601,-0.0404,0.0184,-1.5304,0.7387,False,False
行业 → 行业,Fun,Banks,3,3,0.1521,0.5876,-0.0745,0.0285,-1.4321,0.5423,False,False
行业 → 行业,Fun,Banks,3,6,0.9204,0.8962,0.0092,-0.009,0.0999,-0.1304,False,False
行业 → 行业,Fun,Banks,6,1,0.6287,0.9711,-0.0069,0.0005,-0.4835,0.0362,False,False
行业 → 行业,Fun,Banks,6,3,0.7889,0.6229,0.0112,-0.0156,0.2677,-0.4917,False,False
行业 → 行业,Fun,Banks,6,6,0.3129,0.7408,0.0838,-0.018,1.0092,-0.3308,False,False
行业 → 行业,Fun,Beer,1,1,0.1627,0.8388,0.066,-0.0105,1.3961,-0.2034,False,False
行业 → 行业,Fun,Beer,1,3,0.3146,0.7543,0.0928,-0.0283,1.0057,-0.313,False,False
行业 → 行业,Fun,Beer,1,6,0.0638,0.8603,0.2445,0.0263,1.8539,0.176,False,False
行业 → 行业,Fun,Beer,3,1,0.2141,0.7182,0.0322,-0.0093,1.2424,-0.3609,False,False
行业 → 行业,Fun,Beer,3,3,0.2725,0.9725,0.069,-0.0024,1.0973,-0.0344,False,False
行业 → 行业,Fun,Beer,3,6,0.1472,0.8656,0.1487,-0.0196,1.4497,-0.1692,False,False
行业 → 行业,Fun,Beer,6,1,0.0685,0.9039,0.033,0.0026,1.8216,0.1207,False,False
行业 → 行业,Fun,Beer,6,3,0.1591,0.9,0.066,-0.0072,1.408,-0.1256,False,False
行业 → 行业,Fun,Beer,6,6,0.0661,0.6143,0.1453,-0.0426,1.8376,-0.504,False,False
行业 → 行业,Fun,BldMt,1,1,0.8973,0.9463,0.0032,-0.0027,0.1291,-0.0673,False,False
行业 → 行业,Fun,BldMt,1,3,0.3348,0.8065,-0.0458,0.0163,-0.9644,0.2449,False,False
行业 → 行业,Fun,BldMt,1,6,0.0698,0.4704,-0.1025,-0.0547,-1.813,-0.7218,False,False
行业 → 行业,Fun,BldMt,3,1,0.2707,0.7542,-0.0151,0.0065,-1.1016,0.3131,False,False
行业 → 行业,Fun,BldMt,3,3,0.0117,0.9779,-0.0755,-0.0011,-2.5221,-0.0276,False,False
行业 → 行业,Fun,BldMt,3,6,0.0637,0.6247,-0.0767,-0.0275,-1.8546,-0.4892,False,False
行业 → 行业,Fun,BldMt,6,1,0.323,0.675,-0.0086,-0.0047,-0.9883,-0.4193,False,False
行业 → 行业,Fun,BldMt,6,3,0.1686,0.623,-0.0286,-0.0143,-1.3767,-0.4916,False,False
行业 → 行业,Fun,BldMt,6,6,0.81,0.6451,-0.0089,-0.0205,-0.2405,-0.4606,False,False
行业 → 行业,Fun,Books,1,1,0.0001,0.6236,0.1493,0.0195,4.0253,0.4907,True,False
行业 → 行业,Fun,Books,1,3,0.0156,0.4247,0.1887,-0.0545,2.4186,-0.7983,False,False
行业 → 行业,Fun,Books,1,6,0.0344,0.6747,0.2077,0.0403,2.1149,0.4197,False,False
行业 → 行业,Fun,Books,3,1,0.0399,0.5447,0.0449,-0.0125,2.0552,-0.6057,False,False
行业 → 行业,Fun,Books,3,3,0.4369,0.7402,0.0385,0.0148,0.7775,0.3316,False,False
行业 → 行业,Fun,Books,3,6,0.8718,0.4593,0.0122,0.0497,0.1614,0.74,False,False
行业 → 行业,Fun,Books,6,1,0.1307,0.5085,0.02,0.0084,1.5112,0.6611,False,False
行业 → 行业,Fun,Books,6,3,0.9347,0.4447,-0.0028,0.0242,-0.0819,0.7643,False,False
行业 → 行业,Fun,Books,6,6,0.5347,0.3609,-0.0335,0.0441,-0.6208,0.9136,False,False
行业 → 行业,Fun,Boxes,1,1,0.4458,0.0131,0.0341,-0.0945,0.7624,-2.4823,False,False
行业 → 行业,Fun,Boxes,1,3,0.2052,0.0883,0.0969,-0.1225,1.2669,-1.7046,False,False
行业 → 行业,Fun,Boxes,1,6,0.0734,0.1222,0.1879,-0.167,1.7906,-1.5455,False,False
行业 → 行业,Fun,Boxes,3,1,0.1264,0.1244,0.0337,-0.0296,1.5283,-1.5365,False,False
行业 → 行业,Fun,Boxes,3,3,0.0915,0.3718,0.0817,-0.0423,1.6873,-0.8932,False,False
行业 → 行业,Fun,Boxes,3,6,0.1471,0.2464,0.1146,-0.1037,1.4498,-1.1593,False,False
行业 → 行业,Fun,Boxes,6,1,0.0455,0.1556,0.0268,-0.0205,2.0002,-1.4199,False,False
行业 → 行业,Fun,Boxes,6,3,0.1497,0.1995,0.0514,-0.0523,1.4405,-1.2831,False,False
行业 → 行业,Fun,Boxes,6,6,0.5992,0.1414,0.0371,-0.1047,0.5255,-1.4705,False,False
行业 → 行业,Fun,BusSv,1,1,0.5605,0.2148,0.0141,0.0366,0.5821,1.2406,False,False
行业 → 行业,Fun,BusSv,1,3,0.3692,0.5623,-0.0434,0.0355,-0.8979,0.5794,False,False
行业 → 行业,Fun,BusSv,1,6,0.5035,0.8179,-0.0573,0.0208,-0.669,0.2302,False,False
行业 → 行业,Fun,BusSv,3,1,0.3131,0.9916,-0.0132,-0.0002,-1.0087,-0.0105,False,False
行业 → 行业,Fun,BusSv,3,3,0.3211,0.8667,-0.0354,-0.0068,-0.9923,-0.1679,False,False
行业 → 行业,Fun,BusSv,3,6,0.7947,0.6084,-0.0177,-0.0309,-0.2602,-0.5124,False,False
行业 → 行业,Fun,BusSv,6,1,0.4565,0.7931,-0.0084,-0.0027,-0.7447,-0.2623,False,False
行业 → 行业,Fun,BusSv,6,3,0.8315,0.5737,-0.007,-0.0154,-0.2128,-0.5627,False,False
行业 → 行业,Fun,BusSv,6,6,0.698,0.5845,0.0231,-0.0262,0.388,-0.5468,False,False
行业 → 行业,Fun,Chems,1,1,0.1271,0.4446,-0.0528,-0.0261,-1.5256,-0.7644,False,False
行业 → 行业,Fun,Chems,1,3,0.6661,0.9786,0.03,0.0016,0.4315,0.0268,False,False
行业 → 行业,Fun,Chems,1,6,0.6001,0.9731,0.0521,0.0027,0.5242,0.0337,False,False
行业 → 行业,Fun,Chems,3,1,0.7642,0.913,0.0054,-0.002,0.3,-0.1092,False,False
行业 → 行业,Fun,Chems,3,3,0.1657,0.781,0.0568,0.0113,1.386,0.2781,False,False
行业 → 行业,Fun,Chems,3,6,0.5526,0.5474,0.048,0.0357,0.5939,0.6017,False,False
行业 → 行业,Fun,Chems,6,1,0.607,0.9048,0.0061,-0.0016,0.5143,-0.1196,False,False
