family,src,target,w,h,half,slope,t,n,p,sign
下游股价,サービス業,建設業,6,3,H2,0.05794,0.63831,117,0.52327,1
下游股价,サービス業,建設業,6,6,H1,0.33721,1.8404,119,0.06571,1
下游股价,サービス業,建設業,6,6,H2,0.07136,0.58409,114,0.55916,1
下游股价,サービス業,情報・通信業,1,1,H1,-0.00184,-0.0236,119,0.98117,1
下游股价,サービス業,情報・通信業,1,1,H2,0.08104,0.66103,119,0.50859,1
下游股价,サービス業,情報・通信業,1,3,H1,0.16533,1.09523,119,0.27341,1
下游股价,サービス業,情報・通信業,1,3,H2,0.10563,0.48885,117,0.62495,1
下游股价,サービス業,情報・通信業,1,6,H1,0.22868,0.96897,119,0.33256,1
下游股价,サービス業,情報・通信業,1,6,H2,0.12662,0.32739,114,0.74338,1
下游股价,サービス業,情報・通信業,3,1,H1,0.04281,1.04589,119,0.29561,1
下游股价,サービス業,情報・通信業,3,1,H2,0.05552,0.87762,119,0.38015,1
下游股价,サービス業,情報・通信業,3,3,H1,0.11582,1.1237,119,0.26114,1
下游股价,サービス業,情報・通信業,3,3,H2,0.0808,0.42793,117,0.6687,1
下游股价,サービス業,情報・通信業,3,6,H1,0.08285,0.47316,119,0.6361,1
下游股价,サービス業,情報・通信業,3,6,H2,0.14498,0.42423,114,0.6714,1
下游股价,サービス業,情報・通信業,6,1,H1,0.04004,1.08231,119,0.27912,1
下游股价,サービス業,情報・通信業,6,1,H2,0.01925,0.41548,119,0.67779,1
下游股价,サービス業,情報・通信業,6,3,H1,0.05701,0.62193,119,0.53398,1
下游股价,サービス業,情報・通信業,6,3,H2,0.05131,0.38457,117,0.70055,1
下游股价,サービス業,情報・通信業,6,6,H1,-0.01589,-0.11306,119,0.90998,1
下游股价,サービス業,情報・通信業,6,6,H2,0.19851,0.84118,114,0.40025,1
下游股价,卸売業,情報・通信業,1,1,H1,0.21128,1.60501,119,0.10849,1
下游股价,卸売業,情報・通信業,1,1,H2,0.06462,0.25382,119,0.79964,1
下游股价,卸売業,情報・通信業,1,3,H1,0.08652,0.34716,119,0.72847,1
下游股价,卸売業,情報・通信業,1,3,H2,-0.08451,-0.20336,117,0.83885,1
下游股价,卸売業,情報・通信業,1,6,H1,0.06386,0.19789,119,0.84313,1
下游股价,卸売業,情報・通信業,1,6,H2,-0.27455,-0.44694,114,0.65492,1
下游股价,卸売業,情報・通信業,3,1,H1,0.00932,0.14599,119,0.88393,1
下游股价,卸売業,情報・通信業,3,1,H2,0.0922,0.67241,119,0.50132,1
下游股价,卸売業,情報・通信業,3,3,H1,-0.00041,-0.00247,119,0.99803,1
下游股价,卸売業,情報・通信業,3,3,H2,0.03471,0.09872,117,0.92136,1
下游股价,卸売業,情報・通信業,3,6,H1,0.08208,0.3447,119,0.73032,1
下游股价,卸売業,情報・通信業,3,6,H2,-0.02603,-0.046,114,0.96331,1
下游股价,卸売業,情報・通信業,6,1,H1,0.01317,0.26227,119,0.79311,1
下游股价,卸売業,情報・通信業,6,1,H2,-0.0442,-0.4964,119,0.61961,1
下游股价,卸売業,情報・通信業,6,3,H1,0.05274,0.44453,119,0.65666,1
下游股价,卸売業,情報・通信業,6,3,H2,-0.07,-0.30844,117,0.75775,1
下游股价,卸売業,情報・通信業,6,6,H1,0.17027,0.87561,119,0.38124,1
下游股价,卸売業,情報・通信業,6,6,H2,-0.27148,-0.66253,114,0.50763,1
下游股价,小売業,情報・通信業,1,1,H1,-0.00922,-0.10802,119,0.91398,1
下游股价,小売業,情報・通信業,1,1,H2,0.30562,2.22708,119,0.02594,1
下游股价,小売業,情報・通信業,1,3,H1,0.26392,1.99782,119,0.04574,1
下游股价,小売業,情報・通信業,1,3,H2,0.50502,1.86402,117,0.06232,1
下游股价,小売業,情報・通信業,1,6,H1,0.25856,1.25509,119,0.20945,1
下游股价,小売業,情報・通信業,1,6,H2,0.84438,1.94337,114,0.05197,1
下游股价,小売業,情報・通信業,3,1,H1,0.05492,1.58839,119,0.1122,1
下游股价,小売業,情報・通信業,3,1,H2,0.28645,3.02609,119,0.00248,1
下游股价,小売業,情報・通信業,3,3,H1,0.14046,1.64438,119,0.1001,1
下游股价,小売業,情報・通信業,3,3,H2,0.66737,3.07985,117,0.00207,1
下游股价,小売業,情報・通信業,3,6,H1,0.0743,0.48026,119,0.63104,1
下游股价,小売業,情報・通信業,3,6,H2,0.78855,2.17745,114,0.02945,1
下游股价,小売業,情報・通信業,6,1,H1,0.0262,0.91082,119,0.36239,1
下游股价,小売業,情報・通信業,6,1,H2,0.17111,2.67261,119,0.00753,1
下游股价,小売業,情報・通信業,6,3,H1,0.04381,0.55281,119,0.58039,1
下游股价,小売業,情報・通信業,6,3,H2,0.34717,2.32305,117,0.02018,1
下游股价,小売業,情報・通信業,6,6,H1,0.01122,0.07479,119,0.94038,1
下游股价,小売業,情報・通信業,6,6,H2,0.31958,1.20126,114,0.22965,1
下游股价,サービス業,機械,1,1,H1,-0.19198,-1.69746,119,0.08961,1
下游股价,サービス業,機械,1,1,H2,0.00858,0.09037,119,0.92799,1
下游股价,サービス業,機械,1,3,H1,-0.34213,-1.90488,119,0.0568,1
下游股价,サービス業,機械,1,3,H2,0.01491,0.12057,117,0.90403,1
下游股价,サービス業,機械,1,6,H1,-0.02213,-0.09053,119,0.92787,1
下游股价,サービス業,機械,1,6,H2,-0.00704,-0.03656,114,0.97083,1
下游股价,サービス業,機械,3,1,H1,-0.10534,-1.88273,119,0.05974,1
下游股价,サービス業,機械,3,1,H2,-0.01285,-0.34956,119,0.72667,1
下游股价,サービス業,機械,3,3,H1,-0.12996,-1.13581,119,0.25604,1
下游股价,サービス業,機械,3,3,H2,-0.05913,-0.59597,117,0.5512,1
下游股价,サービス業,機械,3,6,H1,0.17057,0.96125,119,0.33642,1
下游股价,サービス業,機械,3,6,H2,-0.07919,-0.43211,114,0.66566,1
下游股价,サービス業,機械,6,1,H1,-0.00668,-0.19229,119,0.84752,1
下游股价,サービス業,機械,6,1,H2,-0.00514,-0.17977,119,0.85733,1
下游股价,サービス業,機械,6,3,H1,0.08616,0.88934,119,0.37382,1
下游股价,サービス業,機械,6,3,H2,-0.03583,-0.45623,117,0.64823,1
下游股价,サービス業,機械,6,6,H1,0.27741,1.48637,119,0.13718,1
下游股价,サービス業,機械,6,6,H2,-0.16287,-1.34038,114,0.18012,1
下游股价,建設業,機械,1,1,H1,-0.04172,-0.7243,119,0.46888,1
下游股价,建設業,機械,1,1,H2,0.02191,0.1994,119,0.84195,1
下游股价,建設業,機械,1,3,H1,-0.0873,-0.59215,119,0.55375,1
下游股价,建設業,機械,1,3,H2,0.1796,1.0615,117,0.28846,1
下游股价,建設業,機械,1,6,H1,-0.18881,-0.7868,119,0.4314,1
下游股价,建設業,機械,1,6,H2,0.40388,1.50896,114,0.13131,1
下游股价,建設業,機械,3,1,H1,-0.02937,-0.63837,119,0.52323,1
下游股价,建設業,機械,3,1,H2,0.07581,1.36844,119,0.17117,1
下游股价,建設業,機械,3,3,H1,-0.04154,-0.3167,119,0.75147,1
下游股价,建設業,機械,3,3,H2,0.21609,1.48066,117,0.1387,1
下游股价,建設業,機械,3,6,H1,-0.20602,-1.07839,119,0.28086,1
下游股价,建設業,機械,3,6,H2,0.27696,1.03833,114,0.29912,1
下游股价,建設業,機械,6,1,H1,-0.0489,-1.11139,119,0.2664,1
下游股价,建設業,機械,6,1,H2,0.07848,1.66221,119,0.09647,1
下游股价,建設業,機械,6,3,H1,-0.11537,-1.11907,119,0.26311,1
下游股价,建設業,機械,6,3,H2,0.16152,1.30665,117,0.19133,1
下游股价,建設業,機械,6,6,H1,-0.18788,-1.47117,119,0.14125,1
下游股价,建設業,機械,6,6,H2,0.32933,1.82712,114,0.06768,1
下游股价,輸送用機器,機械,1,1,H1,0.1224,2.12058,119,0.03396,1
下游股价,輸送用機器,機械,1,1,H2,-0.08583,-1.0782,119,0.28094,1
下游股价,輸送用機器,機械,1,3,H1,0.12149,1.00733,119,0.31378,1
下游股价,輸送用機器,機械,1,3,H2,-0.06914,-0.66018,117,0.50914,1
下游股价,輸送用機器,機械,1,6,H1,0.05215,0.36622,119,0.7142,1
下游股价,輸送用機器,機械,1,6,H2,-0.16378,-1.38731,114,0.16535,1
下游股价,輸送用機器,機械,3,1,H1,0.0315,1.02704,119,0.3044,1
下游股价,輸送用機器,機械,3,1,H2,-0.0015,-0.04439,119,0.9646,1
下游股价,輸送用機器,機械,3,3,H1,-0.02297,-0.33804,119,0.73533,1
下游股价,輸送用機器,機械,3,3,H2,-0.0244,-0.31794,117,0.75053,1
下游股价,輸送用機器,機械,3,6,H1,-0.04831,-0.45165,119,0.65152,1
下游股价,輸送用機器,機械,3,6,H2,-0.09409,-0.8498,114,0.39544,1
下游股价,輸送用機器,機械,6,1,H1,0.00393,0.15053,119,0.88035,1
下游股价,輸送用機器,機械,6,1,H2,-0.01004,-0.37966,119,0.7042,1
下游股价,輸送用機器,機械,6,3,H1,-0.02137,-0.34889,119,0.72717,1
下游股价,輸送用機器,機械,6,3,H2,-0.03968,-0.72412,117,0.46899,1
下游股价,輸送用機器,機械,6,6,H1,-0.0422,-0.49897,119,0.6178,1
下游股价,輸送用機器,機械,6,6,H2,-0.04399,-0.42038,114,0.67421,1
下游股价,電気機器,機械,1,1,H1,0.11873,1.0996,119,0.2715,1
下游股价,電気機器,機械,1,1,H2,-0.0322,-0.4544,119,0.64954,1
下游股价,電気機器,機械,1,3,H1,0.23961,1.38186,119,0.16702,1
下游股价,電気機器,機械,1,3,H2,-0.09415,-0.74316,117,0.45739,1
下游股价,電気機器,機械,1,6,H1,0.03582,0.19279,119,0.84712,1
下游股价,電気機器,機械,1,6,H2,-0.14588,-1.00678,114,0.31404,1
下游股价,電気機器,機械,3,1,H1,0.06842,1.34249,119,0.17944,1
下游股价,電気機器,機械,3,1,H2,-0.01874,-0.42391,119,0.67163,1
下游股价,電気機器,機械,3,3,H1,-0.03231,-0.42046,119,0.67415,1
下游股价,電気機器,機械,3,3,H2,-0.01206,-0.12788,117,0.89824,1
下游股价,電気機器,機械,3,6,H1,-0.18748,-1.45828,119,0.14476,1
下游股价,電気機器,機械,3,6,H2,-0.08008,-0.47721,114,0.63321,1
下游股价,電気機器,機械,6,1,H1,-0.00788,-0.26547,119,0.79065,1
下游股价,電気機器,機械,6,1,H2,-0.04205,-1.32678,119,0.18458,1
下游股价,電気機器,機械,6,3,H1,-0.0953,-1.3872,119,0.16538,1
下游股价,電気機器,機械,6,3,H2,-0.06835,-0.86551,117,0.38676,1
下游股价,電気機器,機械,6,6,H1,-0.15181,-1.27781,119,0.20132,1
下游股价,電気機器,機械,6,6,H2,-0.26267,-2.36093,114,0.01823,1
下游股价,食料品,水産・農林業,1,1,H1,0.19286,1.57423,119,0.11543,1
下游股价,食料品,水産・農林業,1,1,H2,-0.17203,-1.83295,119,0.06681,1
下游股价,食料品,水産・農林業,1,3,H1,0.19765,0.81729,119,0.41376,1
下游股价,食料品,水産・農林業,1,3,H2,-0.23447,-1.68463,117,0.09206,1
下游股价,食料品,水産・農林業,1,6,H1,0.20013,0.65129,119,0.51486,1
下游股价,食料品,水産・農林業,1,6,H2,-0.31113,-2.41717,114,0.01564,1
下游股价,食料品,水産・農林業,3,1,H1,0.0649,1.0176,119,0.30887,1
下游股价,食料品,水産・農林業,3,1,H2,-0.12335,-2.33187,119,0.01971,1
下游股价,食料品,水産・農林業,3,3,H1,0.1457,1.11557,119,0.26461,1
下游股价,食料品,水産・農林業,3,3,H2,-0.31386,-2.74641,117,0.00603,1
下游股价,食料品,水産・農林業,3,6,H1,-0.02215,-0.12673,119,0.89915,1
下游股价,食料品,水産・農林業,3,6,H2,-0.3141,-3.31174,114,0.00093,1
下游股价,食料品,水産・農林業,6,1,H1,0.02147,0.53005,119,0.59607,1
下游股价,食料品,水産・農林業,6,1,H2,-0.11682,-3.13333,119,0.00173,1
下游股价,食料品,水産・農林業,6,3,H1,-0.00673,-0.07489,119,0.9403,1
下游股价,食料品,水産・農林業,6,3,H2,-0.23321,-3.50748,117,0.00045,1
下游股价,食料品,水産・農林業,6,6,H1,-0.11704,-0.96799,119,0.33305,1
下游股价,食料品,水産・農林業,6,6,H2,-0.32257,-2.41414,114,0.01577,1
下游股价,サービス業,水産・農林業,1,1,H1,0.44535,3.17167,119,0.00152,1
下游股价,サービス業,水産・農林業,1,1,H2,-0.14892,-1.42737,119,0.15347,1
下游股价,サービス業,水産・農林業,1,3,H1,0.35615,1.20775,119,0.22715,1
下游股价,サービス業,水産・農林業,1,3,H2,-0.19231,-0.96333,117,0.33538,1
下游股价,サービス業,水産・農林業,1,6,H1,0.48413,1.06936,119,0.28491,1
下游股价,サービス業,水産・農林業,1,6,H2,-0.12198,-0.41891,114,0.67528,1
下游股价,サービス業,水産・農林業,3,1,H1,0.12249,1.39729,119,0.16233,1
下游股价,サービス業,水産・農林業,3,1,H2,-0.07531,-1.27939,119,0.20076,1
下游股价,サービス業,水産・農林業,3,3,H1,0.27427,1.27029,119,0.20398,1
下游股价,サービス業,水産・農林業,3,3,H2,-0.04156,-0.27847,117,0.78065,1
下游股价,サービス業,水産・農林業,3,6,H1,0.00198,0.00584,119,0.99534,1
下游股价,サービス業,水産・農林業,3,6,H2,-0.05604,-0.23138,114,0.81702,1
下游股价,サービス業,水産・農林業,6,1,H1,0.04926,0.67901,119,0.49713,1
下游股价,サービス業,水産・農林業,6,1,H2,-0.02802,-0.77993,119,0.43543,1
下游股价,サービス業,水産・農林業,6,3,H1,-0.01495,-0.08615,119,0.93135,1
下游股价,サービス業,水産・農林業,6,3,H2,-0.00692,-0.06276,117,0.94996,1
下游股价,サービス業,水産・農林業,6,6,H1,-0.2511,-1.03264,119,0.30177,1
下游股价,サービス業,水産・農林業,6,6,H2,0.14052,0.73262,114,0.46379,1
下游股价,建設業,海運業,1,1,H1,0.05399,0.3386,119,0.73491,1
下游股价,建設業,海運業,1,1,H2,0.56154,1.77485,119,0.07592,1
下游股价,建設業,海運業,1,3,H1,0.16068,0.60697,119,0.54387,1
下游股价,建設業,海運業,1,3,H2,-0.01567,-0.03636,117,0.97099,1
下游股价,建設業,海運業,1,6,H1,-0.40275,-0.8285,119,0.40739,1
下游股价,建設業,海運業,1,6,H2,-0.04259,-0.05485,114,0.95625,1
下游股价,建設業,海運業,3,1,H1,0.05395,0.62721,119,0.53052,1
下游股价,建設業,海運業,3,1,H2,-0.0858,-0.56267,119,0.57366,1
下游股价,建設業,海運業,3,3,H1,-0.05634,-0.24805,119,0.80409,1
下游股价,建設業,海運業,3,3,H2,-0.34989,-0.91793,117,0.35865,1
下游股价,建設業,海運業,3,6,H1,-0.59087,-1.72558,119,0.08442,1
下游股价,建設業,海運業,3,6,H2,-0.61312,-0.76501,114,0.44427,1
下游股价,建設業,海運業,6,1,H1,-0.07662,-1.0672,119,0.28588,1
下游股价,建設業,海運業,6,1,H2,-0.08042,-0.68298,119,0.49462,1
下游股价,建設業,海運業,6,3,H1,-0.3603,-1.98578,119,0.04706,1
下游股价,建設業,海運業,6,3,H2,-0.34289,-0.95918,117,0.33747,1
下游股价,建設業,海運業,6,6,H1,-0.91863,-3.80377,119,0.00014,1
下游股价,建設業,海運業,6,6,H2,-0.6274,-0.77761,114,0.4368,1
下游股价,サービス業,海運業,1,1,H1,-0.29738,-1.19808,119,0.23089,1
下游股价,サービス業,海運業,1,1,H2,-0.0564,-0.21189,119,0.8322,1
下游股价,サービス業,海運業,1,3,H1,-0.85575,-1.72339,119,0.08482,1
下游股价,サービス業,海運業,1,3,H2,-0.4302,-1.23264,117,0.21771,1
下游股价,サービス業,海運業,1,6,H1,-0.66263,-0.89322,119,0.37174,1
下游股价,サービス業,海運業,1,6,H2,-0.18866,-0.34638,114,0.72905,1
下游股价,サービス業,海運業,3,1,H1,-0.2575,-1.95083,119,0.05108,1
下游股价,サービス業,海運業,3,1,H2,-0.07618,-0.64193,119,0.52092,1
下游股价,サービス業,海運業,3,3,H1,-0.60191,-1.48748,119,0.13689,1
下游股价,サービス業,海運業,3,3,H2,0.00127,0.00491,117,0.99608,1
下游股价,サービス業,海運業,3,6,H1,-0.03346,-0.05521,119,0.95597,1
下游股价,サービス業,海運業,3,6,H2,0.02288,0.04691,114,0.96259,1
下游股价,サービス業,海運業,6,1,H1,-0.12667,-0.90376,119,0.36612,1
下游股价,サービス業,海運業,6,1,H2,-0.00501,-0.0747,119,0.94046,1
下游股价,サービス業,海運業,6,3,H1,-0.04978,-0.13356,119,0.89375,1
下游股价,サービス業,海運業,6,3,H2,0.03962,0.18328,117,0.85458,1
下游股价,サービス業,海運業,6,6,H1,0.20138,0.37751,119,0.7058,1
下游股价,サービス業,海運業,6,6,H2,0.07522,0.1601,114,0.87281,1
下游股价,卸売業,海運業,1,1,H1,-0.8236,-2.13771,119,0.03254,1
下游股价,卸売業,海運業,1,1,H2,0.28444,0.4834,119,0.62882,1
下游股价,卸売業,海運業,1,3,H1,-1.20305,-1.42547,119,0.15402,1
下游股价,卸売業,海運業,1,3,H2,-0.1452,-0.19172,117,0.84796,1
下游股价,卸売業,海運業,1,6,H1,-2.10867,-2.05554,119,0.03983,1
下游股价,卸売業,海運業,1,6,H2,-0.21473,-0.1734,114,0.86234,1
下游股价,卸売業,海運業,3,1,H1,-0.42102,-1.81269,119,0.06988,1
下游股价,卸売業,海運業,3,1,H2,-0.01354,-0.05082,119,0.95947,1
下游股价,卸売業,海運業,3,3,H1,-1.20489,-2.19126,119,0.02843,1
下游股价,卸売業,海運業,3,3,H2,-0.2301,-0.33324,117,0.73895,1
下游股价,卸売業,海運業,3,6,H1,-1.43463,-1.96909,119,0.04894,1
下游股价,卸売業,海運業,3,6,H2,-0.30828,-0.22554,114,0.82156,1
下游股价,卸売業,海運業,6,1,H1,-0.346,-2.74814,119,0.00599,1
下游股价,卸売業,海運業,6,1,H2,-0.14446,-0.7227,119,0.46987,1
下游股价,卸売業,海運業,6,3,H1,-0.72384,-2.63328,119,0.00846,1
下游股价,卸売業,海運業,6,3,H2,-0.27537,-0.47249,117,0.63658,1
下游股价,卸売業,海運業,6,6,H1,-1.1612,-2.20385,119,0.02753,1
下游股价,卸売業,海運業,6,6,H2,-0.56124,-0.47212,114,0.63684,1
下游股价,小売業,海運業,1,1,H1,-0.34178,-1.58263,119,0.11351,1
下游股价,小売業,海運業,1,1,H2,0.26564,0.98562,119,0.32432,1
下游股价,小売業,海運業,1,3,H1,-1.14221,-2.53344,119,0.01129,1
下游股价,小売業,海運業,1,3,H2,-0.49866,-1.31902,117,0.18716,1
下游股价,小売業,海運業,1,6,H1,-1.00454,-1.37865,119,0.168,1
下游股价,小売業,海運業,1,6,H2,-0.19582,-0.37072,114,0.71084,1
下游股价,小売業,海運業,3,1,H1,-0.21518,-1.72206,119,0.08506,1
下游股价,小売業,海運業,3,1,H2,-0.14534,-1.06647,119,0.28621,1
下游股价,小売業,海運業,3,3,H1,-0.45955,-1.45554,119,0.14552,1
下游股价,小売業,海運業,3,3,H2,-0.73915,-1.99855,117,0.04566,1
下游股价,小売業,海運業,3,6,H1,-0.30092,-0.53318,119,0.59391,1
下游股价,小売業,海運業,3,6,H2,-0.83594,-1.37619,114,0.16876,1
下游股价,小売業,海運業,6,1,H1,-0.08879,-0.98659,119,0.32384,1
下游股价,小売業,海運業,6,1,H2,-0.06527,-0.63442,119,0.52581,1
下游股价,小売業,海運業,6,3,H1,-0.14427,-0.54959,119,0.5826,1
下游股价,小売業,海運業,6,3,H2,-0.41678,-1.47866,117,0.13923,1
下游股价,小売業,海運業,6,6,H1,-0.28766,-0.63011,119,0.52862,1
下游股价,小売業,海運業,6,6,H2,-0.44581,-0.68502,114,0.49333,1
下游股价,食料品,海運業,1,1,H1,-0.16945,-1.02256,119,0.30652,1
下游股价,食料品,海運業,1,1,H2,0.16082,0.7865,119,0.43158,1
下游股价,食料品,海運業,1,3,H1,-0.42547,-1.02627,119,0.30476,1
下游股价,食料品,海運業,1,3,H2,-0.36613,-1.19176,117,0.23336,1
下游股价,食料品,海運業,1,6,H1,0.0672,0.13162,119,0.89529,1
下游股价,食料品,海運業,1,6,H2,-0.3451,-0.72041,114,0.47127,1
下游股价,食料品,海運業,3,1,H1,-0.0553,-0.56452,119,0.5724,1
下游股价,食料品,海運業,3,1,H2,-0.15044,-1.44463,119,0.14856,1
下游股价,食料品,海運業,3,3,H1,-0.1031,-0.41206,119,0.68029,1
下游股价,食料品,海運業,3,3,H2,-0.45048,-1.64934,117,0.09908,1
下游股价,食料品,海運業,3,6,H1,0.32229,1.01885,119,0.30828,1
下游股价,食料品,海運業,3,6,H2,-0.47484,-0.93424,114,0.35018,1
下游股价,食料品,海運業,6,1,H1,0.04321,0.86943,119,0.38461,1
下游股价,食料品,海運業,6,1,H2,-0.11629,-1.02184,119,0.30685,1
下游股价,食料品,海運業,6,3,H1,0.15886,1.12203,119,0.26185,1
下游股价,食料品,海運業,6,3,H2,-0.30932,-0.94377,117,0.34529,1
下游股价,食料品,海運業,6,6,H1,0.23812,1.01286,119,0.31113,1
下游股价,食料品,海運業,6,6,H2,-0.36335,-0.5489,114,0.58307,1
下游股价,情報・通信業,海運業,1,1,H1,-0.45789,-1.76842,119,0.07699,1
下游股价,情報・通信業,海運業,1,1,H2,-0.41888,-1.86099,119,0.06275,1
下游股价,情報・通信業,海運業,1,3,H1,-0.9318,-1.72361,119,0.08478,1
下游股价,情報・通信業,海運業,1,3,H2,-1.00368,-3.76011,117,0.00017,1
下游股价,情報・通信業,海運業,1,6,H1,0.05678,0.05777,119,0.95393,1
下游股价,情報・通信業,海運業,1,6,H2,-0.82862,-1.89093,114,0.05863,1
下游股价,情報・通信業,海運業,3,1,H1,-0.26216,-1.65374,119,0.09818,1
下游股价,情報・通信業,海運業,3,1,H2,-0.23145,-2.49887,119,0.01246,1
下游股价,情報・通信業,海運業,3,3,H1,-0.17045,-0.36709,119,0.71355,1
下游股价,情報・通信業,海運業,3,3,H2,-0.26449,-1.24493,117,0.21316,1
下游股价,情報・通信業,海運業,3,6,H1,0.33526,0.4573,119,0.64746,1
下游股价,情報・通信業,海運業,3,6,H2,-0.35595,-1.01711,114,0.3091,1
下游股价,情報・通信業,海運業,6,1,H1,0.00093,0.00644,119,0.99486,1
下游股价,情報・通信業,海運業,6,1,H2,-0.08254,-1.53579,119,0.12459,1
下游股价,情報・通信業,海運業,6,3,H1,0.19317,0.46465,119,0.64218,1
下游股价,情報・通信業,海運業,6,3,H2,-0.10783,-0.82765,117,0.40787,1
下游股价,情報・通信業,海運業,6,6,H1,0.13228,0.22882,119,0.81901,1
下游股价,情報・通信業,海運業,6,6,H2,-0.06488,-0.20847,114,0.83486,1
下游股价,電気・ガス業,石油・石炭製品,1,1,H1,0.01986,0.25263,119,0.80055,1
下游股价,電気・ガス業,石油・石炭製品,1,1,H2,0.09115,0.79384,119,0.42729,1
下游股价,電気・ガス業,石油・石炭製品,1,3,H1,0.28624,1.7299,119,0.08365,1
下游股价,電気・ガス業,石油・石炭製品,1,3,H2,-0.14048,-0.50736,117,0.6119,1
下游股价,電気・ガス業,石油・石炭製品,1,6,H1,0.53944,2.13208,119,0.033,1
下游股价,電気・ガス業,石油・石炭製品,1,6,H2,0.10903,0.25535,114,0.79845,1
下游股价,電気・ガス業,石油・石炭製品,3,1,H1,0.07205,1.58812,119,0.11226,1
下游股价,電気・ガス業,石油・石炭製品,3,1,H2,-0.03577,-0.50865,119,0.611,1
下游股价,電気・ガス業,石油・石炭製品,3,3,H1,0.28287,2.53313,119,0.0113,1
下游股价,電気・ガス業,石油・石炭製品,3,3,H2,0.0321,0.13133,117,0.89552,1
下游股价,電気・ガス業,石油・石炭製品,3,6,H1,0.45827,2.9949,119,0.00275,1
下游股价,電気・ガス業,石油・石炭製品,3,6,H2,-0.22631,-0.76089,114,0.44672,1
下游股价,電気・ガス業,石油・石炭製品,6,1,H1,0.06125,2.74213,119,0.0061,1
下游股价,電気・ガス業,石油・石炭製品,6,1,H2,0.01162,0.19592,119,0.84467,1
下游股价,電気・ガス業,石油・石炭製品,6,3,H1,0.20743,3.44916,119,0.00056,1
下游股价,電気・ガス業,石油・石炭製品,6,3,H2,-0.14709,-0.91496,117,0.36021,1
下游股价,電気・ガス業,石油・石炭製品,6,6,H1,0.28866,3.56558,119,0.00036,1
下游股价,電気・ガス業,石油・石炭製品,6,6,H2,-0.50513,-2.12981,114,0.03319,1
下游股价,建設業,石油・石炭製品,1,1,H1,0.01436,0.11378,119,0.90941,1
下游股价,建設業,石油・石炭製品,1,1,H2,0.25885,1.16275,119,0.24493,1
下游股价,建設業,石油・石炭製品,1,3,H1,0.39237,1.50041,119,0.13351,1
下游股价,建設業,石油・石炭製品,1,3,H2,0.31458,0.76916,117,0.4418,1
下游股价,建設業,石油・石炭製品,1,6,H1,-0.0181,-0.0433,119,0.96546,1
下游股价,建設業,石油・石炭製品,1,6,H2,0.56302,1.0672,114,0.28588,1
下游股价,建設業,石油・石炭製品,3,1,H1,0.10074,1.21496,119,0.22438,1
下游股价,建設業,石油・石炭製品,3,1,H2,0.08672,0.87788,119,0.38001,1
下游股价,建設業,石油・石炭製品,3,3,H1,0.22125,0.89244,119,0.37216,1
下游股价,建設業,石油・石炭製品,3,3,H2,0.26631,0.70119,117,0.48319,1
下游股价,建設業,石油・石炭製品,3,6,H1,0.01829,0.05944,119,0.9526,1
下游股价,建設業,石油・石炭製品,3,6,H2,0.55495,0.918,114,0.35862,1
下游股价,建設業,石油・石炭製品,6,1,H1,-0.03927,-0.60662,119,0.5441,1
下游股价,建設業,石油・石炭製品,6,1,H2,0.09307,1.02513,119,0.3053,1
下游股价,建設業,石油・石炭製品,6,3,H1,-0.03083,-0.18799,119,0.85089,1
下游股价,建設業,石油・石炭製品,6,3,H2,0.25506,0.91016,117,0.36274,1
下游股价,建設業,石油・石炭製品,6,6,H1,-0.16723,-0.65741,119,0.51092,1
下游股价,建設業,石油・石炭製品,6,6,H2,0.39542,0.85137,114,0.39456,1
下游股价,化学,石油・石炭製品,1,1,H1,0.37266,1.14057,119,0.25405,1
下游股价,化学,石油・石炭製品,1,1,H2,0.48765,1.19995,119,0.23016,1
下游股价,化学,石油・石炭製品,1,3,H1,0.44514,0.68935,119,0.4906,1
下游股价,化学,石油・石炭製品,1,3,H2,0.82275,1.08417,117,0.27829,1
下游股价,化学,石油・石炭製品,1,6,H1,2.09816,2.64053,119,0.00828,1
下游股价,化学,石油・石炭製品,1,6,H2,-0.05402,-0.04401,114,0.9649,1
下游股价,化学,石油・石炭製品,3,1,H1,0.09046,0.43005,119,0.66716,1
下游股价,化学,石油・石炭製品,3,1,H2,0.23864,0.95324,119,0.34047,1
下游股价,化学,石油・石炭製品,3,3,H1,0.13554,0.28167,119,0.7782,1
下游股价,化学,石油・石炭製品,3,3,H2,0.3958,0.60663,117,0.5441,1
下游股价,化学,石油・石炭製品,3,6,H1,1.43242,2.23622,119,0.02534,1
下游股价,化学,石油・石炭製品,3,6,H2,0.03238,0.03278,114,0.97385,1
下游股价,化学,石油・石炭製品,6,1,H1,0.22456,1.71025,119,0.08722,1
下游股价,化学,石油・石炭製品,6,1,H2,0.16678,1.03501,119,0.30067,1
下游股价,化学,石油・石炭製品,6,3,H1,0.49828,1.59164,119,0.11147,1
下游股价,化学,石油・石炭製品,6,3,H2,0.11684,0.23054,117,0.81767,1
下游股价,化学,石油・石炭製品,6,6,H1,0.95309,2.46027,119,0.01388,1
下游股价,化学,石油・石炭製品,6,6,H2,-0.16031,-0.19488,114,0.84549,1
下游股价,医薬品,石油・石炭製品,1,1,H1,-0.18779,-1.38073,119,0.16736,1
下游股价,医薬品,石油・石炭製品,1,1,H2,0.09988,0.84031,119,0.40073,1
