detector,kind,params,US_tr_n_days,US_tr_acc,US_tr_bull_recall,US_tr_bear_recall,US_tr_bal_acc,US_tr_switches_per_yr,US_tr_bear_phases,US_tr_bear_lag_med,US_tr_bear_lag_mean,US_tr_bull_lag_med,US_tr_missed_bears,US_tr_false_alarms,US_tr_bh_cagr,US_tr_bh_dd,US_tr_bh_calmar,US_tr_sw_cagr,US_tr_sw_dd,US_tr_sw_calmar,US_tr_inv_cagr,US_tr_inv_dd,US_tr_inv_calmar,US_te_n_days,US_te_acc,US_te_bull_recall,US_te_bear_recall,US_te_bal_acc,US_te_switches_per_yr,US_te_bear_phases,US_te_bear_lag_med,US_te_bear_lag_mean,US_te_bull_lag_med,US_te_missed_bears,US_te_false_alarms,US_te_bh_cagr,US_te_bh_dd,US_te_bh_calmar,US_te_sw_cagr,US_te_sw_dd,US_te_sw_calmar,US_te_inv_cagr,US_te_inv_dd,US_te_inv_calmar,JP_tr_n_days,JP_tr_acc,JP_tr_bull_recall,JP_tr_bear_recall,JP_tr_bal_acc,JP_tr_switches_per_yr,JP_tr_bear_phases,JP_tr_bear_lag_med,JP_tr_bear_lag_mean,JP_tr_bull_lag_med,JP_tr_missed_bears,JP_tr_false_alarms,JP_tr_bh_cagr,JP_tr_bh_dd,JP_tr_bh_calmar,JP_tr_sw_cagr,JP_tr_sw_dd,JP_tr_sw_calmar,JP_tr_inv_cagr,JP_tr_inv_dd,JP_tr_inv_calmar,JP_te_n_days,JP_te_acc,JP_te_bull_recall,JP_te_bear_recall,JP_te_bal_acc,JP_te_switches_per_yr,JP_te_bear_phases,JP_te_bear_lag_med,JP_te_bear_lag_mean,JP_te_bull_lag_med,JP_te_missed_bears,JP_te_false_alarms,JP_te_bh_cagr,JP_te_bh_dd,JP_te_bh_calmar,JP_te_sw_cagr,JP_te_sw_dd,JP_te_sw_calmar,JP_te_inv_cagr,JP_te_inv_dd,JP_te_inv_calmar,eligible,obj,sw_mean
"dd_rally(x=0.07,y=0.1)",dd_rally,"{""x"": 0.07, ""y"": 0.1}",13841,0.7261,0.7172,0.7678,0.7425,2.073,9,22.0,28.1,7.0,0,39,7.77,-49.15,0.158,5.32,-37.15,0.143,1.74,-59.91,0.029,5212,0.7753,0.7762,0.768,0.7721,3.185,4,8.5,10.5,1.5,0,24,9.18,-56.78,0.162,3.96,-38.58,0.103,-3.09,-63.17,-0.049,9860,0.7316,0.7536,0.6777,0.7156,3.251,14,16.5,24.4,7.5,0,33,6.27,-80.45,0.078,4.41,-58.36,0.076,0.61,-78.48,0.008,5069,0.6212,0.6201,0.6253,0.6227,4.488,11,14.0,15.2,10.0,0,25,7.0,-61.37,0.114,3.23,-38.5,0.084,-3.39,-73.18,-0.046,False,0.72905,2.662
"dd_rally(x=0.07,y=0.12)",dd_rally,"{""x"": 0.07, ""y"": 0.12}",13841,0.6987,0.6713,0.8276,0.7495,1.873,9,22.0,28.1,12.0,0,37,7.77,-49.15,0.158,4.51,-41.1,0.11,0.02,-69.47,0.0,5212,0.7364,0.7207,0.8711,0.7959,2.751,4,4.0,5.0,3.5,0,22,9.18,-56.78,0.162,3.58,-31.5,0.114,-4.07,-66.58,-0.061,9860,0.719,0.6957,0.7762,0.7359,2.551,14,15.5,22.3,17.0,0,28,6.27,-80.45,0.078,5.52,-48.46,0.114,2.39,-70.59,0.034,5069,0.5565,0.5253,0.6729,0.5991,3.909,11,14.0,15.2,12.0,0,24,7.0,-61.37,0.114,2.59,-28.9,0.09,-5.05,-77.19,-0.065,False,0.7427,2.212
"dd_rally(x=0.07,y=0.15)",dd_rally,"{""x"": 0.07, ""y"": 0.15}",13841,0.6413,0.5879,0.8924,0.7402,1.473,9,20.0,23.4,31.0,0,30,7.77,-49.15,0.158,4.63,-28.02,0.165,-0.01,-68.99,-0.0,5212,0.6333,0.5969,0.9466,0.7718,2.172,4,1.5,3.8,4.0,0,17,9.18,-56.78,0.162,3.15,-25.35,0.124,-5.24,-73.88,-0.071,9860,0.6814,0.6221,0.8274,0.7247,2.051,14,10.5,17.9,27.5,0,21,6.27,-80.45,0.078,4.93,-51.15,0.096,0.96,-72.89,0.013,5069,0.5068,0.4284,0.7987,0.6136,3.137,11,1.0,9.5,17.0,0,17,7.0,-61.37,0.114,1.67,-35.72,0.047,-7.27,-88.73,-0.082,False,0.73245,1.762
"dd_rally(x=0.07,y=0.2)",dd_rally,"{""x"": 0.07, ""y"": 0.2}",13841,0.5662,0.4943,0.9047,0.6995,1.291,9,20.0,25.7,63.0,0,27,7.77,-49.15,0.158,2.58,-35.41,0.073,-4.08,-94.78,-0.043,5212,0.5416,0.4926,0.9632,0.7279,1.496,4,4.0,5.0,10.5,0,12,9.18,-56.78,0.162,3.78,-20.8,0.182,-4.53,-69.23,-0.065,9860,0.63,0.5149,0.913,0.714,1.45,14,10.5,17.7,54.0,0,15,6.27,-80.45,0.078,4.87,-38.72,0.126,0.36,-67.2,0.005,5069,0.4642,0.3446,0.9096,0.6271,1.979,11,0.0,8.8,38.0,0,10,7.0,-61.37,0.114,3.23,-30.2,0.107,-4.98,-77.86,-0.064,False,0.70675,1.3704999999999998
"dd_rally(x=0.1,y=0.07)",dd_rally,"{""x"": 0.1, ""y"": 0.07}",13841,0.8111,0.9092,0.3493,0.6292,1.709,9,76.0,83.9,4.0,0,23,7.77,-49.15,0.158,6.53,-43.88,0.149,4.72,-54.52,0.087,5212,0.9056,0.9604,0.4346,0.6975,2.22,4,20.0,19.5,1.5,0,8,9.18,-56.78,0.162,6.97,-58.58,0.119,3.68,-68.34,0.054,9860,0.783,0.9349,0.4093,0.6721,2.801,14,29.0,36.1,2.5,0,15,6.27,-80.45,0.078,5.17,-72.24,0.072,3.05,-73.65,0.041,5069,0.7964,0.9137,0.3597,0.6367,3.571,11,21.0,22.3,2.0,0,13,7.0,-61.37,0.114,5.03,-59.4,0.085,1.46,-68.97,0.021,False,0.65065,2.255
"dd_rally(x=0.1,y=0.1)",dd_rally,"{""x"": 0.1, ""y"": 0.1}",13841,0.8056,0.8641,0.5299,0.697,1.418,9,76.0,83.9,7.0,0,21,7.77,-49.15,0.158,6.42,-36.7,0.175,4.27,-46.25,0.092,5212,0.8876,0.9148,0.6538,0.7843,1.641,4,20.0,19.5,1.5,0,8,9.18,-56.78,0.162,9.15,-34.05,0.269,7.35,-37.18,0.198,9860,0.7904,0.8837,0.5609,0.7223,2.251,14,29.0,36.1,7.5,0,15,6.27,-80.45,0.078,5.61,-49.62,0.113,3.4,-56.02,0.061,5069,0.7398,0.8086,0.4837,0.6461,3.089,11,21.0,22.3,10.0,0,12,7.0,-61.37,0.114,4.49,-52.2,0.086,-0.21,-68.82,-0.003,False,0.70965,1.8344999999999998
"dd_rally(x=0.1,y=0.12)",dd_rally,"{""x"": 0.1, ""y"": 0.12}",13841,0.7914,0.832,0.6004,0.7162,1.273,9,76.0,83.9,12.0,0,20,7.77,-49.15,0.158,6.18,-38.67,0.16,3.67,-51.84,0.071,5212,0.8741,0.8903,0.7348,0.8126,1.448,4,20.0,19.5,3.5,0,8,9.18,-56.78,0.162,8.86,-28.96,0.306,6.56,-38.82,0.169,9860,0.7795,0.8211,0.6773,0.7492,1.851,14,29.0,36.1,17.0,0,14,6.27,-80.45,0.078,6.51,-45.27,0.144,4.78,-59.5,0.08,5069,0.695,0.7372,0.5377,0.6375,2.799,11,21.0,22.3,12.0,0,12,7.0,-61.37,0.114,4.34,-40.24,0.108,-0.92,-62.2,-0.015,False,0.7326999999999999,1.5619999999999998
"dd_rally(x=0.1,y=0.15)",dd_rally,"{""x"": 0.1, ""y"": 0.15}",13841,0.7541,0.7743,0.659,0.7166,1.055,9,76.0,83.9,31.0,0,18,7.77,-49.15,0.158,6.12,-38.55,0.159,3.32,-59.4,0.056,5212,0.834,0.837,0.8085,0.8227,1.158,4,20.0,19.5,4.0,0,6,9.18,-56.78,0.162,8.76,-27.96,0.313,6.11,-39.82,0.153,9860,0.7297,0.7336,0.7201,0.7269,1.601,14,29.0,36.1,27.5,0,12,6.27,-80.45,0.078,5.69,-43.69,0.13,2.84,-48.38,0.059,5069,0.64,0.6489,0.6067,0.6278,2.558,11,21.0,22.3,17.0,0,11,7.0,-61.37,0.114,2.38,-51.42,0.046,-5.01,-86.62,-0.058,False,0.72175,1.3279999999999998
"dd_rally(x=0.1,y=0.2)",dd_rally,"{""x"": 0.1, ""y"": 0.2}",13841,0.7012,0.7038,0.6887,0.6962,0.946,9,76.0,83.9,63.0,0,17,7.77,-49.15,0.158,4.57,-42.92,0.107,0.13,-71.54,0.002,5212,0.7611,0.7501,0.8564,0.8032,0.965,4,20.0,19.5,10.5,0,6,9.18,-56.78,0.162,7.78,-24.15,0.322,3.73,-39.41,0.095,9860,0.7006,0.6504,0.8239,0.7372,1.2,14,29.0,35.9,54.0,0,10,6.27,-80.45,0.078,5.49,-32.77,0.168,2.0,-50.08,0.04,5069,0.5684,0.51,0.7856,0.6478,1.689,11,21.0,20.9,38.0,0,7,7.0,-61.37,0.114,3.95,-43.9,0.09,-2.95,-71.44,-0.041,False,0.7167,1.073
"dd_rally(x=0.12,y=0.07)",dd_rally,"{""x"": 0.12, ""y"": 0.07}",13841,0.8228,0.952,0.2148,0.5834,1.237,9,118.0,116.6,4.0,0,14,7.77,-49.15,0.158,7.11,-48.19,0.148,6.04,-53.94,0.112,5212,0.9104,0.9762,0.3444,0.6603,1.834,4,25.0,30.5,1.5,0,6,9.18,-56.78,0.162,6.65,-57.29,0.116,3.26,-65.94,0.049,9860,0.7852,0.9672,0.3378,0.6525,2.401,14,34.5,49.8,2.5,0,12,6.27,-80.45,0.078,4.16,-80.85,0.051,1.24,-86.75,0.014,5069,0.7992,0.9457,0.2535,0.5996,2.896,11,26.0,26.5,2.0,0,8,7.0,-61.37,0.114,3.94,-69.09,0.057,-0.29,-80.94,-0.004,False,0.61795,1.819
"dd_rally(x=0.12,y=0.1)",dd_rally,"{""x"": 0.12, ""y"": 0.1}",13841,0.8307,0.9262,0.3814,0.6538,1.091,9,118.0,116.6,7.0,0,14,7.77,-49.15,0.158,6.82,-39.0,0.175,5.27,-61.61,0.086,5212,0.9102,0.9542,0.5322,0.7432,1.448,4,25.0,30.5,1.5,0,6,9.18,-56.78,0.162,8.55,-42.16,0.203,6.42,-46.31,0.139,9860,0.7908,0.9251,0.4605,0.6928,2.051,14,34.5,49.8,7.5,0,12,6.27,-80.45,0.078,4.31,-68.45,0.063,1.1,-78.69,0.014,5069,0.7808,0.8769,0.4231,0.65,2.606,11,26.0,26.5,10.0,0,8,7.0,-61.37,0.114,3.4,-60.12,0.057,-1.87,-75.5,-0.025,False,0.6733,1.5710000000000002
"dd_rally(x=0.12,y=0.12)",dd_rally,"{""x"": 0.12, ""y"": 0.12}",13841,0.82,0.8966,0.4594,0.678,0.982,9,118.0,116.6,12.0,0,14,7.77,-49.15,0.158,6.8,-39.18,0.174,5.11,-50.91,0.1,5212,0.9054,0.9377,0.628,0.7828,1.255,4,25.0,30.5,3.5,0,6,9.18,-56.78,0.162,8.75,-36.27,0.241,6.56,-40.56,0.162,9860,0.788,0.8667,0.5945,0.7306,1.751,14,34.5,49.8,17.0,0,12,6.27,-80.45,0.078,5.04,-58.17,0.087,2.13,-69.26,0.031,5069,0.7447,0.8163,0.4781,0.6472,2.413,11,26.0,26.5,12.0,0,8,7.0,-61.37,0.114,2.59,-58.1,0.045,-3.71,-77.09,-0.048,False,0.7043,1.3664999999999998
"dd_rally(x=0.12,y=0.15)",dd_rally,"{""x"": 0.12, ""y"": 0.15}",13841,0.7962,0.8559,0.5151,0.6855,0.909,9,118.0,116.6,31.0,0,14,7.77,-49.15,0.158,6.1,-45.43,0.134,3.56,-59.21,0.06,5212,0.8761,0.8951,0.7127,0.8039,1.062,4,25.0,30.5,4.0,0,5,9.18,-56.78,0.162,8.5,-33.79,0.252,5.85,-45.29,0.129,9860,0.727,0.7623,0.6401,0.7012,1.551,14,34.5,49.8,27.5,0,11,6.27,-80.45,0.078,4.15,-61.39,0.068,0.03,-74.11,0.0,5069,0.696,0.7357,0.548,0.6419,2.268,11,26.0,26.5,17.0,0,8,7.0,-61.37,0.114,0.68,-64.48,0.011,-7.64,-90.63,-0.084,False,0.69335,1.23
"dd_rally(x=0.12,y=0.2)",dd_rally,"{""x"": 0.12, ""y"": 0.2}",13841,0.7635,0.8051,0.5674,0.6863,0.836,9,118.0,116.6,63.0,0,14,7.77,-49.15,0.158,4.75,-47.85,0.099,0.76,-75.23,0.01,5212,0.8106,0.8147,0.7753,0.795,0.869,4,25.0,30.5,10.5,0,5,9.18,-56.78,0.162,8.23,-25.98,0.317,4.82,-39.85,0.121,9860,0.7035,0.682,0.7566,0.7193,1.15,14,34.5,49.6,54.0,0,9,6.27,-80.45,0.078,4.57,-41.95,0.109,0.37,-58.95,0.006,5069,0.6086,0.5726,0.7428,0.6577,1.689,11,26.0,25.1,38.0,0,7,7.0,-61.37,0.114,1.27,-56.79,0.022,-7.51,-82.88,-0.091,False,0.7028000000000001,0.9929999999999999
"dd_rally(x=0.15,y=0.07)",dd_rally,"{""x"": 0.15, ""y"": 0.07}",13841,0.8273,0.9781,0.1171,0.5476,0.727,9,132.0,149.6,0.0,0,5,7.77,-49.15,0.158,7.64,-45.87,0.167,7.21,-47.76,0.151,5212,0.9112,0.9923,0.2136,0.603,1.351,4,48.0,48.5,1.5,0,4,9.18,-56.78,0.162,6.47,-56.4,0.115,3.15,-64.75,0.049,9860,0.7652,0.988,0.2175,0.6027,1.551,14,45.0,70.7,2.0,0,3,6.27,-80.45,0.078,5.05,-81.96,0.062,3.25,-86.92,0.037,5069,0.8,0.9767,0.1417,0.5592,2.22,11,31.0,33.4,1.0,0,4,7.0,-61.37,0.114,2.36,-72.98,0.032,-2.86,-86.02,-0.033,False,0.57515,1.139
"dd_rally(x=0.15,y=0.1)",dd_rally,"{""x"": 0.15, ""y"": 0.1}",13841,0.8424,0.9624,0.2771,0.6198,0.655,9,132.0,149.6,4.0,0,5,7.77,-49.15,0.158,7.59,-44.21,0.172,6.96,-52.25,0.133,5212,0.9098,0.9743,0.3554,0.6649,1.158,4,48.0,48.5,1.5,0,4,9.18,-56.78,0.162,7.78,-49.56,0.157,5.26,-53.82,0.098,9860,0.7876,0.972,0.3343,0.6532,1.3,14,45.0,70.7,4.5,0,3,6.27,-80.45,0.078,6.33,-64.56,0.098,5.36,-60.58,0.088,5069,0.7994,0.9289,0.3169,0.6229,2.124,11,31.0,33.4,4.0,0,4,7.0,-61.37,0.114,1.81,-68.14,0.027,-4.38,-83.54,-0.052,False,0.6365000000000001,0.9775
"dd_rally(x=0.15,y=0.12)",dd_rally,"{""x"": 0.15, ""y"": 0.12}",13841,0.8505,0.9539,0.3637,0.6588,0.582,9,132.0,149.6,6.0,0,5,7.77,-49.15,0.158,7.96,-45.49,0.175,7.61,-46.66,0.163,5212,0.902,0.9602,0.4015,0.6808,1.062,4,48.0,48.5,3.5,0,4,9.18,-56.78,0.162,7.51,-42.6,0.176,4.53,-43.76,0.103,9860,0.7951,0.9409,0.4367,0.6888,1.15,14,45.0,70.7,17.0,0,3,6.27,-80.45,0.078,6.78,-57.61,0.118,5.91,-59.8,0.099,5069,0.7897,0.9014,0.3737,0.6376,1.93,11,31.0,33.4,11.0,0,4,7.0,-61.37,0.114,1.9,-65.38,0.029,-4.48,-81.73,-0.055,False,0.6738,0.8659999999999999
"dd_rally(x=0.15,y=0.15)",dd_rally,"{""x"": 0.15, ""y"": 0.15}",13841,0.8361,0.9261,0.4128,0.6694,0.546,9,132.0,149.6,31.0,0,5,7.77,-49.15,0.158,7.52,-50.67,0.148,6.55,-59.37,0.11,5212,0.9046,0.9428,0.5764,0.7596,0.965,4,48.0,48.5,4.0,0,4,9.18,-56.78,0.162,6.99,-37.38,0.187,3.31,-51.73,0.064,9860,0.774,0.8953,0.476,0.6856,1.1,14,45.0,70.7,27.5,0,3,6.27,-80.45,0.078,5.65,-62.84,0.09,3.47,-70.26,0.049,5069,0.7637,0.8478,0.4501,0.649,1.786,11,31.0,33.4,14.0,0,4,7.0,-61.37,0.114,0.83,-68.88,0.012,-6.78,-87.11,-0.078,False,0.6775,0.8230000000000001
"dd_rally(x=0.15,y=0.2)",dd_rally,"{""x"": 0.15, ""y"": 0.2}",13841,0.8207,0.9006,0.4449,0.6728,0.509,9,132.0,149.6,63.0,0,5,7.77,-49.15,0.158,6.7,-49.49,0.135,4.83,-61.28,0.079,5212,0.8626,0.8882,0.6427,0.7655,0.772,4,48.0,48.5,10.5,0,4,9.18,-56.78,0.162,7.08,-29.99,0.236,3.07,-51.99,0.059,9860,0.7866,0.8411,0.6528,0.7469,0.85,14,45.0,70.7,54.0,0,3,6.27,-80.45,0.078,5.92,-44.9,0.132,3.48,-56.69,0.061,5069,0.6755,0.6802,0.658,0.6691,1.4,11,31.0,33.4,38.0,0,4,7.0,-61.37,0.114,1.29,-58.8,0.022,-6.9,-86.48,-0.08,False,0.70985,0.6795
"dd_rally(x=0.2,y=0.07)",dd_rally,"{""x"": 0.2, ""y"": 0.07}",13841,0.8388,0.9971,0.0936,0.5454,0.4,9,220.0,197.6,0.0,0,0,7.77,-49.15,0.158,7.45,-48.5,0.154,7.01,-50.32,0.139,5212,0.9075,0.9994,0.1179,0.5586,0.579,4,70.5,85.8,0.5,0,0,9.18,-56.78,0.162,7.41,-60.56,0.122,5.42,-69.4,0.078,9860,0.7373,0.9897,0.1168,0.5533,1.1,14,52.5,99.1,2.0,0,0,6.27,-80.45,0.078,4.85,-85.92,0.056,3.03,-91.2,0.033,5069,0.7952,0.9912,0.0652,0.5282,1.158,11,62.0,62.5,1.0,0,0,7.0,-61.37,0.114,4.65,-57.98,0.08,1.79,-63.39,0.028,False,0.54935,0.75
"dd_rally(x=0.2,y=0.1)",dd_rally,"{""x"": 0.2, ""y"": 0.1}",13841,0.8374,0.9856,0.1398,0.5627,0.4,9,220.0,197.6,4.0,0,0,7.77,-49.15,0.158,7.2,-52.21,0.138,6.43,-56.06,0.115,5212,0.9177,0.9991,0.2173,0.6082,0.483,4,70.5,85.8,1.0,0,0,9.18,-56.78,0.162,9.14,-48.22,0.189,8.46,-51.54,0.164,9860,0.7453,0.9785,0.1722,0.5753,1.0,14,52.5,99.1,4.5,0,0,6.27,-80.45,0.078,5.03,-82.45,0.061,3.18,-87.32,0.036,5069,0.7858,0.977,0.0736,0.5253,1.158,11,62.0,62.5,2.0,0,0,7.0,-61.37,0.114,3.41,-61.56,0.055,-0.71,-69.7,-0.01,False,0.569,0.7
"dd_rally(x=0.2,y=0.12)",dd_rally,"{""x"": 0.2, ""y"": 0.12}",13841,0.846,0.9806,0.212,0.5963,0.364,9,220.0,197.6,6.0,0,0,7.77,-49.15,0.158,7.51,-53.3,0.141,6.99,-58.1,0.12,5212,0.9196,0.9983,0.2431,0.6207,0.483,4,70.5,85.8,1.5,0,0,9.18,-56.78,0.162,8.82,-46.26,0.191,7.63,-50.99,0.15,9860,0.7641,0.9571,0.2897,0.6234,0.95,14,52.5,99.1,17.0,0,0,6.27,-80.45,0.078,5.21,-76.96,0.068,3.23,-84.09,0.038,5069,0.7893,0.967,0.1277,0.5473,1.158,11,62.0,62.5,4.0,0,0,7.0,-61.37,0.114,3.2,-61.72,0.052,-1.32,-70.67,-0.019,False,0.60985,0.657
"dd_rally(x=0.2,y=0.15)",dd_rally,"{""x"": 0.2, ""y"": 0.15}",13841,0.8318,0.9589,0.2334,0.5962,0.364,9,220.0,197.6,31.0,0,0,7.77,-49.15,0.158,6.99,-56.86,0.123,5.82,-64.75,0.09,5212,0.9217,0.9979,0.267,0.6324,0.483,4,70.5,85.8,2.5,0,0,9.18,-56.78,0.162,8.14,-51.09,0.159,6.27,-59.53,0.105,9860,0.7516,0.9195,0.3388,0.6292,0.9,14,52.5,99.1,27.5,0,0,6.27,-80.45,0.078,4.6,-78.1,0.059,1.79,-86.59,0.021,5069,0.7818,0.9499,0.1556,0.5528,1.158,11,62.0,62.5,7.0,0,0,7.0,-61.37,0.114,1.7,-68.87,0.025,-4.3,-82.47,-0.052,False,0.6127,0.632
"dd_rally(x=0.2,y=0.2)",dd_rally,"{""x"": 0.2, ""y"": 0.2}",13841,0.8244,0.9428,0.2668,0.6048,0.327,9,220.0,197.6,63.0,0,0,7.77,-49.15,0.158,6.7,-51.17,0.131,5.17,-55.73,0.093,5212,0.8972,0.9587,0.3683,0.6635,0.386,4,70.5,85.8,10.5,0,0,9.18,-56.78,0.162,9.0,-38.06,0.236,7.45,-44.3,0.168,9860,0.768,0.8716,0.5132,0.6924,0.7,14,52.5,99.1,54.0,0,0,6.27,-80.45,0.078,5.42,-59.34,0.091,2.87,-64.81,0.044,5069,0.7349,0.8356,0.3597,0.5977,1.062,11,62.0,62.5,38.0,0,0,7.0,-61.37,0.114,1.39,-61.96,0.022,-5.7,-85.25,-0.067,False,0.6486000000000001,0.5135
"hybrid(L=150,b=0.0,x=0.05,y=0.1)",hybrid,"{""L"": 150, ""b"": 0.0, ""x"": 0.05, ""y"": 0.1}",13841,0.7646,0.7728,0.7262,0.7495,6.692,9,21.0,22.7,7.0,0,130,7.77,-49.15,0.158,6.9,-42.05,0.164,5.36,-52.98,0.101,5212,0.853,0.8511,0.8692,0.8602,9.942,4,8.0,9.0,1.5,0,83,9.18,-56.78,0.162,4.42,-32.99,0.134,-1.71,-62.78,-0.027,9860,0.7904,0.8013,0.7636,0.7824,7.302,14,17.5,26.6,7.5,0,86,6.27,-80.45,0.078,7.31,-37.87,0.193,6.58,-53.1,0.124,5069,0.7481,0.7387,0.7829,0.7608,14.961,11,10.0,13.1,4.0,1,118,7.0,-61.37,0.114,1.69,-44.46,0.038,-5.22,-84.29,-0.062,False,0.76595,6.997
"hybrid(L=150,b=0.0,x=0.05,y=0.15)",hybrid,"{""L"": 150, ""b"": 0.0, ""x"": 0.05, ""y"": 0.15}",13841,0.7643,0.772,0.7278,0.7499,6.219,9,21.0,22.7,31.0,0,121,7.77,-49.15,0.158,6.9,-41.97,0.165,5.3,-51.32,0.103,5212,0.8525,0.8499,0.8748,0.8623,9.17,4,8.0,9.0,4.0,0,78,9.18,-56.78,0.162,4.1,-31.83,0.129,-2.39,-66.87,-0.036,9860,0.79,0.7991,0.7675,0.7833,6.202,14,17.5,26.6,27.5,0,73,6.27,-80.45,0.078,7.65,-36.97,0.207,7.13,-55.41,0.129,5069,0.7477,0.736,0.7912,0.7636,13.031,11,10.0,13.1,14.0,1,107,7.0,-61.37,0.114,1.16,-48.8,0.024,-6.43,-87.78,-0.073,False,0.7666,6.2105
"hybrid(L=150,b=0.0,x=0.05,y=0.2)",hybrid,"{""L"": 150, ""b"": 0.0, ""x"": 0.05, ""y"": 0.2}",13841,0.7642,0.7718,0.7282,0.75,6.11,9,21.0,22.7,51.0,0,119,7.77,-49.15,0.158,6.88,-43.3,0.159,5.24,-53.71,0.098,5212,0.8523,0.8494,0.8766,0.863,8.88,4,8.0,9.0,10.5,0,76,9.18,-56.78,0.162,4.39,-29.23,0.15,-1.91,-62.26,-0.031,9860,0.7899,0.7985,0.7685,0.7835,5.852,14,17.5,26.6,30.5,0,69,6.27,-80.45,0.078,7.74,-35.55,0.218,7.27,-54.41,0.134,5069,0.7481,0.7357,0.794,0.7649,12.645,11,10.0,13.1,19.0,1,106,7.0,-61.37,0.114,1.65,-44.55,0.037,-5.62,-86.86,-0.065,False,0.76675,5.981
"hybrid(L=150,b=0.0,x=0.08,y=0.1)",hybrid,"{""L"": 150, ""b"": 0.0, ""x"": 0.08, ""y"": 0.1}",13841,0.786,0.8143,0.6528,0.7335,4.037,9,43.0,42.8,7.0,0,74,7.77,-49.15,0.158,7.17,-36.81,0.195,5.72,-44.66,0.128,5212,0.8766,0.8835,0.8177,0.8506,6.178,4,8.5,10.0,1.5,0,46,9.18,-56.78,0.162,5.51,-31.58,0.174,0.13,-47.09,0.003,9860,0.796,0.8154,0.7485,0.7819,6.352,14,22.5,28.2,7.5,0,73,6.27,-80.45,0.078,6.7,-43.44,0.154,5.32,-61.41,0.087,5069,0.753,0.75,0.7642,0.7571,13.32,11,11.0,14.3,4.0,1,103,7.0,-61.37,0.114,1.05,-44.07,0.024,-6.49,-86.62,-0.075,False,0.7577,5.1945
"hybrid(L=150,b=0.0,x=0.08,y=0.15)",hybrid,"{""L"": 150, ""b"": 0.0, ""x"": 0.08, ""y"": 0.15}",13841,0.7856,0.8135,0.6544,0.734,3.564,9,43.0,42.8,31.0,0,65,7.77,-49.15,0.158,7.17,-36.71,0.195,5.66,-42.71,0.132,5212,0.8776,0.8839,0.8232,0.8536,5.309,4,8.5,10.0,4.0,0,40,9.18,-56.78,0.162,5.28,-28.18,0.188,-0.39,-54.13,-0.007,9860,0.7956,0.8132,0.7524,0.7828,5.252,14,22.5,28.2,27.5,0,60,6.27,-80.45,0.078,7.03,-42.62,0.165,5.85,-62.74,0.093,5069,0.7526,0.7472,0.7726,0.7599,11.39,11,11.0,14.3,14.0,1,92,7.0,-61.37,0.114,0.52,-48.44,0.011,-7.68,-89.74,-0.086,False,0.7584,4.4079999999999995
"hybrid(L=150,b=0.0,x=0.08,y=0.2)",hybrid,"{""L"": 150, ""b"": 0.0, ""x"": 0.08, ""y"": 0.2}",13841,0.7856,0.8133,0.6548,0.7341,3.455,9,43.0,42.8,51.0,0,63,7.77,-49.15,0.158,7.14,-38.16,0.187,5.6,-45.52,0.123,5212,0.8759,0.8818,0.825,0.8534,5.116,4,8.5,10.0,10.5,0,39,9.18,-56.78,0.162,5.47,-27.73,0.197,-0.08,-49.0,-0.002,9860,0.7955,0.8127,0.7534,0.783,4.902,14,22.5,28.2,30.5,0,56,6.27,-80.45,0.078,7.12,-41.32,0.172,5.99,-60.1,0.1,5069,0.753,0.747,0.7754,0.7612,11.004,11,11.0,14.3,19.0,1,91,7.0,-61.37,0.114,1.02,-44.16,0.023,-6.88,-88.55,-0.078,False,0.7585500000000001,4.1785
"hybrid(L=150,b=0.0,x=0.1,y=0.1)",hybrid,"{""L"": 150, ""b"": 0.0, ""x"": 0.1, ""y"": 0.1}",13841,0.8082,0.8562,0.5823,0.7192,3.091,9,72.0,75.2,7.0,0,55,7.77,-49.15,0.158,7.4,-37.3,0.198,6.2,-46.99,0.132,5212,0.8839,0.8985,0.7587,0.8286,4.537,4,18.5,17.5,1.5,0,30,9.18,-56.78,0.162,6.11,-32.37,0.189,1.25,-45.53,0.027,9860,0.7903,0.8291,0.6948,0.762,5.352,14,29.5,36.3,7.5,0,60,6.27,-80.45,0.078,6.71,-44.1,0.152,5.33,-60.67,0.088,5069,0.7631,0.774,0.7223,0.7481,10.135,11,20.5,19.5,4.0,1,76,7.0,-61.37,0.114,1.65,-42.72,0.039,-5.53,-83.48,-0.066,False,0.7405999999999999,4.221500000000001
"hybrid(L=150,b=0.0,x=0.1,y=0.15)",hybrid,"{""L"": 150, ""b"": 0.0, ""x"": 0.1, ""y"": 0.15}",13841,0.8078,0.8554,0.5839,0.7196,2.619,9,72.0,75.2,31.0,0,46,7.77,-49.15,0.158,7.4,-37.21,0.199,6.14,-45.0,0.136,5212,0.8851,0.8989,0.7661,0.8325,3.668,4,18.5,17.5,4.0,0,24,9.18,-56.78,0.162,5.91,-28.69,0.206,0.76,-46.32,0.016,9860,0.7888,0.8255,0.6987,0.7621,4.301,14,29.5,36.3,27.5,0,48,6.27,-80.45,0.078,6.95,-43.53,0.16,5.67,-62.03,0.091,5069,0.7629,0.7693,0.739,0.7542,8.494,11,20.5,19.5,14.0,1,67,7.0,-61.37,0.114,0.84,-49.33,0.017,-7.23,-88.67,-0.082,False,0.74085,3.46
