factor,ticker,k,sign,r_disc,t_disc,replicated
fx,4114.T,25,1.0,0.1879,4.08,False
fx,4203.T,9,-1.0,-0.1369,-3.0,False
fx,4206.T,6,-1.0,-0.1557,-3.43,False
fx,4626.T,6,-1.0,-0.1533,-3.38,False
fx,5929.T,3,1.0,0.1375,3.03,False
fx,6134.T,3,1.0,0.312,3.73,False
fx,6951.T,3,1.0,0.1576,3.48,False
fx,7309.T,4,-1.0,-0.1624,-3.59,False
fx,7936.T,12,1.0,0.1612,3.53,False
fx,8020.T,13,-1.0,-0.1451,-3.17,False
fx,8088.T,2,1.0,0.1416,3.13,False
fx,8174.T,6,-1.0,-0.159,-3.51,False
fx,8227.T,16,1.0,0.1406,3.06,True
fx,1885.T,14,-1.0,-0.1546,-3.38,False
fx,1898.T,2,1.0,0.1629,3.61,False
fx,1926.T,2,1.0,0.1432,3.16,False
fx,1968.T,1,-1.0,-0.139,-3.07,False
fx,2379.T,3,1.0,0.1362,3.0,False
fx,2931.T,2,1.0,0.3023,3.95,False
fx,3050.T,12,1.0,0.1426,3.12,False
fx,3106.T,6,-1.0,-0.1425,-3.13,False
fx,3762.T,2,1.0,0.1721,3.04,False
fx,4212.T,6,-1.0,-0.1447,-3.18,False
fx,4369.T,2,1.0,0.1639,3.47,False
fx,4812.T,18,1.0,0.1548,3.37,False
fx,4914.T,6,-1.0,-0.1527,-3.36,False
fx,4971.T,21,-1.0,-0.1899,-4.14,False
fx,5715.T,2,1.0,0.1693,3.76,False
fx,5741.T,21,1.0,0.1483,3.21,False
fx,5851.T,25,1.0,0.1655,3.58,False
fx,6135.T,2,1.0,0.1469,3.25,True
fx,6258.T,2,1.0,0.1416,3.1,False
fx,6284.T,2,1.0,0.1837,3.25,False
fx,6332.T,8,1.0,0.1421,3.12,False
fx,6349.T,3,1.0,0.1432,3.16,False
fx,6363.T,13,-1.0,-0.1428,-3.12,False
fx,6376.T,20,1.0,0.1437,3.12,False
fx,6454.T,4,-1.0,-0.1469,-3.24,False
fx,6652.T,12,1.0,0.1481,3.24,False
fx,6703.T,2,1.0,0.1411,3.12,False
fx,6727.T,5,1.0,0.1398,3.08,False
fx,6807.T,2,1.0,0.1586,3.51,False
fx,6866.T,4,-1.0,-0.1416,-3.12,False
fx,6908.T,1,1.0,0.1451,3.21,False
fx,6999.T,1,1.0,0.138,3.05,False
fx,7148.T,5,1.0,0.2053,3.47,False
fx,7241.T,11,-1.0,-0.152,-3.33,False
fx,7762.T,4,1.0,0.1408,3.1,False
fx,7839.T,2,1.0,0.16,3.37,False
fx,7990.T,16,-1.0,-0.1632,-3.56,False
fx,8051.T,1,-1.0,-0.1365,-3.02,False
fx,8281.T,25,1.0,0.1468,3.17,False
fx,8366.T,12,1.0,0.1443,3.16,False
fx,8698.T,12,1.0,0.1517,3.32,False
fx,8706.T,5,1.0,0.1634,3.61,False
fx,8707.T,5,1.0,0.2225,4.97,False
fx,8771.T,2,1.0,0.2131,3.79,False
fx,8803.T,25,-1.0,-0.1528,-3.3,False
fx,9793.T,2,1.0,0.1397,3.08,False
credit,1605.T,2,-1.0,-0.1819,-4.04,False
credit,1802.T,4,1.0,0.1446,3.19,False
credit,1803.T,4,1.0,0.1591,3.52,False
credit,1808.T,18,-1.0,-0.1653,-3.6,False
credit,1928.T,1,1.0,0.1429,3.16,False
credit,1963.T,25,1.0,0.1558,3.36,False
credit,2502.T,23,-1.0,-0.14,-3.02,False
credit,2768.T,2,-1.0,-0.1787,-3.97,False
credit,3382.T,4,1.0,0.1692,3.75,False
credit,3401.T,10,-1.0,-0.1433,-3.14,False
credit,3405.T,4,-1.0,-0.1405,-3.1,False
credit,3861.T,2,1.0,0.1388,3.07,False
credit,4004.T,4,-1.0,-0.1502,-3.32,False
credit,4005.T,4,-1.0,-0.1413,-3.11,False
credit,4021.T,2,1.0,0.1612,3.57,True
credit,4042.T,25,1.0,0.1455,3.14,True
credit,4063.T,2,1.0,0.1377,3.04,False
credit,4324.T,4,1.0,0.1411,3.11,False
credit,4452.T,1,1.0,0.1406,3.11,False
credit,4502.T,23,-1.0,-0.1404,-3.03,False
credit,4507.T,16,-1.0,-0.1481,-3.23,True
credit,4661.T,23,-1.0,-0.1605,-3.48,False
credit,4751.T,20,-1.0,-0.1469,-3.19,False
credit,4902.T,3,-1.0,-0.1463,-3.23,False
credit,5019.T,2,-1.0,-0.1636,-3.62,False
credit,5214.T,15,1.0,0.1485,3.24,False
credit,5233.T,5,1.0,0.1596,3.52,False
credit,5333.T,4,-1.0,-0.16,-3.54,False
credit,543A.T,2,-1.0,-0.1853,-4.12,False
credit,5713.T,2,-1.0,-0.1499,-3.31,False
credit,6146.T,4,-1.0,-0.2373,-5.33,False
credit,6301.T,2,-1.0,-0.1563,-3.46,False
credit,6302.T,3,1.0,0.1453,3.21,False
credit,6305.T,2,-1.0,-0.1966,-4.38,False
credit,6361.T,23,1.0,0.1499,3.24,False
credit,6471.T,4,-1.0,-0.1573,-3.47,False
credit,6472.T,8,-1.0,-0.1441,-3.16,False
credit,6473.T,23,1.0,0.1669,3.62,False
credit,6501.T,10,-1.0,-0.1871,-4.13,False
credit,6506.T,4,-1.0,-0.1771,-3.93,False
credit,6645.T,11,-1.0,-0.1384,-3.03,False
credit,6902.T,14,1.0,0.1524,3.33,True
credit,6971.T,16,1.0,0.1452,3.16,False
credit,6976.T,4,-1.0,-0.1801,-3.99,False
credit,6988.T,4,-1.0,-0.1382,-3.05,False
credit,7013.T,25,1.0,0.1428,3.08,False
credit,7201.T,8,-1.0,-0.1782,-3.93,False
credit,7203.T,26,1.0,0.145,3.12,False
credit,7261.T,4,-1.0,-0.1465,-3.23,False
credit,7269.T,16,1.0,0.1428,3.11,False
credit,7270.T,1,-1.0,-0.1623,-3.6,False
credit,7733.T,13,-1.0,-0.1407,-3.07,False
credit,7741.T,3,-1.0,-0.1768,-3.92,False
credit,8002.T,2,-1.0,-0.1701,-3.77,False
credit,8031.T,2,-1.0,-0.1496,-3.31,False
credit,8058.T,2,-1.0,-0.1452,-3.21,False
credit,8253.T,3,1.0,0.138,3.04,False
credit,8267.T,4,1.0,0.162,3.58,False
credit,8304.T,2,-1.0,-0.1691,-3.73,False
credit,8308.T,7,1.0,0.1609,3.55,False
credit,8591.T,13,-1.0,-0.1526,-3.34,False
credit,8604.T,6,-1.0,-0.1704,-3.77,False
credit,8750.T,26,1.0,0.1758,3.08,False
credit,8830.T,4,-1.0,-0.1411,-3.11,False
credit,9531.T,1,1.0,0.1418,3.14,True
credit,9532.T,23,-1.0,-0.1436,-3.1,False
credit,9602.T,23,-1.0,-0.1858,-4.04,False
credit,9735.T,4,1.0,0.17,3.76,False
credit,9983.T,2,1.0,0.1505,3.33,False
credit,1820.T,25,1.0,0.1846,4.01,False
credit,1951.T,1,1.0,0.1371,3.03,False
credit,2212.T,23,-1.0,-0.1594,-3.45,False
credit,2229.T,3,-1.0,-0.1932,-3.1,False
credit,2267.T,16,-1.0,-0.1398,-3.04,False
credit,2371.T,23,-1.0,-0.15,-3.24,False
credit,2531.T,25,1.0,0.161,3.48,False
credit,2579.T,23,-1.0,-0.1452,-3.14,False
credit,2607.T,23,-1.0,-0.1403,-3.03,False
credit,2670.T,23,-1.0,-0.2047,-4.47,False
credit,2809.T,1,1.0,0.1373,3.03,True
credit,2811.T,1,1.0,0.1571,3.48,True
credit,2875.T,23,-1.0,-0.1441,-3.11,False
credit,2897.T,23,-1.0,-0.1449,-3.13,False
credit,3048.T,16,-1.0,-0.2186,-4.43,False
credit,3088.T,23,-1.0,-0.1667,-3.61,False
credit,3107.T,6,1.0,0.1871,4.15,False
credit,3116.T,4,-1.0,-0.1605,-3.55,False
credit,3197.T,3,-1.0,-0.3717,-3.13,False
credit,3349.T,23,-1.0,-0.152,-3.29,False
credit,3391.T,23,-1.0,-0.1607,-3.48,False
credit,3397.T,9,1.0,0.143,3.14,False
credit,3591.T,13,1.0,0.1484,3.24,False
credit,3941.T,23,-1.0,-0.1496,-3.23,False
credit,4045.T,5,1.0,0.1507,3.32,False
credit,4403.T,15,1.0,0.1726,3.78,False
credit,4527.T,23,-1.0,-0.1411,-3.05,False
credit,4613.T,3,-1.0,-0.173,-3.84,False
credit,4665.T,13,1.0,0.1507,3.29,False
credit,4666.T,9,1.0,0.1932,4.27,False
credit,4733.T,8,-1.0,-0.1515,-3.33,False
credit,4912.T,1,1.0,0.1767,3.93,True
credit,5232.T,5,1.0,0.1829,4.06,False
credit,5334.T,8,-1.0,-0.2147,-4.78,False
credit,5463.T,1,1.0,0.1697,3.77,False
credit,5901.T,25,1.0,0.1497,3.23,False
credit,6370.T,7,1.0,0.1461,3.21,False
credit,6448.T,4,-1.0,-0.1905,-4.23,False
credit,6457.T,2,-1.0,-0.1436,-3.17,False
credit,6460.T,7,1.0,0.1407,3.09,False
credit,6481.T,4,-1.0,-0.1587,-3.51,False
credit,6632.T,26,1.0,0.157,3.39,False
credit,6674.T,3,1.0,0.187,4.16,False
credit,6728.T,4,-1.0,-0.1397,-3.08,False
credit,6923.T,4,-1.0,-0.2117,-4.73,False
credit,6925.T,4,-1.0,-0.1418,-3.13,False
credit,6965.T,4,-1.0,-0.1385,-3.05,False
credit,7259.T,8,-1.0,-0.1819,-4.02,False
credit,7276.T,4,-1.0,-0.1606,-3.55,False
credit,7309.T,13,1.0,0.155,3.39,False
credit,7476.T,25,-1.0,-0.1444,-3.11,False
credit,7649.T,25,-1.0,-0.1635,-3.54,False
credit,7867.T,3,-1.0,-0.1383,-3.05,False
credit,7936.T,5,-1.0,-0.1483,-3.27,False
credit,7956.T,10,-1.0,-0.2009,-4.45,False
credit,7988.T,9,-1.0,-0.1913,-4.23,False
credit,8060.T,1,1.0,0.1365,3.02,False
credit,8174.T,2,1.0,0.1564,3.46,False
credit,8242.T,23,-1.0,-0.1469,-3.18,False
credit,8334.T,24,-1.0,-0.1531,-3.31,False
credit,8418.T,9,1.0,0.1418,3.11,False
credit,9449.T,8,1.0,0.1812,4.0,False
credit,9533.T,25,-1.0,-0.1403,-3.02,False
credit,9616.T,14,1.0,0.1448,3.16,False
credit,9706.T,1,1.0,0.1685,3.74,False
credit,9962.T,10,-1.0,-0.1418,-3.11,False
credit,9989.T,16,-1.0,-0.1867,-4.09,False
credit,1301.T,23,-1.0,-0.1403,-3.03,False
credit,1377.T,1,1.0,0.1516,3.36,False
credit,1662.T,12,1.0,0.1519,3.32,False
credit,1950.T,10,1.0,0.1485,3.26,False
credit,1980.T,4,-1.0,-0.1555,-3.43,False
credit,2001.T,23,-1.0,-0.1728,-3.75,False
credit,2146.T,2,-1.0,-0.1675,-3.71,False
credit,2154.T,16,-1.0,-0.1498,-3.19,False
credit,2281.T,2,1.0,0.1684,3.73,False
credit,2326.T,9,1.0,0.1681,3.47,False
credit,2664.T,9,1.0,0.1483,3.25,False
credit,2695.T,21,-1.0,-0.1391,-3.01,False
credit,2730.T,19,-1.0,-0.1503,-3.26,False
credit,2760.T,4,-1.0,-0.1388,-3.06,False
credit,3002.T,2,-1.0,-0.1451,-3.21,False
credit,3036.T,26,1.0,0.1573,3.2,False
credit,3106.T,13,1.0,0.1498,3.27,False
credit,3191.T,4,-1.0,-0.311,-3.03,False
credit,3387.T,25,-1.0,-0.1588,-3.43,False
credit,3445.T,12,-1.0,-0.5407,-3.91,False
credit,3569.T,3,-1.0,-0.1837,-4.08,False
credit,3865.T,2,1.0,0.1464,3.23,False
credit,3880.T,2,1.0,0.1566,3.47,False
credit,4046.T,2,1.0,0.1698,3.77,False
credit,4095.T,8,-1.0,-0.1698,-3.74,False
credit,4109.T,2,-1.0,-0.1765,-3.92,False
credit,4216.T,1,1.0,0.1496,3.31,False
credit,4368.T,20,-1.0,-0.162,-3.52,False
credit,4369.T,4,-1.0,-0.1631,-3.45,False
credit,4547.T,23,-1.0,-0.1495,-3.23,False
credit,4825.T,22,1.0,0.1425,3.08,False
credit,4849.T,1,-1.0,-0.1362,-3.01,True
credit,4914.T,2,1.0,0.163,3.61,True
credit,4971.T,8,-1.0,-0.1859,-4.11,False
credit,4975.T,23,-1.0,-0.1422,-3.07,False
credit,4985.T,23,-1.0,-0.1605,-3.48,False
credit,4996.T,12,1.0,0.1488,3.26,False
credit,5202.T,22,1.0,0.1562,3.39,False
credit,5208.T,4,-1.0,-0.1693,-3.75,False
credit,5331.T,7,1.0,0.1441,3.17,False
credit,5451.T,7,1.0,0.1536,3.38,False
credit,5563.T,19,-1.0,-0.1402,-3.04,False
credit,5805.T,2,-1.0,-0.1448,-3.2,False
credit,5857.T,2,-1.0,-0.1728,-3.84,False
credit,5943.T,1,1.0,0.1426,3.15,True
credit,6135.T,2,-1.0,-0.1512,-3.34,False
credit,6140.T,10,-1.0,-0.1448,-3.17,False
credit,6143.T,10,-1.0,-0.138,-3.02,False
credit,6315.T,26,1.0,0.2066,4.5,False
credit,6371.T,24,1.0,0.1473,3.18,False
credit,6419.T,7,1.0,0.1437,3.16,False
credit,6486.T,1,-1.0,-0.1491,-3.3,False
credit,6490.T,4,-1.0,-0.1664,-3.68,False
credit,6498.T,6,-1.0,-0.1411,-3.1,False
credit,6508.T,10,1.0,0.1514,3.32,False
credit,6516.T,4,-1.0,-0.164,-3.63,False
credit,6622.T,7,1.0,0.1457,3.2,False
credit,6652.T,18,-1.0,-0.1611,-3.51,False
credit,6727.T,25,1.0,0.1716,3.72,False
credit,6768.T,15,1.0,0.1801,3.95,False
credit,6807.T,4,-1.0,-0.1422,-3.13,False
credit,6866.T,13,1.0,0.1426,3.11,False
credit,6875.T,13,1.0,0.1425,3.11,False
credit,6908.T,1,-1.0,-0.1946,-4.34,False
credit,6966.T,8,-1.0,-0.149,-3.27,False
credit,6995.T,8,-1.0,-0.1454,-3.19,False
credit,7220.T,4,-1.0,-0.146,-3.22,False
credit,7239.T,1,-1.0,-0.2112,-4.73,False
credit,7241.T,8,-1.0,-0.279,-6.31,False
credit,7242.T,8,-1.0,-0.1391,-3.05,False
credit,7278.T,8,-1.0,-0.2228,-4.97,False
credit,7280.T,8,-1.0,-0.1592,-3.5,False
credit,7283.T,15,1.0,0.1429,3.11,False
credit,7296.T,8,-1.0,-0.198,-4.39,False
credit,7456.T,3,-1.0,-0.1628,-3.6,False
credit,7611.T,9,1.0,0.1616,3.55,False
credit,7744.T,2,-1.0,-0.136,-3.0,False
credit,7745.T,4,-1.0,-0.1941,-4.32,False
credit,7762.T,4,-1.0,-0.1717,-3.8,False
credit,7943.T,15,1.0,0.1423,3.1,False
credit,8051.T,15,1.0,0.2013,4.43,False
credit,8078.T,26,1.0,0.1433,3.08,False
credit,8130.T,1,1.0,0.1643,3.65,False
credit,8153.T,13,1.0,0.1551,3.39,False
credit,8173.T,20,-1.0,-0.1426,-3.09,False
credit,8179.T,2,1.0,0.1626,3.6,False
credit,8273.T,23,-1.0,-0.1612,-3.49,False
credit,8276.T,3,-1.0,-0.1473,-3.25,False
credit,8278.T,13,1.0,0.1651,3.62,False
credit,8336.T,26,-1.0,-0.144,-3.1,False
credit,8346.T,17,1.0,0.1802,3.94,False
credit,8361.T,14,1.0,0.16,3.5,False
credit,8386.T,7,1.0,0.1417,3.11,False
credit,8388.T,1,1.0,0.1711,3.8,False
credit,8425.T,18,-1.0,-0.1452,-3.15,False
credit,8511.T,2,-1.0,-0.1652,-3.66,False
credit,8544.T,25,-1.0,-0.1907,-4.14,False
credit,8803.T,25,1.0,0.1444,3.11,False
credit,8897.T,2,-1.0,-0.1447,-3.2,False
credit,8923.T,1,-1.0,-0.1532,-3.37,False
credit,9119.T,8,1.0,0.1564,3.44,False
credit,9601.T,23,-1.0,-0.1407,-3.04,False
credit,9603.T,4,1.0,0.1462,3.22,False
credit,9605.T,15,1.0,0.14,3.05,False
credit,9699.T,4,-1.0,-0.176,-3.9,True
credit,9746.T,13,1.0,0.1567,3.43,False
credit,9757.T,23,-1.0,-0.1587,-3.44,False
credit,9793.T,10,-1.0,-0.1378,-3.02,False
credit,9832.T,13,1.0,0.1539,3.37,False
credit,9842.T,23,-1.0,-0.1992,-4.35,False
credit,9882.T,4,-1.0,-0.1793,-3.98,False
credit,9997.T,1,-1.0,-0.141,-3.12,False
agri,1332.T,8,-1.0,-0.1435,-3.1,False
agri,1605.T,2,1.0,0.1758,3.84,False
agri,1721.T,4,-1.0,-0.1588,-3.45,True
agri,1801.T,8,-1.0,-0.14,-3.02,False
agri,1808.T,19,1.0,0.1938,4.17,False
agri,1812.T,8,-1.0,-0.1535,-3.32,False
agri,1928.T,2,-1.0,-0.1529,-3.33,False
agri,3659.T,18,-1.0,-0.2729,-4.09,False
agri,4004.T,2,1.0,0.145,3.15,False
agri,4021.T,4,-1.0,-0.1519,-3.3,False
agri,4042.T,8,-1.0,-0.1465,-3.17,False
agri,4452.T,17,1.0,0.1443,3.09,False
agri,4507.T,4,-1.0,-0.1563,-3.4,False
agri,4751.T,5,1.0,0.1596,3.47,False
agri,4901.T,25,-1.0,-0.168,-3.57,False
agri,5108.T,1,-1.0,-0.2084,-4.59,False
agri,5201.T,17,-1.0,-0.1427,-3.05,False
agri,5214.T,10,1.0,0.1711,3.7,False
agri,5301.T,10,1.0,0.1419,3.06,False
agri,5713.T,10,1.0,0.1543,3.33,False
agri,6146.T,26,-1.0,-0.1423,-3.01,False
agri,6273.T,1,-1.0,-0.1437,-3.13,False
agri,6301.T,2,1.0,0.1887,4.13,False
agri,6302.T,5,-1.0,-0.1492,-3.24,False
agri,6471.T,7,1.0,0.1555,3.37,False
agri,6501.T,15,1.0,0.1656,3.56,False
agri,6701.T,14,1.0,0.1542,3.31,False
agri,6724.T,7,1.0,0.1558,3.37,False
agri,6841.T,8,1.0,0.1628,3.53,False
agri,6902.T,25,-1.0,-0.1825,-3.89,False
agri,6976.T,16,-1.0,-0.1582,-3.39,False
agri,7201.T,10,1.0,0.1407,3.03,False
agri,7202.T,19,1.0,0.1477,3.15,False
agri,7203.T,25,-1.0,-0.1776,-3.79,False
agri,7267.T,2,1.0,0.1481,3.22,True
agri,7832.T,20,-1.0,-0.1645,-3.52,False
agri,8002.T,2,1.0,0.1433,3.12,True
agri,8015.T,5,-1.0,-0.1448,-3.14,False
agri,8031.T,2,1.0,0.1511,3.29,True
agri,8252.T,22,-1.0,-0.2059,-4.43,False
agri,8304.T,3,1.0,0.1673,3.65,False
agri,8306.T,10,-1.0,-0.1442,-3.11,False
agri,8331.T,2,-1.0,-0.1446,-3.14,False
agri,8354.T,3,1.0,0.1525,3.32,False
agri,8591.T,14,1.0,0.1409,3.02,False
agri,8697.T,9,-1.0,-0.1825,-3.61,False
agri,8725.T,7,1.0,0.16,3.25,False
agri,8766.T,7,1.0,0.1705,3.7,False
agri,8801.T,14,1.0,0.1636,3.52,False
agri,8802.T,14,1.0,0.1473,3.16,False
agri,8830.T,14,1.0,0.1848,3.99,False
agri,9101.T,2,1.0,0.1641,3.58,False
agri,9104.T,8,-1.0,-0.1595,-3.45,False
agri,9107.T,14,1.0,0.163,3.51,False
agri,9602.T,5,1.0,0.1847,4.03,False
agri,9766.T,1,1.0,0.1504,3.28,False
agri,9983.T,25,1.0,0.1628,3.46,False
agri,9984.T,9,-1.0,-0.1689,-3.66,False
agri,1820.T,13,1.0,0.1499,3.22,False
agri,1942.T,8,1.0,0.1456,3.15,False
agri,2181.T,20,-1.0,-0.1751,-3.44,False
agri,2212.T,20,-1.0,-0.1489,-3.18,False
agri,2264.T,26,1.0,0.1511,3.2,False
agri,2579.T,8,1.0,0.1723,3.74,False
agri,2670.T,23,1.0,0.1461,3.1,False
agri,2784.T,26,1.0,0.1445,3.06,False
agri,2811.T,20,-1.0,-0.1989,-4.28,False
agri,2875.T,4,-1.0,-0.1386,-3.01,False
agri,3038.T,14,-1.0,-0.158,-3.4,False
agri,3048.T,1,1.0,0.157,3.14,False
agri,3105.T,23,-1.0,-0.1422,-3.02,False
agri,3107.T,22,1.0,0.2048,4.4,False
agri,3116.T,4,1.0,0.1618,3.52,False
agri,3391.T,23,1.0,0.1435,3.05,False
agri,3635.T,22,1.0,0.1968,4.22,False
agri,3941.T,9,-1.0,-0.1733,-3.76,False
agri,4045.T,20,-1.0,-0.1527,-3.26,False
agri,4114.T,20,-1.0,-0.1686,-3.61,False
agri,4118.T,20,-1.0,-0.1683,-3.6,False
agri,417A.T,8,1.0,0.139,3.0,False
agri,4182.T,25,-1.0,-0.1519,-3.22,False
agri,4204.T,7,-1.0,-0.1554,-3.37,False
agri,4206.T,15,-1.0,-0.1742,-3.75,False
agri,4401.T,23,1.0,0.1436,3.05,False
agri,4544.T,26,1.0,0.1706,3.63,False
agri,4681.T,7,-1.0,-0.1706,-3.71,False
agri,4684.T,20,-1.0,-0.1581,-3.38,False
agri,4732.T,8,1.0,0.1996,4.35,False
agri,4768.T,16,1.0,0.1547,3.32,False
agri,4967.T,8,1.0,0.1609,3.49,False
agri,5110.T,1,-1.0,-0.1768,-3.87,False
agri,6268.T,7,1.0,0.1391,3.01,False
agri,6370.T,19,1.0,0.1548,3.31,False
agri,6457.T,3,1.0,0.1768,3.86,False
agri,6481.T,26,-1.0,-0.1508,-3.2,False
agri,6849.T,24,1.0,0.1581,3.36,False
agri,6856.T,25,-1.0,-0.1466,-3.11,False
agri,6869.T,8,1.0,0.1495,3.23,False
agri,6923.T,19,1.0,0.1788,3.84,False
agri,6925.T,8,1.0,0.1456,3.15,False
agri,7003.T,9,-1.0,-0.1703,-3.69,False
agri,7240.T,25,-1.0,-0.145,-3.07,False
agri,7276.T,8,1.0,0.1406,3.04,False
agri,7476.T,22,1.0,0.1634,3.49,False
agri,7550.T,6,-1.0,-0.1697,-3.69,False
agri,7649.T,4,1.0,0.143,3.1,False
agri,7729.T,26,-1.0,-0.1535,-3.26,False
agri,7747.T,3,-1.0,-0.1505,-3.27,False
agri,7867.T,8,1.0,0.1523,3.29,False
agri,8111.T,21,1.0,0.2173,4.69,False
agri,8129.T,20,-1.0,-0.1973,-4.24,False
agri,8334.T,20,-1.0,-0.1529,-3.26,False
agri,8410.T,17,1.0,0.202,3.58,False
agri,8424.T,26,1.0,0.1573,3.34,False
agri,8439.T,21,1.0,0.1706,3.65,False
agri,8593.T,9,-1.0,-0.1429,-3.08,False
agri,9449.T,10,-1.0,-0.1895,-4.12,False
agri,9697.T,5,1.0,0.1619,3.52,False
agri,9759.T,15,-1.0,-0.1665,-3.58,False
agri,9861.T,17,1.0,0.2751,3.12,False
agri,9987.T,20,-1.0,-0.1982,-4.26,False
agri,9989.T,23,1.0,0.1419,3.01,False
agri,1377.T,8,1.0,0.1398,3.02,False
agri,1515.T,2,1.0,0.1476,3.21,False
agri,1662.T,2,1.0,0.1411,3.07,False
agri,1766.T,1,1.0,0.1567,3.42,False
agri,1882.T,9,-1.0,-0.1458,-3.15,False
agri,1885.T,19,1.0,0.1484,3.17,False
agri,1941.T,1,-1.0,-0.1542,-3.36,False
agri,1950.T,23,1.0,0.1464,3.11,False
agri,1952.T,26,1.0,0.1758,3.74,False
agri,1975.T,21,1.0,0.1626,3.47,False
agri,2001.T,26,1.0,0.1599,3.39,False
agri,2109.T,21,1.0,0.1498,3.19,False
agri,2146.T,10,-1.0,-0.1479,-3.19,False
agri,2154.T,18,1.0,0.154,3.28,False
agri,2220.T,14,-1.0,-0.1484,-3.19,False
agri,2270.T,4,-1.0,-0.1521,-3.3,False
agri,2281.T,13,-1.0,-0.1536,-3.3,False
agri,2590.T,26,1.0,0.1952,4.17,False
agri,2602.T,20,-1.0,-0.1607,-3.43,False
agri,2659.T,20,-1.0,-0.1447,-3.08,False
agri,2730.T,5,1.0,0.1572,3.41,False
agri,2791.T,14,-1.0,-0.1399,-3.0,False
agri,2918.T,2,-1.0,-0.1614,-3.52,False
agri,3002.T,21,1.0,0.1432,3.05,False
agri,3076.T,7,-1.0,-0.1457,-3.15,True
agri,3087.T,26,1.0,0.1732,3.69,False
agri,3106.T,15,-1.0,-0.2022,-4.38,False
agri,3167.T,26,1.0,0.1605,3.41,False
agri,3387.T,7,-1.0,-0.2034,-4.45,False
agri,3661.T,13,1.0,0.302,4.42,False
agri,3765.T,25,-1.0,-0.16,-3.4,False
agri,3844.T,8,1.0,0.2122,3.77,False
agri,4023.T,20,-1.0,-0.1863,-4.0,False
agri,4028.T,6,1.0,0.1607,3.49,False
agri,4095.T,8,1.0,0.1628,3.53,False
agri,4109.T,20,-1.0,-0.1654,-3.54,False
agri,4369.T,11,1.0,0.1501,3.17,False
agri,4471.T,6,-1.0,-0.1841,-4.01,False
agri,4547.T,8,1.0,0.1455,3.14,False
agri,4633.T,23,1.0,0.1535,3.27,False
agri,4722.T,5,1.0,0.1704,3.71,False
agri,4819.T,25,-1.0,-0.1433,-3.04,False
agri,4849.T,26,-1.0,-0.1448,-3.07,False
agri,4928.T,8,1.0,0.146,3.04,False
agri,4971.T,8,1.0,0.155,3.35,False
agri,4985.T,8,1.0,0.1588,3.44,False
agri,5202.T,5,-1.0,-0.1426,-3.09,False
agri,5302.T,19,1.0,0.1926,4.14,False
agri,5310.T,5,-1.0,-0.1651,-3.59,False
agri,5331.T,23,1.0,0.1896,4.06,False
agri,5440.T,17,-1.0,-0.1769,-3.81,False
agri,5480.T,10,1.0,0.1561,3.37,False
agri,5563.T,21,1.0,0.1865,4.0,False
agri,5703.T,21,1.0,0.1523,3.25,False
agri,5741.T,21,1.0,0.1415,3.01,False
agri,5930.T,7,-1.0,-0.1422,-3.08,False
agri,5949.T,22,1.0,0.1648,3.52,False
agri,5988.T,23,1.0,0.1521,3.24,False
agri,6140.T,23,1.0,0.1488,3.16,False
agri,6254.T,4,-1.0,-0.1744,-3.66,False
agri,6315.T,21,1.0,0.1819,3.9,False
agri,6376.T,21,1.0,0.1581,3.37,False
agri,6395.T,2,1.0,0.1459,3.17,True
agri,6412.T,20,-1.0,-0.1544,-3.3,False
agri,6458.T,23,1.0,0.1598,3.4,False
agri,6490.T,18,1.0,0.1417,3.03,False
agri,6498.T,14,1.0,0.1425,3.06,False
agri,6588.T,25,-1.0,-0.1454,-3.08,False
agri,6622.T,9,-1.0,-0.1811,-3.93,False
agri,6651.T,15,-1.0,-0.1976,-4.28,False
agri,6652.T,18,1.0,0.182,3.91,True
agri,6744.T,10,-1.0,-0.1527,-3.3,False
agri,6768.T,26,-1.0,-0.1671,-3.55,False
agri,6804.T,9,-1.0,-0.1414,-3.05,False
agri,6810.T,9,-1.0,-0.1475,-3.04,False
agri,6859.T,21,1.0,0.1443,3.07,False
agri,6866.T,10,1.0,0.1618,3.5,False
agri,6875.T,15,-1.0,-0.1504,-3.23,False
agri,6995.T,25,-1.0,-0.1618,-3.44,False
agri,7157.T,24,-1.0,-0.2207,-3.16,False
agri,7224.T,17,1.0,0.1567,3.36,False
agri,7226.T,24,-1.0,-0.1546,-3.29,False
agri,7239.T,3,1.0,0.1958,4.29,False
agri,7242.T,21,1.0,0.1627,3.47,False
agri,7278.T,8,1.0,0.1682,3.65,False
agri,7296.T,13,-1.0,-0.1453,-3.12,False
agri,7421.T,16,1.0,0.1601,3.44,False
agri,7513.T,19,1.0,0.1504,3.21,False
agri,7516.T,23,1.0,0.1718,3.67,False
agri,7545.T,8,1.0,0.1738,3.77,False
agri,7581.T,4,-1.0,-0.1579,-3.43,False
agri,7611.T,10,-1.0,-0.1409,-3.04,False
agri,7740.T,20,-1.0,-0.1991,-4.29,False
agri,7762.T,3,1.0,0.1453,3.16,False
agri,7821.T,26,1.0,0.1683,3.56,False
agri,7826.T,22,1.0,0.1562,3.33,False
agri,7864.T,6,-1.0,-0.1596,-3.46,True
agri,7915.T,19,1.0,0.1822,3.91,False
agri,7965.T,8,1.0,0.1518,3.28,False
agri,7966.T,2,1.0,0.1621,3.54,False
