factor,ticker,k,sign,r_disc,t_disc,replicated
broad,9974.T,21,1.0,0.1648,3.37,False
spx,1605.T,2,1.0,0.1741,3.86,False
spx,1802.T,12,1.0,0.1578,3.46,False
spx,1803.T,14,1.0,0.1385,3.02,False
spx,1808.T,14,1.0,0.1435,3.13,False
spx,1963.T,2,1.0,0.1788,3.97,False
spx,2501.T,12,-1.0,-0.1543,-3.38,False
spx,2503.T,3,1.0,0.1558,3.44,False
spx,2801.T,8,-1.0,-0.1393,-3.06,False
spx,3099.T,18,-1.0,-0.1717,-3.75,False
spx,3382.T,6,-1.0,-0.1587,-3.5,False
spx,3401.T,22,-1.0,-0.1635,-3.55,False
spx,3405.T,4,1.0,0.1986,4.42,False
spx,3407.T,1,-1.0,-0.1444,-3.19,False
spx,4004.T,2,1.0,0.1817,4.04,False
spx,4005.T,4,1.0,0.1526,3.37,False
spx,4021.T,3,-1.0,-0.2313,-5.19,False
spx,4063.T,3,-1.0,-0.2451,-5.52,False
spx,4208.T,14,1.0,0.1658,3.63,False
spx,4307.T,21,-1.0,-0.1573,-3.41,False
spx,4452.T,23,1.0,0.1512,3.27,False
spx,4502.T,2,-1.0,-0.1403,-3.1,False
spx,4503.T,15,-1.0,-0.1402,-3.05,False
spx,4507.T,3,1.0,0.1594,3.53,False
spx,4543.T,13,1.0,0.1561,3.41,False
spx,4704.T,11,-1.0,-0.1679,-3.69,False
spx,4901.T,7,-1.0,-0.1427,-3.14,False
spx,5019.T,1,1.0,0.2028,4.52,False
spx,5108.T,4,1.0,0.1382,3.04,False
spx,5201.T,4,1.0,0.2034,4.53,False
spx,5214.T,13,-1.0,-0.1676,-3.67,False
spx,543A.T,2,1.0,0.1647,3.65,False
spx,5713.T,7,-1.0,-0.1434,-3.15,False
spx,5801.T,5,-1.0,-0.1388,-3.05,False
spx,5802.T,13,-1.0,-0.177,-3.89,False
spx,5803.T,2,1.0,0.1793,3.98,False
spx,6301.T,2,1.0,0.213,4.77,False
spx,6302.T,2,1.0,0.175,3.89,False
spx,6305.T,2,1.0,0.2428,5.47,False
spx,6326.T,6,-1.0,-0.1826,-4.04,False
spx,6361.T,24,-1.0,-0.1766,-3.83,False
spx,6471.T,2,1.0,0.1723,3.82,False
spx,6473.T,2,1.0,0.152,3.36,False
spx,6479.T,2,1.0,0.1766,3.92,True
spx,6501.T,3,1.0,0.1463,3.23,False
spx,6504.T,21,1.0,0.1807,3.94,False
spx,6506.T,12,1.0,0.1604,3.52,False
spx,6594.T,6,1.0,0.1839,4.07,False
spx,6645.T,4,1.0,0.1678,3.71,False
spx,6723.T,1,1.0,0.1382,3.05,False
spx,6752.T,1,1.0,0.1688,3.75,False
spx,6762.T,21,1.0,0.1496,3.24,False
spx,6770.T,22,-1.0,-0.1824,-3.97,False
spx,6861.T,3,-1.0,-0.1592,-3.52,False
spx,6902.T,2,1.0,0.1765,3.92,False
spx,6963.T,17,-1.0,-0.1619,-3.53,False
spx,6971.T,3,-1.0,-0.1642,-3.64,False
spx,6976.T,2,1.0,0.1689,3.75,True
spx,6981.T,17,-1.0,-0.1669,-3.64,False
spx,6988.T,25,1.0,0.1497,3.23,False
spx,7201.T,10,1.0,0.1506,3.3,False
spx,7211.T,13,-1.0,-0.1743,-3.83,False
spx,7261.T,26,-1.0,-0.1491,-3.21,False
spx,7267.T,2,1.0,0.2081,4.65,False
spx,7269.T,8,1.0,0.1382,3.03,False
spx,7270.T,4,1.0,0.1801,4.0,False
spx,7272.T,16,1.0,0.182,3.99,False
spx,7453.T,7,1.0,0.2097,4.66,False
spx,7532.T,5,1.0,0.1393,3.07,False
spx,7733.T,12,1.0,0.1546,3.39,False
spx,7832.T,2,-1.0,-0.1428,-3.15,False
spx,8002.T,2,1.0,0.1673,3.71,True
spx,8031.T,2,1.0,0.1731,3.84,True
spx,8053.T,15,-1.0,-0.1384,-3.01,False
spx,8058.T,2,1.0,0.1733,3.85,False
spx,8233.T,1,1.0,0.1683,3.74,False
spx,8253.T,2,1.0,0.2236,5.02,False
spx,8306.T,24,-1.0,-0.1472,-3.18,False
spx,8308.T,2,-1.0,-0.1371,-3.03,False
spx,8316.T,6,1.0,0.1685,3.72,False
spx,8354.T,18,-1.0,-0.149,-3.24,False
spx,8411.T,3,1.0,0.1515,3.35,False
spx,8591.T,6,1.0,0.1998,4.44,False
spx,8601.T,16,-1.0,-0.1604,-3.5,False
spx,8630.T,9,1.0,0.1856,3.26,False
spx,8725.T,12,-1.0,-0.1707,-3.47,False
spx,8766.T,6,1.0,0.1624,3.58,False
spx,9101.T,2,1.0,0.1598,3.54,True
spx,9104.T,2,1.0,0.1442,3.19,False
spx,9107.T,2,1.0,0.1506,3.33,False
spx,9432.T,2,-1.0,-0.1906,-4.25,False
spx,9502.T,2,-1.0,-0.2066,-4.62,False
spx,9503.T,2,-1.0,-0.1551,-3.43,False
spx,9531.T,2,-1.0,-0.2627,-5.95,False
spx,9532.T,2,-1.0,-0.1735,-3.85,True
spx,9602.T,2,-1.0,-0.1747,-3.88,False
spx,9766.T,13,1.0,0.161,3.53,False
spx,9843.T,2,-1.0,-0.1686,-3.74,False
spx,9983.T,2,-1.0,-0.1548,-3.43,False
spx,1820.T,9,1.0,0.221,4.92,False
spx,1878.T,7,1.0,0.1392,3.06,False
spx,2127.T,2,-1.0,-0.1387,-3.06,False
spx,2201.T,2,-1.0,-0.1473,-3.26,False
spx,2212.T,15,-1.0,-0.1546,-3.38,False
spx,2371.T,2,-1.0,-0.1753,-3.89,False
spx,2607.T,2,-1.0,-0.1884,-4.2,False
spx,2670.T,2,-1.0,-0.1519,-3.36,False
spx,2811.T,2,-1.0,-0.209,-4.67,False
spx,2897.T,3,1.0,0.1388,3.06,False
spx,3048.T,9,1.0,0.211,4.27,False
spx,3088.T,1,1.0,0.1563,3.46,False
spx,3107.T,8,-1.0,-0.2213,-4.93,False
spx,3116.T,10,1.0,0.1678,3.69,False
spx,3291.T,18,-1.0,-0.1923,-3.08,False
spx,3349.T,2,-1.0,-0.1682,-3.73,False
spx,3360.T,15,-1.0,-0.1467,-3.2,False
spx,3591.T,2,-1.0,-0.1476,-3.26,False
spx,3626.T,23,1.0,0.1671,3.62,False
spx,3941.T,2,-1.0,-0.1372,-3.03,False
spx,4062.T,2,1.0,0.1727,3.83,False
spx,417A.T,15,-1.0,-0.157,-3.43,False
spx,4203.T,9,-1.0,-0.1614,-3.55,False
spx,4206.T,6,-1.0,-0.1909,-4.23,False
spx,4403.T,10,-1.0,-0.2167,-4.81,False
spx,4528.T,2,-1.0,-0.19,-4.23,False
spx,4536.T,2,-1.0,-0.1698,-3.77,False
spx,4540.T,2,-1.0,-0.1382,-3.05,False
spx,4666.T,3,1.0,0.1434,3.17,False
spx,4681.T,5,1.0,0.1546,3.41,True
spx,4912.T,2,-1.0,-0.158,-3.5,False
spx,4967.T,2,-1.0,-0.1695,-3.76,False
spx,5110.T,6,-1.0,-0.1454,-3.2,False
spx,5334.T,12,1.0,0.1387,3.03,False
spx,5471.T,9,-1.0,-0.1447,-3.17,False
spx,5947.T,2,-1.0,-0.1763,-3.92,False
spx,6269.T,13,-1.0,-0.1472,-3.22,False
spx,6448.T,5,1.0,0.1909,4.24,False
spx,6457.T,3,1.0,0.1454,3.21,False
spx,6481.T,6,1.0,0.1391,3.06,False
spx,6586.T,3,-1.0,-0.1504,-3.32,False
spx,6632.T,21,-1.0,-0.1594,-3.46,False
spx,6674.T,4,-1.0,-0.1678,-3.71,False
spx,6754.T,19,-1.0,-0.1644,-3.58,False
spx,6806.T,3,-1.0,-0.1619,-3.58,True
spx,6849.T,11,-1.0,-0.1379,-3.01,False
spx,6923.T,4,1.0,0.1752,3.88,False
spx,6952.T,16,-1.0,-0.1754,-3.84,False
spx,7003.T,13,-1.0,-0.1545,-3.38,False
spx,7240.T,10,1.0,0.1711,3.77,False
spx,7259.T,10,1.0,0.1538,3.38,False
spx,7276.T,10,1.0,0.1552,3.41,False
spx,7282.T,10,1.0,0.1404,3.07,False
spx,7313.T,20,-1.0,-0.1963,-4.29,False
spx,7476.T,1,-1.0,-0.1806,-4.02,True
spx,7616.T,2,-1.0,-0.1691,-3.75,False
spx,7649.T,22,1.0,0.1571,3.4,False
spx,7729.T,5,1.0,0.1517,3.35,False
spx,7747.T,12,1.0,0.1404,3.07,False
spx,7846.T,14,1.0,0.1433,3.13,False
spx,7867.T,5,1.0,0.155,3.42,False
spx,7936.T,12,1.0,0.1522,3.33,False
spx,7988.T,12,1.0,0.1612,3.53,False
spx,8020.T,13,-1.0,-0.1419,-3.1,False
spx,8060.T,3,-1.0,-0.2066,-4.61,False
spx,8111.T,26,-1.0,-0.1444,-3.11,False
spx,8174.T,2,-1.0,-0.1755,-3.9,False
spx,8227.T,16,1.0,0.1717,3.76,False
spx,8282.T,1,1.0,0.1403,3.1,False
spx,8418.T,25,1.0,0.1469,3.17,False
spx,8593.T,6,1.0,0.1518,3.34,False
spx,9449.T,9,-1.0,-0.1383,-3.03,False
spx,9504.T,2,-1.0,-0.1712,-3.8,False
spx,9505.T,2,-1.0,-0.1496,-3.31,False
spx,9506.T,2,-1.0,-0.1615,-3.58,False
spx,9508.T,2,-1.0,-0.1441,-3.18,False
spx,9533.T,2,-1.0,-0.1584,-3.51,False
spx,9697.T,5,1.0,0.1493,3.29,False
spx,9744.T,2,-1.0,-0.1596,-3.53,False
spx,9831.T,1,1.0,0.1778,3.95,False
spx,9989.T,2,-1.0,-0.1438,-3.18,False
spx,1301.T,2,-1.0,-0.2123,-4.75,False
spx,1377.T,2,-1.0,-0.2316,-5.21,False
spx,1515.T,13,-1.0,-0.1958,-4.31,False
spx,1662.T,13,-1.0,-0.1549,-3.39,False
spx,1852.T,2,-1.0,-0.1381,-3.05,False
spx,1870.T,19,-1.0,-0.174,-3.79,False
spx,1952.T,2,-1.0,-0.1535,-3.4,False
spx,1975.T,2,-1.0,-0.1433,-3.17,False
spx,1979.T,2,-1.0,-0.1785,-3.97,False
spx,1980.T,19,-1.0,-0.1601,-3.48,False
spx,2146.T,15,1.0,0.2161,4.77,False
spx,2270.T,7,1.0,0.1797,3.97,False
spx,2281.T,2,-1.0,-0.1671,-3.7,False
spx,2292.T,2,-1.0,-0.1559,-3.45,False
spx,2590.T,1,-1.0,-0.1414,-3.13,False
spx,2664.T,16,1.0,0.1463,3.19,False
spx,2695.T,1,1.0,0.1364,3.01,False
spx,2730.T,21,1.0,0.1728,3.76,False
spx,2815.T,5,1.0,0.1816,4.02,False
spx,2874.T,2,-1.0,-0.2169,-4.86,False
spx,2918.T,2,-1.0,-0.1496,-3.31,False
spx,3036.T,13,-1.0,-0.16,-3.26,False
spx,3050.T,7,1.0,0.1478,3.25,False
spx,3106.T,5,1.0,0.1553,3.43,False
spx,3167.T,18,-1.0,-0.1548,-3.37,False
spx,3201.T,15,-1.0,-0.227,-5.03,False
spx,3387.T,8,-1.0,-0.2136,-4.75,False
spx,4008.T,24,-1.0,-0.1525,-3.3,False
spx,4023.T,8,-1.0,-0.1627,-3.58,False
spx,4028.T,1,1.0,0.1555,3.45,False
spx,4046.T,2,-1.0,-0.1491,-3.3,False
spx,4095.T,18,-1.0,-0.1407,-3.05,False
spx,4109.T,4,1.0,0.1747,3.87,False
spx,4212.T,6,-1.0,-0.1387,-3.05,False
spx,4216.T,12,1.0,0.1384,3.02,False
spx,4368.T,22,1.0,0.1931,4.21,False
spx,4369.T,4,1.0,0.1501,3.17,False
spx,4521.T,2,-1.0,-0.1682,-3.73,False
spx,4559.T,2,-1.0,-0.1629,-3.61,False
spx,4569.T,1,1.0,0.1367,3.02,False
spx,4686.T,19,-1.0,-0.1698,-3.7,False
spx,4722.T,2,-1.0,-0.154,-3.41,False
spx,4819.T,26,1.0,0.1622,3.5,False
spx,4825.T,2,-1.0,-0.1443,-3.19,False
spx,4914.T,8,-1.0,-0.1634,-3.6,False
spx,4975.T,2,-1.0,-0.1546,-3.42,False
spx,4985.T,15,-1.0,-0.1612,-3.52,False
spx,5202.T,9,-1.0,-0.1727,-3.81,True
spx,5310.T,17,1.0,0.1388,3.02,False
spx,5331.T,13,-1.0,-0.1464,-3.2,False
spx,5384.T,1,-1.0,-0.1477,-3.2,False
spx,5482.T,13,-1.0,-0.1379,-3.01,False
spx,5563.T,1,1.0,0.2039,4.56,False
spx,5857.T,3,1.0,0.1915,4.26,False
spx,5949.T,19,-1.0,-0.1432,-3.11,False
spx,5988.T,12,1.0,0.1689,3.71,False
spx,6101.T,23,1.0,0.1628,3.53,False
spx,6258.T,10,1.0,0.1473,3.23,False
spx,6284.T,12,1.0,0.1704,3.01,False
spx,6363.T,2,1.0,0.1523,3.37,False
spx,6371.T,3,1.0,0.1834,4.08,False
spx,6412.T,6,-1.0,-0.2127,-4.74,False
spx,6419.T,2,-1.0,-0.1755,-3.9,False
spx,6420.T,5,1.0,0.1773,3.93,True
spx,6454.T,6,-1.0,-0.1438,-3.16,False
spx,6458.T,23,1.0,0.1453,3.14,False
spx,6474.T,2,1.0,0.1612,3.57,False
spx,6508.T,2,1.0,0.1759,3.91,False
spx,6588.T,4,1.0,0.1414,3.12,False
spx,6622.T,9,-1.0,-0.149,-3.27,True
spx,6727.T,20,-1.0,-0.1522,-3.3,False
spx,6737.T,15,-1.0,-0.1408,-3.07,False
spx,6787.T,11,1.0,0.1574,3.45,False
spx,6807.T,24,-1.0,-0.1435,-3.1,False
spx,6810.T,23,1.0,0.2256,4.72,False
spx,6941.T,12,1.0,0.1432,3.13,False
spx,6995.T,4,1.0,0.1663,3.68,False
spx,7224.T,9,-1.0,-0.154,-3.38,False
spx,7239.T,3,1.0,0.193,4.3,False
spx,7241.T,10,1.0,0.2642,5.94,False
spx,7246.T,13,-1.0,-0.2182,-4.83,False
spx,7278.T,10,1.0,0.1509,3.31,False
spx,7283.T,26,1.0,0.1497,3.23,False
spx,7296.T,13,-1.0,-0.1589,-3.48,False
spx,7419.T,17,-1.0,-0.1514,-3.3,False
spx,7421.T,2,-1.0,-0.1706,-3.78,False
spx,7456.T,13,-1.0,-0.1836,-4.04,False
spx,7593.T,19,1.0,0.1583,3.44,False
spx,7595.T,2,-1.0,-0.166,-3.68,False
spx,7606.T,3,1.0,0.137,3.02,False
spx,7611.T,15,-1.0,-0.1963,-4.32,False
spx,7744.T,23,1.0,0.1499,3.24,False
spx,7821.T,26,1.0,0.19,4.04,False
spx,7826.T,17,1.0,0.1605,3.5,False
spx,7860.T,2,-1.0,-0.1414,-3.12,False
spx,7915.T,3,-1.0,-0.1575,-3.48,False
spx,7947.T,15,-1.0,-0.1529,-3.34,False
spx,7981.T,6,-1.0,-0.1384,-3.04,False
spx,7995.T,23,1.0,0.153,3.31,False
spx,8016.T,1,1.0,0.2283,5.13,False
spx,8051.T,7,1.0,0.1507,3.31,False
spx,8057.T,2,-1.0,-0.1684,-3.73,False
spx,8074.T,18,-1.0,-0.1463,-3.18,False
spx,8079.T,2,-1.0,-0.1594,-3.53,False
spx,8098.T,18,-1.0,-0.144,-3.13,False
spx,8130.T,3,-1.0,-0.147,-3.25,False
spx,8133.T,13,-1.0,-0.1559,-3.41,False
spx,8153.T,2,-1.0,-0.2242,-5.03,False
spx,8160.T,2,-1.0,-0.23,-5.17,False
spx,8179.T,2,-1.0,-0.2376,-5.35,False
spx,8194.T,2,-1.0,-0.187,-4.16,False
spx,8200.T,2,-1.0,-0.1476,-3.26,False
spx,8273.T,1,1.0,0.1364,3.01,False
spx,8278.T,2,-1.0,-0.1593,-3.53,False
spx,8358.T,5,1.0,0.1372,3.02,False
spx,8388.T,2,-1.0,-0.1608,-3.56,False
spx,8511.T,4,1.0,0.1526,3.37,False
spx,8544.T,21,-1.0,-0.1419,-3.07,False
spx,8706.T,1,1.0,0.2439,5.5,False
spx,8714.T,2,-1.0,-0.1566,-3.47,False
spx,8803.T,14,1.0,0.1498,3.27,False
spx,8848.T,13,-1.0,-0.1753,-3.85,False
spx,8923.T,1,1.0,0.144,3.16,False
spx,9413.T,2,-1.0,-0.1455,-3.21,False
spx,9511.T,2,-1.0,-0.1876,-4.18,False
spx,9543.T,2,-1.0,-0.1814,-4.03,False
spx,9551.T,13,-1.0,-0.3884,-3.01,False
spx,9601.T,15,-1.0,-0.148,-3.23,False
spx,9603.T,2,-1.0,-0.1493,-3.3,False
spx,9605.T,15,-1.0,-0.1623,-3.55,False
spx,9692.T,1,1.0,0.1368,3.02,False
spx,9793.T,1,-1.0,-0.1375,-3.04,False
spx,9824.T,1,1.0,0.1594,3.53,False
spx,9832.T,15,-1.0,-0.1495,-3.26,False
spx,9869.T,2,-1.0,-0.2069,-4.62,False
spx,9887.T,2,-1.0,-0.2066,-4.62,False
spx,9900.T,2,-1.0,-0.2004,-4.47,False
spx,9956.T,6,-1.0,-0.1557,-3.43,False
spx,9960.T,2,-1.0,-0.1499,-3.31,False
spx,9974.T,13,-1.0,-0.148,-3.02,False
vix,1605.T,2,-1.0,-0.2125,-4.75,False
vix,1802.T,14,-1.0,-0.1507,-3.29,False
vix,1808.T,19,-1.0,-0.1852,-4.05,False
vix,1963.T,2,-1.0,-0.1546,-3.42,False
vix,2282.T,2,1.0,0.138,3.05,False
vix,2501.T,12,1.0,0.1797,3.95,False
vix,2502.T,24,-1.0,-0.1475,-3.18,False
vix,2768.T,4,-1.0,-0.1459,-3.22,False
vix,3099.T,11,-1.0,-0.1391,-3.04,False
vix,3382.T,6,1.0,0.141,3.1,False
vix,3405.T,4,-1.0,-0.1772,-3.93,False
vix,3861.T,8,1.0,0.141,3.09,False
vix,4004.T,2,-1.0,-0.1793,-3.99,False
vix,4005.T,4,-1.0,-0.1491,-3.29,False
vix,4021.T,3,1.0,0.1376,3.03,False
vix,4043.T,14,-1.0,-0.1568,-3.43,False
vix,4063.T,3,1.0,0.1928,4.29,False
vix,4151.T,1,-1.0,-0.1394,-3.08,False
vix,4208.T,14,-1.0,-0.1482,-3.23,False
vix,4452.T,2,1.0,0.1582,3.5,False
vix,4502.T,15,1.0,0.1613,3.52,False
vix,4503.T,2,1.0,0.169,3.75,True
vix,5108.T,1,1.0,0.1427,3.16,False
vix,5201.T,4,-1.0,-0.1692,-3.74,False
vix,543A.T,2,-1.0,-0.1583,-3.5,False
vix,5631.T,2,-1.0,-0.1408,-3.11,False
vix,5711.T,6,-1.0,-0.1565,-3.45,False
vix,5714.T,2,-1.0,-0.1436,-3.17,False
vix,5801.T,2,-1.0,-0.1518,-3.36,False
vix,5803.T,2,-1.0,-0.1737,-3.86,False
vix,6301.T,2,-1.0,-0.2169,-4.86,False
vix,6302.T,2,-1.0,-0.1805,-4.01,False
vix,6305.T,2,-1.0,-0.2223,-4.98,False
vix,6326.T,6,1.0,0.1821,4.03,False
vix,6361.T,24,1.0,0.1482,3.2,False
vix,6471.T,2,-1.0,-0.1819,-4.04,False
vix,6479.T,2,-1.0,-0.1698,-3.77,False
vix,6501.T,24,1.0,0.1516,3.27,False
vix,6504.T,21,-1.0,-0.1713,-3.73,False
vix,6506.T,2,-1.0,-0.1576,-3.49,False
vix,6594.T,6,-1.0,-0.16,-3.53,False
vix,6645.T,12,-1.0,-0.1458,-3.19,False
vix,6723.T,6,-1.0,-0.1449,-3.19,False
vix,6762.T,6,-1.0,-0.1427,-3.14,False
vix,6861.T,17,1.0,0.1394,3.03,False
vix,6902.T,2,-1.0,-0.1968,-4.39,False
vix,6963.T,2,-1.0,-0.143,-3.16,False
vix,6971.T,3,1.0,0.1546,3.42,False
vix,6976.T,2,-1.0,-0.2133,-4.77,False
vix,6988.T,25,-1.0,-0.1467,-3.16,False
vix,7013.T,17,-1.0,-0.1476,-3.21,False
vix,7201.T,10,-1.0,-0.1508,-3.31,False
vix,7261.T,2,-1.0,-0.1725,-3.83,True
vix,7267.T,2,-1.0,-0.203,-4.53,False
vix,7270.T,4,-1.0,-0.1446,-3.19,False
vix,7272.T,13,1.0,0.1555,3.4,False
vix,7453.T,7,-1.0,-0.1489,-3.27,False
vix,7532.T,2,1.0,0.1536,3.4,False
vix,7731.T,4,-1.0,-0.158,-3.49,False
vix,7751.T,15,-1.0,-0.1432,-3.12,False
vix,8002.T,2,-1.0,-0.141,-3.11,True
vix,8031.T,2,-1.0,-0.1598,-3.54,True
vix,8035.T,6,-1.0,-0.1543,-3.4,False
vix,8058.T,2,-1.0,-0.1845,-4.1,False
vix,8252.T,22,1.0,0.1442,3.12,False
vix,8253.T,2,-1.0,-0.169,-3.75,False
vix,8309.T,10,1.0,0.1375,3.01,False
vix,8316.T,10,1.0,0.1388,3.04,False
vix,8354.T,18,1.0,0.1419,3.08,False
vix,8591.T,6,-1.0,-0.1583,-3.49,False
vix,8604.T,6,-1.0,-0.1443,-3.18,False
vix,8697.T,3,1.0,0.1536,3.03,True
vix,8750.T,14,-1.0,-0.1752,-3.07,False
vix,9101.T,2,-1.0,-0.1614,-3.57,False
vix,9104.T,2,-1.0,-0.139,-3.07,False
vix,9432.T,2,1.0,0.1871,4.16,False
vix,9502.T,2,1.0,0.1786,3.97,False
vix,9531.T,2,1.0,0.218,4.88,False
vix,9532.T,2,1.0,0.1521,3.36,True
vix,9602.T,2,1.0,0.181,4.02,False
vix,9843.T,2,1.0,0.1427,3.15,False
vix,1820.T,9,-1.0,-0.2125,-4.72,False
vix,1878.T,12,-1.0,-0.1413,-3.09,False
vix,1942.T,3,-1.0,-0.1423,-3.14,False
vix,1944.T,2,1.0,0.1529,3.38,False
vix,1959.T,2,1.0,0.1364,3.01,True
vix,2127.T,2,1.0,0.1451,3.21,False
vix,2212.T,6,1.0,0.1486,3.27,False
vix,2371.T,2,1.0,0.1367,3.02,False
vix,2607.T,2,1.0,0.181,4.02,False
vix,2670.T,2,1.0,0.1439,3.18,False
vix,2811.T,2,1.0,0.1483,3.28,False
vix,3003.T,19,-1.0,-0.1712,-3.73,False
vix,3048.T,8,1.0,0.2151,4.35,True
vix,3105.T,2,-1.0,-0.1484,-3.28,False
vix,3107.T,22,-1.0,-0.1956,-4.27,False
vix,3349.T,2,1.0,0.1386,3.06,False
vix,3360.T,15,1.0,0.1545,3.37,False
vix,3591.T,6,1.0,0.1414,3.11,False
vix,3941.T,2,1.0,0.154,3.41,False
vix,4062.T,2,-1.0,-0.1573,-3.48,False
vix,417A.T,15,1.0,0.1535,3.35,False
vix,4202.T,6,1.0,0.1522,3.35,False
vix,4206.T,6,1.0,0.2089,4.65,False
vix,4403.T,10,1.0,0.1736,3.82,False
vix,4528.T,2,1.0,0.1413,3.12,False
vix,4536.T,2,1.0,0.163,3.61,False
vix,4732.T,18,1.0,0.1413,3.07,False
vix,4912.T,2,1.0,0.1607,3.56,False
vix,4967.T,2,1.0,0.1608,3.56,False
vix,5110.T,6,1.0,0.1375,3.02,False
vix,5334.T,10,-1.0,-0.1425,-3.12,False
vix,5947.T,2,1.0,0.1599,3.54,False
vix,6268.T,2,-1.0,-0.1521,-3.37,True
vix,6269.T,13,1.0,0.1596,3.49,False
vix,6436.T,10,-1.0,-0.1393,-3.05,False
vix,6448.T,5,-1.0,-0.1653,-3.65,False
vix,6465.T,15,1.0,0.1909,3.71,False
vix,6481.T,6,-1.0,-0.1426,-3.14,False
vix,6586.T,3,1.0,0.1687,3.74,False
vix,6632.T,21,1.0,0.1512,3.28,False
vix,6806.T,3,1.0,0.1369,3.02,True
vix,6849.T,11,1.0,0.1512,3.31,False
vix,6856.T,25,1.0,0.1434,3.09,False
vix,6923.T,3,1.0,0.1853,4.12,False
vix,6952.T,16,1.0,0.1715,3.75,False
vix,7259.T,4,-1.0,-0.1603,-3.54,False
vix,7282.T,10,-1.0,-0.1452,-3.18,False
vix,7313.T,20,1.0,0.1505,3.26,False
vix,7476.T,1,1.0,0.1732,3.85,True
vix,7616.T,15,1.0,0.148,3.23,False
vix,7747.T,12,-1.0,-0.1522,-3.33,False
vix,7846.T,2,1.0,0.1397,3.08,False
vix,7956.T,10,-1.0,-0.1547,-3.4,False
vix,7988.T,13,1.0,0.1638,3.59,False
vix,8060.T,3,1.0,0.1689,3.74,False
vix,8111.T,26,1.0,0.1483,3.19,False
vix,8227.T,16,-1.0,-0.1781,-3.9,False
vix,8418.T,25,-1.0,-0.1529,-3.3,False
vix,8593.T,6,-1.0,-0.1438,-3.16,False
vix,9504.T,2,1.0,0.1398,3.09,False
vix,9533.T,2,1.0,0.1589,3.52,False
vix,9697.T,10,-1.0,-0.1437,-3.15,False
vix,9744.T,2,1.0,0.1428,3.16,False
vix,9962.T,10,-1.0,-0.1458,-3.2,False
vix,9989.T,2,1.0,0.1637,3.63,False
vix,1301.T,2,1.0,0.1457,3.22,False
vix,1377.T,2,1.0,0.1897,4.22,False
vix,1515.T,13,1.0,0.1437,3.14,False
vix,1870.T,7,-1.0,-0.1575,-3.47,False
vix,1934.T,2,1.0,0.1514,3.35,True
vix,1950.T,2,1.0,0.1407,3.11,False
vix,1952.T,2,1.0,0.1511,3.34,False
vix,1979.T,2,1.0,0.1744,3.87,False
vix,2146.T,11,-1.0,-0.197,-4.35,True
vix,2281.T,2,1.0,0.1912,4.26,False
vix,2664.T,13,1.0,0.138,3.01,False
vix,2730.T,21,-1.0,-0.1954,-4.27,False
vix,2874.T,2,1.0,0.1768,3.93,False
vix,3167.T,18,1.0,0.1487,3.23,False
vix,3201.T,15,1.0,0.1631,3.56,False
vix,3387.T,8,1.0,0.1982,4.39,False
vix,3433.T,18,1.0,0.1405,3.05,False
vix,3445.T,23,1.0,0.5754,4.28,False
vix,3661.T,23,-1.0,-0.2194,-3.14,False
vix,4008.T,23,-1.0,-0.1673,-3.63,False
vix,4046.T,2,1.0,0.156,3.45,False
vix,4095.T,10,-1.0,-0.1567,-3.44,False
vix,4109.T,4,-1.0,-0.1549,-3.42,False
vix,4212.T,6,1.0,0.1447,3.18,False
vix,4368.T,22,-1.0,-0.19,-4.14,True
vix,4521.T,2,1.0,0.1461,3.23,False
vix,4722.T,2,1.0,0.1846,4.11,False
vix,4914.T,8,1.0,0.1666,3.67,False
vix,4985.T,15,1.0,0.1527,3.33,True
vix,5192.T,8,1.0,0.1521,3.34,False
vix,5202.T,2,-1.0,-0.1528,-3.38,False
vix,5351.T,2,1.0,0.168,3.72,False
vix,5482.T,13,1.0,0.1447,3.16,False
vix,5563.T,13,1.0,0.1389,3.03,False
vix,5857.T,3,-1.0,-0.1953,-4.35,False
vix,5975.T,6,1.0,0.1425,3.13,False
vix,5988.T,10,-1.0,-0.1496,-3.28,False
vix,6258.T,10,-1.0,-0.1387,-3.03,False
vix,6395.T,6,1.0,0.1615,3.56,False
vix,6412.T,6,1.0,0.1654,3.65,False
vix,6651.T,2,1.0,0.1471,3.25,False
vix,6652.T,2,1.0,0.1415,3.12,False
vix,6703.T,22,1.0,0.1432,3.1,False
vix,6768.T,23,-1.0,-0.1672,-3.62,False
vix,6787.T,11,-1.0,-0.1376,-3.01,False
vix,6810.T,23,-1.0,-0.1931,-4.01,False
vix,6866.T,10,-1.0,-0.1508,-3.31,False
vix,6995.T,2,-1.0,-0.1381,-3.05,False
vix,6996.T,12,-1.0,-0.142,-3.1,False
vix,7220.T,9,-1.0,-0.1462,-3.21,False
vix,7224.T,9,1.0,0.1747,3.85,False
vix,7239.T,3,-1.0,-0.1577,-3.49,False
vix,7241.T,10,-1.0,-0.148,-3.24,False
vix,7242.T,6,1.0,0.1433,3.15,False
vix,7246.T,13,1.0,0.1505,3.29,False
vix,7283.T,26,-1.0,-0.1681,-3.63,False
vix,7296.T,9,-1.0,-0.1979,-4.38,False
vix,7421.T,2,1.0,0.1494,3.3,False
vix,7433.T,8,1.0,0.1711,3.77,False
vix,7456.T,13,1.0,0.1483,3.24,False
vix,7593.T,19,-1.0,-0.1511,-3.28,False
vix,7611.T,15,1.0,0.1759,3.85,False
