family,lead,target,w,tgt,half,slope,t,n,p,hit
US→JP,SMH,保険業,1,1-5,H2,-0.03394,-1.12708,2450,0.25971,0.48735
US→JP,SMH,化学,1,1-5,H2,0.03524,2.88433,2450,0.00392,0.51306
US→JP,SMH,医薬品,1,1-5,H2,-0.03034,-1.1295,2450,0.25869,0.48694
US→JP,SMH,卸売業,1,1-5,H2,-0.01599,-1.76386,2450,0.07776,0.49469
US→JP,SMH,小売業,1,1-5,H2,-0.0338,-1.69862,2450,0.08939,0.49061
US→JP,SMH,建設業,1,1-5,H2,-0.04174,-2.07239,2450,0.03823,0.47796
US→JP,SMH,情報・通信業,1,1-5,H2,-0.01773,-0.70994,2450,0.47774,0.50408
US→JP,SMH,機械,1,1-5,H2,0.03953,2.09563,2450,0.03611,0.5
US→JP,SMH,水産・農林業,1,1-5,H2,-0.05623,-2.02098,2450,0.04328,0.49347
US→JP,SMH,海運業,1,1-5,H2,0.02979,0.55436,2450,0.57933,0.50286
US→JP,SMH,石油・石炭製品,1,1-5,H2,0.06503,1.32037,2450,0.18671,0.49184
US→JP,SMH,精密機器,1,1-5,H2,0.03559,1.76471,2450,0.07761,0.50776
US→JP,SMH,繊維製品,1,1-5,H2,-0.00285,-0.15385,2450,0.87773,0.50571
US→JP,SMH,証券、商品先物取引業,1,1-5,H2,-0.0029,-0.12769,2450,0.89839,0.48122
US→JP,SMH,輸送用機器,1,1-5,H2,0.03816,1.61349,2450,0.10664,0.49143
US→JP,SMH,金属製品,1,1-5,H2,0.05451,3.20564,2450,0.00135,0.51959
US→JP,SMH,鉄鋼,1,1-5,H2,-0.02469,-0.98811,2450,0.3231,0.49265
US→JP,SMH,鉱業,1,1-5,H2,0.03496,0.88018,2450,0.37876,0.49592
US→JP,SMH,銀行業,1,1-5,H2,-0.03822,-1.11208,2450,0.2661,0.49388
US→JP,SMH,電気・ガス業,1,1-5,H2,-0.04745,-1.57538,2450,0.11517,0.49918
US→JP,SMH,電気機器,1,1-5,H2,0.05037,2.26961,2450,0.02323,0.49551
US→JP,SMH,非鉄金属,1,1-5,H2,0.03296,0.93124,2450,0.35173,0.50694
US→JP,SMH,食料品,1,1-5,H2,-0.02379,-1.00397,2450,0.31539,0.49306
US→JP,XME,その他製品,1,1-5,H2,0.00535,0.44875,2450,0.65361,0.50286
US→JP,XME,その他金融業,1,1-5,H2,-0.01617,-0.96695,2450,0.33357,0.47918
US→JP,XME,ガラス・土石製品,1,1-5,H2,0.04805,2.46357,2450,0.01376,0.52694
US→JP,XME,ゴム製品,1,1-5,H2,-0.03358,-1.17426,2450,0.24029,0.4898
US→JP,XME,サービス業,1,1-5,H2,0.00681,0.35565,2450,0.7221,0.48531
US→JP,XME,パルプ・紙,1,1-5,H2,-0.02864,-1.03456,2450,0.30088,0.50082
US→JP,XME,不動産業,1,1-5,H2,0.01867,0.95738,2450,0.33837,0.49959
US→JP,XME,保険業,1,1-5,H2,0.03553,1.32065,2450,0.18662,0.50082
US→JP,XME,化学,1,1-5,H2,0.00167,0.15613,2450,0.87593,0.49224
US→JP,XME,医薬品,1,1-5,H2,-0.02708,-1.15143,2450,0.24956,0.47918
US→JP,XME,卸売業,1,1-5,H2,0.01357,1.47174,2450,0.14109,0.51796
US→JP,XME,小売業,1,1-5,H2,-0.03752,-2.14801,2450,0.03171,0.48857
US→JP,XME,建設業,1,1-5,H2,-0.0096,-0.59123,2450,0.55436,0.49061
US→JP,XME,情報・通信業,1,1-5,H2,-0.03391,-1.4462,2450,0.14812,0.48163
US→JP,XME,機械,1,1-5,H2,0.01476,0.92903,2450,0.35287,0.50612
US→JP,XME,水産・農林業,1,1-5,H2,0.00495,0.19601,2450,0.8446,0.50612
US→JP,XME,海運業,1,1-5,H2,0.13481,2.53895,2450,0.01112,0.51061
US→JP,XME,石油・石炭製品,1,1-5,H2,0.0873,2.16099,2450,0.0307,0.50939
US→JP,XME,精密機器,1,1-5,H2,0.00015,0.0089,2450,0.9929,0.4951
US→JP,XME,繊維製品,1,1-5,H2,-0.02453,-1.33193,2450,0.18288,0.49143
US→JP,XME,証券、商品先物取引業,1,1-5,H2,0.05039,2.20287,2450,0.0276,0.49878
US→JP,XME,輸送用機器,1,1-5,H2,0.01792,0.71686,2450,0.47346,0.49755
US→JP,XME,金属製品,1,1-5,H2,0.02984,2.03813,2450,0.04154,0.49714
US→JP,XME,鉄鋼,1,1-5,H2,0.05276,2.15392,2450,0.03125,0.52898
US→JP,XME,鉱業,1,1-5,H2,0.13816,3.53477,2450,0.00041,0.53143
US→JP,XME,銀行業,1,1-5,H2,0.02212,0.75729,2450,0.44888,0.5049
US→JP,XME,電気・ガス業,1,1-5,H2,-0.02852,-0.96233,2450,0.33588,0.50449
US→JP,XME,電気機器,1,1-5,H2,-0.00259,-0.13876,2450,0.88964,0.49918
US→JP,XME,非鉄金属,1,1-5,H2,0.08837,2.67323,2450,0.00751,0.52939
US→JP,XME,食料品,1,1-5,H2,-0.04723,-2.14306,2450,0.03211,0.49102
US→JP,KRE,その他製品,1,1-5,H2,-0.02003,-1.52298,2450,0.12776,0.49633
US→JP,KRE,その他金融業,1,1-5,H2,0.02933,1.67448,2450,0.09404,0.49959
US→JP,KRE,ガラス・土石製品,1,1-5,H2,0.02108,1.118,2450,0.26357,0.49184
US→JP,KRE,ゴム製品,1,1-5,H2,-0.03869,-1.38634,2450,0.16564,0.50286
US→JP,KRE,サービス業,1,1-5,H2,0.01287,0.67495,2450,0.49971,0.49429
US→JP,KRE,パルプ・紙,1,1-5,H2,0.00601,0.20537,2450,0.83729,0.50327
US→JP,KRE,不動産業,1,1-5,H2,0.01136,0.5596,2450,0.57575,0.50286
US→JP,KRE,保険業,1,1-5,H2,-0.00893,-0.3095,2450,0.75694,0.4902
US→JP,KRE,化学,1,1-5,H2,-0.01844,-1.60445,2450,0.10861,0.49959
US→JP,KRE,医薬品,1,1-5,H2,-0.01084,-0.43827,2450,0.66119,0.48816
US→JP,KRE,卸売業,1,1-5,H2,-0.00085,-0.09513,2450,0.92421,0.49755
US→JP,KRE,小売業,1,1-5,H2,-0.0217,-1.16462,2450,0.24417,0.48857
US→JP,KRE,建設業,1,1-5,H2,0.0075,0.43126,2450,0.66628,0.49388
US→JP,KRE,情報・通信業,1,1-5,H2,-0.04374,-1.78079,2450,0.07495,0.48653
US→JP,KRE,機械,1,1-5,H2,0.02522,1.45511,2450,0.14564,0.50612
US→JP,KRE,水産・農林業,1,1-5,H2,-0.00717,-0.2845,2450,0.77603,0.51347
US→JP,KRE,海運業,1,1-5,H2,0.07583,1.26184,2450,0.20701,0.49918
US→JP,KRE,石油・石炭製品,1,1-5,H2,0.01102,0.2569,2450,0.79726,0.49306
US→JP,KRE,精密機器,1,1-5,H2,-0.01408,-0.82225,2450,0.41094,0.51143
US→JP,KRE,繊維製品,1,1-5,H2,0.00898,0.48391,2450,0.62845,0.50531
US→JP,KRE,証券、商品先物取引業,1,1-5,H2,0.06005,2.27888,2450,0.02267,0.48653
US→JP,KRE,輸送用機器,1,1-5,H2,-0.01375,-0.58744,2450,0.55691,0.50571
US→JP,KRE,金属製品,1,1-5,H2,0.00714,0.44495,2450,0.65636,0.50531
US→JP,KRE,鉄鋼,1,1-5,H2,0.06835,2.5451,2450,0.01092,0.50612
US→JP,KRE,鉱業,1,1-5,H2,0.07347,1.83681,2450,0.06624,0.51673
US→JP,KRE,銀行業,1,1-5,H2,0.02828,0.90729,2450,0.36425,0.5
US→JP,KRE,電気・ガス業,1,1-5,H2,-0.02966,-0.89724,2450,0.36959,0.48082
US→JP,KRE,電気機器,1,1-5,H2,0.00709,0.36457,2450,0.71544,0.51224
US→JP,KRE,非鉄金属,1,1-5,H2,0.05694,1.74036,2450,0.0818,0.50245
US→JP,KRE,食料品,1,1-5,H2,-0.04073,-1.77491,2450,0.07591,0.49429
US→JP,ITB,その他製品,1,1-5,H2,-0.01602,-1.11376,2450,0.26538,0.48939
US→JP,ITB,その他金融業,1,1-5,H2,-0.00601,-0.29448,2450,0.76839,0.49673
US→JP,ITB,ガラス・土石製品,1,1-5,H2,0.02778,1.26304,2450,0.20657,0.50776
US→JP,ITB,ゴム製品,1,1-5,H2,0.0265,0.79175,2450,0.4285,0.50898
US→JP,ITB,サービス業,1,1-5,H2,0.03451,1.48491,2450,0.13757,0.50122
US→JP,ITB,パルプ・紙,1,1-5,H2,-0.0463,-1.43272,2450,0.15194,0.48082
US→JP,ITB,不動産業,1,1-5,H2,0.00087,0.03533,2450,0.97182,0.49102
US→JP,ITB,保険業,1,1-5,H2,-0.01373,-0.4452,2450,0.65617,0.50857
US→JP,ITB,化学,1,1-5,H2,0.01172,0.84014,2450,0.40083,0.49592
US→JP,ITB,医薬品,1,1-5,H2,-0.0023,-0.08481,2450,0.93241,0.50245
US→JP,ITB,卸売業,1,1-5,H2,-0.01163,-1.23228,2450,0.21785,0.49388
US→JP,ITB,小売業,1,1-5,H2,-0.02949,-1.31755,2450,0.18766,0.50694
US→JP,ITB,建設業,1,1-5,H2,-0.01241,-0.66688,2450,0.50485,0.49918
US→JP,ITB,情報・通信業,1,1-5,H2,0.01635,0.61843,2450,0.53629,0.5098
US→JP,ITB,機械,1,1-5,H2,0.03435,1.76842,2450,0.07699,0.49755
US→JP,ITB,水産・農林業,1,1-5,H2,-0.05328,-1.77173,2450,0.07644,0.50653
US→JP,ITB,海運業,1,1-5,H2,-0.1218,-2.09838,2450,0.03587,0.48245
US→JP,ITB,石油・石炭製品,1,1-5,H2,-0.04097,-0.84864,2450,0.39608,0.50653
US→JP,ITB,精密機器,1,1-5,H2,0.00464,0.26404,2450,0.79175,0.49143
US→JP,ITB,繊維製品,1,1-5,H2,-0.02015,-0.91046,2450,0.36258,0.49347
US→JP,ITB,証券、商品先物取引業,1,1-5,H2,-0.01913,-0.73876,2450,0.46006,0.49347
US→JP,ITB,輸送用機器,1,1-5,H2,-0.01191,-0.43098,2450,0.66649,0.50122
US→JP,ITB,金属製品,1,1-5,H2,0.01519,0.85921,2450,0.39023,0.49673
US→JP,ITB,鉄鋼,1,1-5,H2,-0.01306,-0.47064,2450,0.6379,0.49755
US→JP,ITB,鉱業,1,1-5,H2,0.00655,0.14475,2450,0.88491,0.50082
US→JP,ITB,銀行業,1,1-5,H2,-0.07716,-2.04379,2450,0.04097,0.49469
US→JP,ITB,電気・ガス業,1,1-5,H2,-0.00654,-0.18886,2450,0.8502,0.5098
US→JP,ITB,電気機器,1,1-5,H2,0.04761,2.11861,2450,0.03412,0.50286
US→JP,ITB,非鉄金属,1,1-5,H2,-0.01682,-0.47732,2450,0.63314,0.49306
US→JP,ITB,食料品,1,1-5,H2,-0.01245,-0.45164,2450,0.65153,0.50367
US→JP,XRT,その他製品,1,1-5,H2,-0.01549,-0.99122,2450,0.32158,0.49673
US→JP,XRT,その他金融業,1,1-5,H2,0.02504,1.10798,2450,0.26787,0.49592
US→JP,XRT,ガラス・土石製品,1,1-5,H2,0.05242,2.21854,2450,0.02652,0.49469
US→JP,XRT,ゴム製品,1,1-5,H2,0.00747,0.1859,2450,0.85252,0.5049
US→JP,XRT,サービス業,1,1-5,H2,0.00021,0.00776,2450,0.99381,0.50122
US→JP,XRT,パルプ・紙,1,1-5,H2,-0.09888,-2.55003,2450,0.01077,0.4849
US→JP,XRT,不動産業,1,1-5,H2,0.00874,0.3161,2450,0.75192,0.50163
US→JP,XRT,保険業,1,1-5,H2,0.01891,0.51818,2450,0.60433,0.50041
US→JP,XRT,化学,1,1-5,H2,0.00855,0.56035,2450,0.57524,0.49429
US→JP,XRT,医薬品,1,1-5,H2,-0.01386,-0.45636,2450,0.64813,0.49673
US→JP,XRT,卸売業,1,1-5,H2,-0.01739,-1.60166,2450,0.10923,0.48653
US→JP,XRT,小売業,1,1-5,H2,-0.02989,-1.25337,2450,0.21007,0.50041
US→JP,XRT,建設業,1,1-5,H2,-0.01947,-0.88962,2450,0.37367,0.4902
US→JP,XRT,情報・通信業,1,1-5,H2,-0.04347,-1.35129,2450,0.1766,0.49673
US→JP,XRT,機械,1,1-5,H2,0.0301,1.36317,2450,0.17283,0.4951
US→JP,XRT,水産・農林業,1,1-5,H2,-0.04426,-1.24789,2450,0.21207,0.50327
US→JP,XRT,海運業,1,1-5,H2,-0.0513,-0.69931,2450,0.48436,0.49878
US→JP,XRT,石油・石炭製品,1,1-5,H2,-0.0349,-0.59117,2450,0.55441,0.49184
US→JP,XRT,精密機器,1,1-5,H2,-0.00533,-0.2487,2450,0.80359,0.51755
US→JP,XRT,繊維製品,1,1-5,H2,0.00692,0.2867,2450,0.77434,0.49837
US→JP,XRT,証券、商品先物取引業,1,1-5,H2,0.06315,2.11975,2450,0.03403,0.51551
US→JP,XRT,輸送用機器,1,1-5,H2,0.04255,1.30418,2450,0.19217,0.51429
US→JP,XRT,金属製品,1,1-5,H2,0.02628,1.26537,2450,0.20574,0.49755
US→JP,XRT,鉄鋼,1,1-5,H2,0.02566,0.73949,2450,0.45961,0.49918
US→JP,XRT,鉱業,1,1-5,H2,0.05184,1.00161,2450,0.31653,0.51143
US→JP,XRT,銀行業,1,1-5,H2,0.00292,0.07025,2450,0.94399,0.49551
US→JP,XRT,電気・ガス業,1,1-5,H2,-0.08875,-2.21865,2450,0.02651,0.48449
US→JP,XRT,電気機器,1,1-5,H2,0.05724,2.21021,2450,0.02709,0.50041
US→JP,XRT,非鉄金属,1,1-5,H2,0.06078,1.50334,2450,0.13275,0.49959
US→JP,XRT,食料品,1,1-5,H2,-0.07924,-2.61416,2450,0.00894,0.49796
US→JP,XOP,その他製品,1,1-5,H2,-0.00422,-0.46688,2450,0.64058,0.4953
US→JP,XOP,その他金融業,1,1-5,H2,0.00147,0.11765,2450,0.90634,0.50388
US→JP,XOP,ガラス・土石製品,1,1-5,H2,0.00522,0.38037,2450,0.70367,0.51776
US→JP,XOP,ゴム製品,1,1-5,H2,-0.04065,-1.76144,2450,0.07816,0.4998
US→JP,XOP,サービス業,1,1-5,H2,-0.0016,-0.10601,2450,0.91557,0.49571
US→JP,XOP,パルプ・紙,1,1-5,H2,0.0106,0.48044,2450,0.63092,0.50796
US→JP,XOP,不動産業,1,1-5,H2,0.02558,1.72119,2450,0.08522,0.50306
US→JP,XOP,保険業,1,1-5,H2,0.02137,1.02229,2450,0.30664,0.49326
US→JP,XOP,化学,1,1-5,H2,-0.0202,-2.39071,2450,0.01682,0.49449
US→JP,XOP,医薬品,1,1-5,H2,-0.02422,-1.27895,2450,0.20091,0.48755
US→JP,XOP,卸売業,1,1-5,H2,0.01775,2.62249,2450,0.00873,0.5047
US→JP,XOP,小売業,1,1-5,H2,-0.00119,-0.09639,2450,0.92321,0.49204
US→JP,XOP,建設業,1,1-5,H2,0.00681,0.54111,2450,0.58843,0.47203
US→JP,XOP,情報・通信業,1,1-5,H2,-0.03712,-2.12759,2450,0.03337,0.47734
US→JP,XOP,機械,1,1-5,H2,0.01628,1.33978,2450,0.18032,0.50837
US→JP,XOP,水産・農林業,1,1-5,H2,0.02721,1.50572,2450,0.13214,0.49735
US→JP,XOP,海運業,1,1-5,H2,0.10464,2.53066,2450,0.01138,0.51613
US→JP,XOP,石油・石炭製品,1,1-5,H2,0.01839,0.55137,2450,0.58138,0.50102
US→JP,XOP,精密機器,1,1-5,H2,-0.01329,-1.06865,2450,0.28523,0.50265
US→JP,XOP,繊維製品,1,1-5,H2,0.00365,0.24583,2450,0.80582,0.51245
US→JP,XOP,証券、商品先物取引業,1,1-5,H2,0.02587,1.43812,2450,0.1504,0.5096
US→JP,XOP,輸送用機器,1,1-5,H2,0.00693,0.37507,2450,0.70761,0.5051
US→JP,XOP,金属製品,1,1-5,H2,-0.00721,-0.63629,2450,0.52459,0.50061
US→JP,XOP,鉄鋼,1,1-5,H2,0.03171,1.61577,2450,0.10614,0.51654
US→JP,XOP,鉱業,1,1-5,H2,0.04754,1.612,2450,0.10696,0.51164
US→JP,XOP,銀行業,1,1-5,H2,0.0554,2.73038,2450,0.00633,0.50674
US→JP,XOP,電気・ガス業,1,1-5,H2,-0.01239,-0.51453,2450,0.60688,0.4953
US→JP,XOP,電気機器,1,1-5,H2,-0.02098,-1.49613,2450,0.13462,0.50225
US→JP,XOP,非鉄金属,1,1-5,H2,0.02799,1.18508,2450,0.23598,0.51613
US→JP,XOP,食料品,1,1-5,H2,-0.02904,-1.74714,2450,0.08061,0.49449
US→JP,GDX,その他製品,1,1-5,H2,0.01682,1.98578,2450,0.04706,0.50898
US→JP,GDX,その他金融業,1,1-5,H2,0.00783,0.66529,2450,0.50586,0.49592
US→JP,GDX,ガラス・土石製品,1,1-5,H2,0.01139,0.87824,2450,0.37981,0.52245
US→JP,GDX,ゴム製品,1,1-5,H2,0.00093,0.0455,2450,0.96371,0.50816
US→JP,GDX,サービス業,1,1-5,H2,0.01276,0.9866,2450,0.32384,0.49143
US→JP,GDX,パルプ・紙,1,1-5,H2,0.01819,0.83514,2450,0.40364,0.51102
US→JP,GDX,不動産業,1,1-5,H2,0.02785,2.01751,2450,0.04364,0.5049
US→JP,GDX,保険業,1,1-5,H2,0.00096,0.04916,2450,0.96079,0.50367
US→JP,GDX,化学,1,1-5,H2,0.01248,1.60664,2450,0.10813,0.52286
US→JP,GDX,医薬品,1,1-5,H2,-0.00479,-0.2932,2450,0.76937,0.49347
US→JP,GDX,卸売業,1,1-5,H2,0.00049,0.0816,2450,0.93497,0.49306
US→JP,GDX,小売業,1,1-5,H2,-0.00798,-0.6273,2450,0.53046,0.49061
US→JP,GDX,建設業,1,1-5,H2,0.00988,0.87146,2450,0.3835,0.52122
US→JP,GDX,情報・通信業,1,1-5,H2,0.01078,0.68942,2450,0.49056,0.4902
US→JP,GDX,機械,1,1-5,H2,-0.00896,-0.75743,2450,0.44879,0.50735
US→JP,GDX,水産・農林業,1,1-5,H2,-0.0016,-0.0951,2450,0.92424,0.48776
US→JP,GDX,海運業,1,1-5,H2,-0.01457,-0.44524,2450,0.65615,0.49061
US→JP,GDX,石油・石炭製品,1,1-5,H2,-0.03685,-1.17964,2450,0.23814,0.50082
US→JP,GDX,精密機器,1,1-5,H2,-0.00546,-0.48964,2450,0.62439,0.49959
US→JP,GDX,繊維製品,1,1-5,H2,-0.00643,-0.5037,2450,0.61447,0.50163
US→JP,GDX,証券、商品先物取引業,1,1-5,H2,-0.00876,-0.5148,2450,0.60669,0.48204
US→JP,GDX,輸送用機器,1,1-5,H2,-0.00068,-0.04298,2450,0.96572,0.49796
US→JP,GDX,金属製品,1,1-5,H2,-0.00365,-0.31092,2450,0.75586,0.51061
US→JP,GDX,鉄鋼,1,1-5,H2,-0.01988,-1.18388,2450,0.23646,0.49592
US→JP,GDX,鉱業,1,1-5,H2,0.00235,0.08713,2450,0.93057,0.5098
US→JP,GDX,銀行業,1,1-5,H2,-0.02627,-1.31815,2450,0.18745,0.49796
US→JP,GDX,電気・ガス業,1,1-5,H2,-0.01931,-0.89978,2450,0.36824,0.4951
US→JP,GDX,電気機器,1,1-5,H2,-0.00266,-0.19226,2450,0.84754,0.50204
US→JP,GDX,非鉄金属,1,1-5,H2,0.02391,1.00864,2450,0.31315,0.52
US→JP,GDX,食料品,1,1-5,H2,-0.00592,-0.36962,2450,0.71167,0.49551
US→JP,IYT,その他製品,1,1-5,H2,-0.00512,-0.23965,2450,0.8106,0.49265
US→JP,IYT,その他金融業,1,1-5,H2,0.04725,1.69167,2450,0.09071,0.50571
US→JP,IYT,ガラス・土石製品,1,1-5,H2,0.06587,2.22137,2450,0.02633,0.50449
US→JP,IYT,ゴム製品,1,1-5,H2,0.07483,1.68753,2450,0.0915,0.51388
US→JP,IYT,サービス業,1,1-5,H2,0.0183,0.56515,2450,0.57197,0.49878
US→JP,IYT,パルプ・紙,1,1-5,H2,-0.09036,-1.75638,2450,0.07902,0.49551
US→JP,IYT,不動産業,1,1-5,H2,-0.01169,-0.32522,2450,0.74501,0.48939
US→JP,IYT,保険業,1,1-5,H2,0.03118,0.64404,2450,0.51955,0.50041
US→JP,IYT,化学,1,1-5,H2,0.00207,0.10591,2450,0.91565,0.50327
US→JP,IYT,医薬品,1,1-5,H2,-0.0625,-1.50364,2450,0.13267,0.50082
US→JP,IYT,卸売業,1,1-5,H2,0.00315,0.21137,2450,0.8326,0.51429
US→JP,IYT,小売業,1,1-5,H2,-0.0478,-1.59878,2450,0.10987,0.5102
US→JP,IYT,建設業,1,1-5,H2,-0.04491,-1.45634,2450,0.1453,0.48612
US→JP,IYT,情報・通信業,1,1-5,H2,-0.06416,-1.58004,2450,0.1141,0.48286
US→JP,IYT,機械,1,1-5,H2,0.07198,2.56599,2450,0.01029,0.51061
US→JP,IYT,水産・農林業,1,1-5,H2,-0.0676,-1.54318,2450,0.12279,0.5049
US→JP,IYT,海運業,1,1-5,H2,0.02427,0.26155,2450,0.79367,0.50122
US→JP,IYT,石油・石炭製品,1,1-5,H2,-0.03111,-0.4155,2450,0.67778,0.48694
US→JP,IYT,精密機器,1,1-5,H2,-0.03795,-1.29591,2450,0.19501,0.50612
US→JP,IYT,繊維製品,1,1-5,H2,0.01197,0.39023,2450,0.69637,0.48694
US→JP,IYT,証券、商品先物取引業,1,1-5,H2,0.08197,2.07212,2450,0.03825,0.5049
US→JP,IYT,輸送用機器,1,1-5,H2,0.01619,0.40266,2450,0.6872,0.49959
US→JP,IYT,金属製品,1,1-5,H2,0.03032,1.13625,2450,0.25585,0.49837
US→JP,IYT,鉄鋼,1,1-5,H2,0.08451,2.00527,2450,0.04493,0.50245
US→JP,IYT,鉱業,1,1-5,H2,0.11113,1.64717,2450,0.09952,0.50327
US→JP,IYT,銀行業,1,1-5,H2,0.10141,1.93909,2450,0.05249,0.50939
US→JP,IYT,電気・ガス業,1,1-5,H2,-0.12956,-2.45842,2450,0.01396,0.4902
US→JP,IYT,電気機器,1,1-5,H2,0.03283,0.97029,2450,0.3319,0.49714
US→JP,IYT,非鉄金属,1,1-5,H2,0.03036,0.51525,2450,0.60638,0.50122
US→JP,IYT,食料品,1,1-5,H2,-0.089,-2.30073,2450,0.02141,0.50041
US→JP,IBB,その他製品,1,1-5,H2,-0.0066,-0.36457,2450,0.71543,0.49143
US→JP,IBB,その他金融業,1,1-5,H2,0.00788,0.31695,2450,0.75128,0.50776
US→JP,IBB,ガラス・土石製品,1,1-5,H2,-0.00632,-0.21025,2450,0.83347,0.50245
US→JP,IBB,ゴム製品,1,1-5,H2,-0.00579,-0.14557,2450,0.88426,0.52245
US→JP,IBB,サービス業,1,1-5,H2,0.03947,1.40899,2450,0.15884,0.4951
US→JP,IBB,パルプ・紙,1,1-5,H2,-0.04232,-1.01289,2450,0.31111,0.51551
US→JP,IBB,不動産業,1,1-5,H2,0.01962,0.70887,2450,0.47841,0.49469
US→JP,IBB,保険業,1,1-5,H2,-0.03057,-0.79368,2450,0.42738,0.50653
US→JP,IBB,化学,1,1-5,H2,-0.01559,-0.93111,2450,0.3518,0.49143
US→JP,IBB,医薬品,1,1-5,H2,0.09479,2.54615,2450,0.01089,0.51837
US→JP,IBB,卸売業,1,1-5,H2,0.00752,0.59452,2450,0.55217,0.50898
US→JP,IBB,小売業,1,1-5,H2,-0.01019,-0.41083,2450,0.6812,0.50245
US→JP,IBB,建設業,1,1-5,H2,0.00538,0.23092,2450,0.81738,0.49878
US→JP,IBB,情報・通信業,1,1-5,H2,0.0548,1.65236,2450,0.09846,0.50531
US→JP,IBB,機械,1,1-5,H2,-0.00483,-0.19357,2450,0.84651,0.49551
US→JP,IBB,水産・農林業,1,1-5,H2,-0.00852,-0.24231,2450,0.80854,0.49714
US→JP,IBB,海運業,1,1-5,H2,0.03535,0.44671,2450,0.65508,0.50082
US→JP,IBB,石油・石炭製品,1,1-5,H2,0.07811,1.24774,2450,0.21213,0.50612
US→JP,IBB,精密機器,1,1-5,H2,0.00978,0.37255,2450,0.70948,0.49673
US→JP,IBB,繊維製品,1,1-5,H2,-0.0118,-0.44214,2450,0.65839,0.49469
US→JP,IBB,証券、商品先物取引業,1,1-5,H2,-0.00306,-0.0932,2450,0.92575,0.49469
US→JP,IBB,輸送用機器,1,1-5,H2,-0.08854,-2.7841,2450,0.00537,0.48694
US→JP,IBB,金属製品,1,1-5,H2,-0.03322,-1.47015,2450,0.14152,0.48327
US→JP,IBB,鉄鋼,1,1-5,H2,-0.00319,-0.09249,2450,0.92631,0.50449
US→JP,IBB,鉱業,1,1-5,H2,0.09378,1.70599,2450,0.08801,0.52327
US→JP,IBB,銀行業,1,1-5,H2,-0.02904,-0.70218,2450,0.48257,0.48531
US→JP,IBB,電気・ガス業,1,1-5,H2,-0.02817,-0.63458,2450,0.5257,0.51102
US→JP,IBB,電気機器,1,1-5,H2,-0.01395,-0.49388,2450,0.62139,0.4902
US→JP,IBB,非鉄金属,1,1-5,H2,0.01822,0.35246,2450,0.7245,0.51551
US→JP,IBB,食料品,1,1-5,H2,-0.03311,-1.04513,2450,0.29596,0.50816
US→JP,SLX,その他製品,1,1-5,H2,-0.00383,-0.28367,2450,0.77666,0.49143
US→JP,SLX,その他金融業,1,1-5,H2,-0.01868,-0.95777,2450,0.33818,0.47837
US→JP,SLX,ガラス・土石製品,1,1-5,H2,0.05187,2.52066,2450,0.01171,0.52367
US→JP,SLX,ゴム製品,1,1-5,H2,-0.02217,-0.70222,2450,0.48254,0.49224
US→JP,SLX,サービス業,1,1-5,H2,-0.0393,-1.70749,2450,0.08773,0.48776
US→JP,SLX,パルプ・紙,1,1-5,H2,-0.00505,-0.16484,2450,0.86907,0.49102
US→JP,SLX,不動産業,1,1-5,H2,-0.01116,-0.51672,2450,0.60535,0.48735
US→JP,SLX,保険業,1,1-5,H2,0.05041,1.66498,2450,0.09592,0.50898
US→JP,SLX,化学,1,1-5,H2,0.00687,0.57776,2450,0.56343,0.50204
US→JP,SLX,医薬品,1,1-5,H2,-0.05534,-2.24657,2450,0.02467,0.47429
US→JP,SLX,卸売業,1,1-5,H2,0.02401,2.4019,2450,0.01631,0.51959
US→JP,SLX,小売業,1,1-5,H2,-0.05659,-2.94132,2450,0.00327,0.48612
US→JP,SLX,建設業,1,1-5,H2,-0.0218,-1.27231,2450,0.20326,0.48735
US→JP,SLX,情報・通信業,1,1-5,H2,-0.07474,-3.03885,2450,0.00237,0.47755
US→JP,SLX,機械,1,1-5,H2,0.03799,2.11847,2450,0.03414,0.5151
US→JP,SLX,水産・農林業,1,1-5,H2,0.00459,0.15751,2450,0.87484,0.5102
US→JP,SLX,海運業,1,1-5,H2,0.18029,3.16461,2450,0.00155,0.51061
US→JP,SLX,石油・石炭製品,1,1-5,H2,0.13836,2.85518,2450,0.0043,0.52245
US→JP,SLX,精密機器,1,1-5,H2,-0.00249,-0.13158,2450,0.89532,0.50408
US→JP,SLX,繊維製品,1,1-5,H2,-0.00502,-0.25376,2450,0.79968,0.49143
US→JP,SLX,証券、商品先物取引業,1,1-5,H2,0.06606,2.51816,2450,0.0118,0.49224
US→JP,SLX,輸送用機器,1,1-5,H2,0.02758,1.00369,2450,0.31553,0.50571
US→JP,SLX,金属製品,1,1-5,H2,0.04114,2.54731,2450,0.01086,0.49714
US→JP,SLX,鉄鋼,1,1-5,H2,0.11875,4.24287,2450,2e-05,0.52327
US→JP,SLX,鉱業,1,1-5,H2,0.18193,4.43945,2450,1e-05,0.5298
US→JP,SLX,銀行業,1,1-5,H2,0.05976,1.86585,2450,0.06206,0.50898
US→JP,SLX,電気・ガス業,1,1-5,H2,-0.00955,-0.29523,2450,0.76782,0.50041
US→JP,SLX,電気機器,1,1-5,H2,0.00584,0.2896,2450,0.77212,0.50327
US→JP,SLX,非鉄金属,1,1-5,H2,0.1328,3.85096,2450,0.00012,0.51959
US→JP,SLX,食料品,1,1-5,H2,-0.055,-2.23728,2450,0.02527,0.49102
