target,combo,k,signs,disc_auc,val_auc,val_ba,p,g1,g2,g3
T2_US_top,M6 + T3 + H1,3,−+−,0.737,0.5838,0.5737,0.2891,False,True,False
T2_US_top,M6 + E1 + E2,3,−+−,0.9398,0.4936,0.5504,0.5288,False,False,False
T2_US_top,M6 + E1 + E3,3,−++,0.8364,0.6442,0.5005,0.1712,False,True,False
T2_US_top,M6 + E1 + E4,3,−++,0.371,0.5933,0.5871,0.2677,False,False,False
T2_US_top,M6 + E1 + H1,3,−+−,0.8113,0.6061,0.6438,0.2406,False,True,True
T2_US_top,M6 + E2 + E3,3,−−+,0.9453,0.4841,0.5037,0.5568,False,False,False
T2_US_top,M6 + E2 + E4,3,−−+,0.719,0.5014,0.5188,0.5065,False,True,False
T2_US_top,M6 + E2 + H1,3,−−−,0.8572,0.549,0.5314,0.3736,False,True,False
T2_US_top,M6 + E3 + E4,3,−++,0.677,0.6258,0.5117,0.2024,False,True,False
T2_US_top,M6 + E3 + H1,3,−+−,0.8636,0.6321,0.6215,0.1913,False,True,True
T2_US_top,M6 + E4 + H1,3,−+−,0.7467,0.5645,0.6348,0.3346,False,True,False
T2_US_top,R1 + R2 + R3,3,−+−,0.6547,0.3984,0.5088,0.7828,False,False,False
T2_US_top,R1 + R2 + R4,3,−+−,0.6619,0.3338,0.4876,0.896,False,False,False
T2_US_top,R1 + R2 + R5,3,−+−,0.7912,0.3423,0.4833,0.8851,False,False,False
T2_US_top,R1 + R2 + C1,3,−++,0.7684,0.4135,0.4989,0.7485,False,False,False
T2_US_top,R1 + R2 + C2,3,−++,0.7019,0.6104,0.5039,0.2325,False,True,False
T2_US_top,R1 + R2 + V1,3,−++,0.6805,0.5027,0.5462,0.503,False,True,False
T2_US_top,R1 + R2 + U1,3,−++,0.7409,0.4,0.5198,0.7794,False,False,False
T2_US_top,R1 + R2 + U2,3,−++,0.647,0.3501,0.4619,0.8733,False,False,False
T2_US_top,R1 + R2 + T1,3,−++,0.6829,0.6021,0.517,0.2484,False,True,False
T2_US_top,R1 + R2 + T2,3,−+−,0.665,0.4682,0.5313,0.6035,False,False,False
T2_US_top,R1 + R2 + T3,3,−++,0.6601,0.4155,0.4892,0.744,False,False,False
T2_US_top,R1 + R2 + E1,3,−++,0.8781,0.4696,0.4343,0.5987,False,False,False
T2_US_top,R1 + R2 + E2,3,−+−,0.6319,0.3647,0.5039,0.8493,False,False,False
T2_US_top,R1 + R2 + E3,3,−++,0.9644,0.4448,0.5037,0.6705,False,False,False
T2_US_top,R1 + R2 + E4,3,−++,0.5781,0.4739,0.4672,0.5864,False,False,False
T2_US_top,R1 + R2 + H1,3,−+−,0.7365,0.5377,0.5117,0.4035,False,True,False
T2_US_top,R1 + R3 + R4,3,−−−,0.7226,0.2607,0.4876,0.9615,False,False,False
T2_US_top,R1 + R3 + R5,3,−−−,0.8248,0.2867,0.5093,0.9436,False,False,False
T2_US_top,R1 + R3 + C1,3,−−+,0.8323,0.35,0.5036,0.8737,False,False,False
T2_US_top,R1 + R3 + C2,3,−−+,0.7773,0.5694,0.5049,0.3229,False,True,False
T2_US_top,R1 + R3 + V1,3,−−+,0.7549,0.4614,0.5226,0.6231,False,False,False
T2_US_top,R1 + R3 + U1,3,−−+,0.833,0.323,0.4975,0.9093,False,False,False
T2_US_top,R1 + R3 + U2,3,−−+,0.7582,0.2921,0.4627,0.9394,False,False,False
T2_US_top,R1 + R3 + T1,3,−−+,0.7774,0.5854,0.5181,0.2855,False,True,False
T2_US_top,R1 + R3 + T2,3,−−−,0.7184,0.4249,0.5206,0.722,False,False,False
T2_US_top,R1 + R3 + T3,3,−−+,0.7201,0.3463,0.4895,0.8793,False,False,False
T2_US_top,R1 + R3 + E1,3,−−+,0.9414,0.4002,0.4867,0.7791,False,False,False
T2_US_top,R1 + R3 + E2,3,−−−,0.8376,0.2945,0.5304,0.9378,False,False,False
T2_US_top,R1 + R3 + E3,3,−−+,0.9752,0.3899,0.4851,0.8014,False,False,False
T2_US_top,R1 + R3 + E4,3,−−+,0.7625,0.3831,0.4913,0.8152,False,False,False
T2_US_top,R1 + R3 + H1,3,−−−,0.8399,0.4569,0.5137,0.636,False,False,False
T2_US_top,R1 + R4 + R5,3,−−−,0.8727,0.2426,0.5063,0.9706,False,False,False
T2_US_top,R1 + R4 + C1,3,−−+,0.8248,0.2977,0.5018,0.9352,False,False,False
T2_US_top,R1 + R4 + C2,3,−−+,0.7611,0.4904,0.5085,0.5378,False,False,False
T2_US_top,R1 + R4 + V1,3,−−+,0.7508,0.3915,0.5015,0.7978,False,False,False
T2_US_top,R1 + R4 + U1,3,−−+,0.7982,0.2677,0.5109,0.9571,False,False,False
T2_US_top,R1 + R4 + U2,3,−−+,0.7478,0.2425,0.4806,0.9707,False,False,False
T2_US_top,R1 + R4 + T1,3,−−+,0.782,0.4741,0.5118,0.5858,False,False,False
T2_US_top,R1 + R4 + T2,3,−−−,0.718,0.371,0.4786,0.838,False,False,False
T2_US_top,R1 + R4 + T3,3,−−+,0.7122,0.2856,0.4976,0.9444,False,False,False
T2_US_top,R1 + R4 + E1,3,−−+,0.9552,0.3566,0.4876,0.8631,False,False,False
T2_US_top,R1 + R4 + E2,3,−−−,0.8376,0.2562,0.5036,0.964,False,False,False
T2_US_top,R1 + R4 + E3,3,−−+,0.9758,0.3316,0.484,0.8994,False,False,False
T2_US_top,R1 + R4 + E4,3,−−+,0.8016,0.3334,0.4927,0.8967,False,False,False
T2_US_top,R1 + R4 + H1,3,−−−,0.8186,0.382,0.5084,0.8172,False,False,False
T2_US_top,R1 + R5 + C1,3,−−+,0.8253,0.3394,0.5101,0.889,False,False,False
T2_US_top,R1 + R5 + C2,3,−−+,0.8964,0.5535,0.5203,0.3626,False,True,False
T2_US_top,R1 + R5 + V1,3,−−+,0.8701,0.4415,0.5204,0.6793,False,False,False
T2_US_top,R1 + R5 + U1,3,−−+,0.871,0.3228,0.4978,0.9095,False,False,False
T2_US_top,R1 + R5 + U2,3,−−+,0.8254,0.2638,0.4534,0.9596,False,False,False
T2_US_top,R1 + R5 + T1,3,−−+,0.9104,0.5625,0.5017,0.3398,False,True,False
T2_US_top,R1 + R5 + T2,3,−−−,0.8047,0.3879,0.5127,0.8057,False,False,False
T2_US_top,R1 + R5 + T3,3,−−+,0.8327,0.327,0.5034,0.9047,False,False,False
T2_US_top,R1 + R5 + E1,3,−−+,0.9388,0.4289,0.4865,0.7118,False,False,False
T2_US_top,R1 + R5 + E2,3,−−−,0.8203,0.2689,0.5223,0.9562,False,False,False
T2_US_top,R1 + R5 + E3,3,−−+,0.9729,0.3605,0.4832,0.8564,False,False,False
T2_US_top,R1 + R5 + E4,3,−−+,0.7694,0.4163,0.4903,0.7418,False,False,False
T2_US_top,R1 + R5 + H1,3,−−−,0.8943,0.4457,0.5212,0.6681,False,False,False
T2_US_top,R1 + C1 + C2,3,−++,0.8394,0.5688,0.5199,0.3241,False,True,False
T2_US_top,R1 + C1 + V1,3,−++,0.8427,0.4825,0.5123,0.5621,False,False,False
T2_US_top,R1 + C1 + U1,3,−++,0.8484,0.3761,0.4945,0.8284,False,False,False
T2_US_top,R1 + C1 + U2,3,−++,0.8242,0.3263,0.4752,0.9056,False,False,False
T2_US_top,R1 + C1 + T1,3,−++,0.8413,0.6059,0.5172,0.2409,False,True,False
T2_US_top,R1 + C1 + T2,3,−+−,0.8342,0.4276,0.5248,0.7155,False,False,False
T2_US_top,R1 + C1 + T3,3,−++,0.7814,0.3718,0.5095,0.8365,False,False,False
T2_US_top,R1 + C1 + E1,3,−++,0.9206,0.4383,0.5,0.688,False,False,False
T2_US_top,R1 + C1 + E2,3,−+−,0.8471,0.3067,0.5169,0.9267,False,False,False
T2_US_top,R1 + C1 + E3,3,−++,0.9679,0.3985,0.5,0.7826,False,False,False
T2_US_top,R1 + C1 + E4,3,−++,0.7656,0.4161,0.5,0.7425,False,False,False
T2_US_top,R1 + C1 + H1,3,−+−,0.8798,0.4809,0.5222,0.5669,False,False,False
T2_US_top,R1 + C2 + V1,3,−++,0.7914,0.6316,0.5248,0.1925,False,True,False
T2_US_top,R1 + C2 + U1,3,−++,0.825,0.5618,0.525,0.3419,False,True,False
T2_US_top,R1 + C2 + U2,3,−++,0.7771,0.4642,0.4976,0.6151,False,False,False
T2_US_top,R1 + C2 + T1,3,−++,0.7891,0.7423,0.5312,0.0529,False,True,False
T2_US_top,R1 + C2 + T2,3,−+−,0.7768,0.5671,0.5313,0.3281,False,True,False
T2_US_top,R1 + C2 + T3,3,−++,0.7554,0.5459,0.515,0.3814,False,True,False
T2_US_top,R1 + C2 + E1,3,−++,0.9447,0.6234,0.506,0.2072,False,True,False
T2_US_top,R1 + C2 + E2,3,−+−,0.862,0.4634,0.5144,0.6173,False,False,False
T2_US_top,R1 + C2 + E3,3,−++,0.9753,0.6002,0.5119,0.2525,False,True,False
T2_US_top,R1 + C2 + E4,3,−++,0.8218,0.6213,0.4989,0.211,False,True,False
T2_US_top,R1 + C2 + H1,3,−+−,0.8271,0.6663,0.5421,0.1366,False,True,False
T2_US_top,R1 + V1 + U1,3,−++,0.8099,0.4704,0.5243,0.5965,False,False,False
T2_US_top,R1 + V1 + U2,3,−++,0.7555,0.3933,0.5018,0.7939,False,False,False
T2_US_top,R1 + V1 + T1,3,−++,0.7437,0.6176,0.5221,0.2178,False,True,False
T2_US_top,R1 + V1 + T2,3,−+−,0.7496,0.4964,0.5536,0.521,False,False,False
T2_US_top,R1 + V1 + T3,3,−++,0.7243,0.4663,0.4974,0.609,False,False,False
T2_US_top,R1 + V1 + E1,3,−++,0.9321,0.522,0.4934,0.4471,False,True,False
T2_US_top,R1 + V1 + E2,3,−+−,0.8206,0.3939,0.5342,0.7926,False,False,False
T2_US_top,R1 + V1 + E3,3,−++,0.9619,0.4904,0.5021,0.5378,False,False,False
T2_US_top,R1 + V1 + E4,3,−++,0.8143,0.5137,0.4958,0.4703,False,True,False
T2_US_top,R1 + V1 + H1,3,−+−,0.7965,0.5479,0.5492,0.3764,False,True,False
T2_US_top,R1 + U1 + U2,3,−++,0.8092,0.3035,0.4611,0.9301,False,False,False
T2_US_top,R1 + U1 + T1,3,−++,0.8054,0.6122,0.4864,0.2291,False,True,False
T2_US_top,R1 + U1 + T2,3,−+−,0.8031,0.4137,0.5245,0.748,False,False,False
T2_US_top,R1 + U1 + T3,3,−++,0.7629,0.3656,0.494,0.8478,False,False,False
T2_US_top,R1 + U1 + E1,3,−++,0.9379,0.4197,0.4783,0.734,False,False,False
T2_US_top,R1 + U1 + E2,3,−+−,0.855,0.3136,0.4922,0.9202,False,False,False
T2_US_top,R1 + U1 + E3,3,−++,0.9708,0.376,0.5023,0.8287,False,False,False
T2_US_top,R1 + U1 + E4,3,−++,0.8174,0.3768,0.5,0.8267,False,False,False
T2_US_top,R1 + U1 + H1,3,−+−,0.8713,0.5004,0.4891,0.5094,False,True,False
T2_US_top,R1 + U2 + T1,3,−++,0.7509,0.5067,0.4639,0.4914,False,True,False
T2_US_top,R1 + U2 + T2,3,−+−,0.7554,0.38,0.4924,0.8211,False,False,False
T2_US_top,R1 + U2 + T3,3,−++,0.7303,0.3175,0.468,0.9157,False,False,False
T2_US_top,R1 + U2 + E1,3,−++,0.9676,0.3021,0.4735,0.9314,False,False,False
T2_US_top,R1 + U2 + E2,3,−+−,0.6992,0.2901,0.4515,0.941,False,False,False
T2_US_top,R1 + U2 + E3,3,−++,0.98,0.3237,0.4796,0.9085,False,False,False
T2_US_top,R1 + U2 + E4,3,−++,0.7315,0.3022,0.4673,0.9314,False,False,False
T2_US_top,R1 + U2 + H1,3,−+−,0.8138,0.4008,0.4653,0.7775,False,False,False
T2_US_top,R1 + T1 + T2,3,−+−,0.783,0.5646,0.5452,0.3343,False,True,False
T2_US_top,R1 + T1 + T3,3,−++,0.7511,0.5428,0.5116,0.3897,False,True,False
T2_US_top,R1 + T1 + E1,3,−++,0.9029,0.6593,0.5815,0.1471,False,True,True
T2_US_top,R1 + T1 + E2,3,−+−,0.8492,0.4827,0.5028,0.5615,False,False,False
T2_US_top,R1 + T1 + E3,3,−++,0.9521,0.6148,0.506,0.2236,False,True,False
T2_US_top,R1 + T1 + E4,3,−++,0.8239,0.6266,0.5268,0.2011,False,True,False
T2_US_top,R1 + T1 + H1,3,−+−,0.8057,0.6518,0.5605,0.1591,False,True,True
T2_US_top,R1 + T2 + T3,3,−−+,0.7181,0.4292,0.502,0.7113,False,False,False
T2_US_top,R1 + T2 + E1,3,−−+,0.9784,0.4669,0.4991,0.6073,False,False,False
T2_US_top,R1 + T2 + E2,3,−−−,0.8027,0.3878,0.5114,0.806,False,False,False
T2_US_top,R1 + T2 + E3,3,−−+,0.9934,0.4519,0.5118,0.6505,False,False,False
T2_US_top,R1 + T2 + E4,3,−−+,0.7282,0.4643,0.4988,0.6149,False,False,False
T2_US_top,R1 + T2 + H1,3,−−−,0.8218,0.5095,0.5185,0.4829,False,True,False
T2_US_top,R1 + T3 + E1,3,−++,0.9132,0.4217,0.4955,0.7296,False,False,False
T2_US_top,R1 + T3 + E2,3,−+−,0.7911,0.325,0.5035,0.9071,False,False,False
T2_US_top,R1 + T3 + E3,3,−++,0.933,0.39,0.505,0.8012,False,False,False
T2_US_top,R1 + T3 + E4,3,−++,0.7713,0.3994,0.4984,0.7807,False,False,False
T2_US_top,R1 + T3 + H1,3,−+−,0.7903,0.4578,0.5052,0.6333,False,False,False
T2_US_top,R1 + E1 + E2,3,−+−,0.9922,0.3082,0.5,0.9253,False,False,False
T2_US_top,R1 + E1 + E3,3,−++,0.925,0.4543,0.4835,0.6436,False,False,False
T2_US_top,R1 + E1 + E4,3,−++,0.679,0.496,0.4784,0.5219,False,False,False
T2_US_top,R1 + E1 + H1,3,−+−,0.9331,0.5475,0.543,0.3775,False,True,False
T2_US_top,R1 + E2 + E3,3,−−+,0.9889,0.3301,0.5167,0.9011,False,False,False
T2_US_top,R1 + E2 + E4,3,−−+,0.7807,0.3059,0.4995,0.9275,False,False,False
T2_US_top,R1 + E2 + H1,3,−−−,0.8795,0.3963,0.5024,0.7871,False,False,False
T2_US_top,R1 + E3 + E4,3,−++,0.8574,0.4601,0.4754,0.6268,False,False,False
T2_US_top,R1 + E3 + H1,3,−+−,0.958,0.5309,0.513,0.4223,False,True,False
T2_US_top,R1 + E4 + H1,3,−+−,0.8154,0.5211,0.528,0.4495,False,True,False
T2_US_top,R2 + R3 + R4,3,+−−,0.5291,0.363,0.4856,0.8519,False,False,False
T2_US_top,R2 + R3 + R5,3,+−−,0.7024,0.3835,0.483,0.8145,False,False,False
T2_US_top,R2 + R3 + C1,3,+−+,0.6734,0.5247,0.5037,0.4391,False,True,False
T2_US_top,R2 + R3 + C2,3,+−+,0.6201,0.7599,0.5288,0.0403,False,True,False
T2_US_top,R2 + R3 + V1,3,+−+,0.5644,0.5977,0.5855,0.2583,False,True,False
T2_US_top,R2 + R3 + U1,3,+−+,0.6547,0.4821,0.5549,0.5634,False,False,False
T2_US_top,R2 + R3 + U2,3,+−+,0.5586,0.3909,0.4537,0.7992,False,False,False
T2_US_top,R2 + R3 + T1,3,+−+,0.5635,0.7097,0.517,0.0826,False,True,False
T2_US_top,R2 + R3 + T2,3,+−−,0.5453,0.5338,0.5753,0.414,False,True,False
T2_US_top,R2 + R3 + T3,3,+−+,0.5419,0.4804,0.4767,0.5681,False,False,False
T2_US_top,R2 + R3 + E1,3,+−+,0.6133,0.5801,0.6107,0.2975,False,True,False
T2_US_top,R2 + R3 + E2,3,+−−,0.5175,0.4012,0.4927,0.7768,False,False,False
T2_US_top,R2 + R3 + E3,3,+−+,0.8513,0.509,0.504,0.4844,False,True,False
T2_US_top,R2 + R3 + E4,3,+−+,0.4736,0.5319,0.4786,0.4191,False,False,False
T2_US_top,R2 + R3 + H1,3,+−−,0.6165,0.6482,0.5456,0.165,False,True,False
T2_US_top,R2 + R4 + R5,3,+−−,0.7264,0.307,0.4514,0.9265,False,False,False
T2_US_top,R2 + R4 + C1,3,+−+,0.7085,0.3925,0.4963,0.7955,False,False,False
T2_US_top,R2 + R4 + C2,3,+−+,0.6335,0.6303,0.5108,0.1951,False,True,False
T2_US_top,R2 + R4 + V1,3,+−+,0.5883,0.5086,0.5166,0.4857,False,True,False
T2_US_top,R2 + R4 + U1,3,+−+,0.6653,0.391,0.4479,0.7991,False,False,False
T2_US_top,R2 + R4 + U2,3,+−+,0.5787,0.3278,0.4421,0.904,False,False,False
T2_US_top,R2 + R4 + T1,3,+−+,0.5987,0.6186,0.508,0.2161,False,True,False
T2_US_top,R2 + R4 + T2,3,+−−,0.5665,0.4583,0.5144,0.6318,False,False,False
T2_US_top,R2 + R4 + T3,3,+−+,0.5624,0.3862,0.4947,0.8093,False,False,False
T2_US_top,R2 + R4 + E1,3,+−+,0.8619,0.4682,0.3621,0.6033,False,False,False
T2_US_top,R2 + R4 + E2,3,+−−,0.5759,0.3467,0.4847,0.8787,False,False,False
T2_US_top,R2 + R4 + E3,3,+−+,0.9616,0.4366,0.5108,0.6922,False,False,False
T2_US_top,R2 + R4 + E4,3,+−+,0.4979,0.4715,0.4686,0.5933,False,False,False
T2_US_top,R2 + R4 + H1,3,+−−,0.6573,0.5277,0.5156,0.431,False,True,False
T2_US_top,R2 + R5 + C1,3,+−+,0.7307,0.4754,0.4905,0.5821,False,False,False
T2_US_top,R2 + R5 + C2,3,+−+,0.7697,0.7472,0.5819,0.0492,False,True,True
T2_US_top,R2 + R5 + V1,3,+−+,0.6746,0.5666,0.5912,0.3294,False,True,False
T2_US_top,R2 + R5 + U1,3,+−+,0.7528,0.4609,0.4908,0.6242,False,False,False
T2_US_top,R2 + R5 + U2,3,+−+,0.4942,0.3271,0.4429,0.9047,False,False,False
T2_US_top,R2 + R5 + T1,3,+−+,0.6846,0.6836,0.6669,0.1117,False,True,True
T2_US_top,R2 + R5 + T2,3,+−−,0.6404,0.5003,0.5288,0.5097,False,True,False
T2_US_top,R2 + R5 + T3,3,+−+,0.6392,0.4458,0.4891,0.6675,False,False,False
T2_US_top,R2 + R5 + E1,3,+−+,0.6259,0.5927,0.5724,0.2691,False,True,False
T2_US_top,R2 + R5 + E2,3,+−−,0.6082,0.368,0.5074,0.8436,False,False,False
T2_US_top,R2 + R5 + E3,3,+−+,0.8376,0.4899,0.5363,0.5393,False,False,False
T2_US_top,R2 + R5 + E4,3,+−+,0.6665,0.5415,0.4867,0.3929,False,True,False
T2_US_top,R2 + R5 + H1,3,+−−,0.7435,0.5962,0.6002,0.2614,False,True,False
T2_US_top,R2 + C1 + C2,3,+++,0.741,0.7306,0.5198,0.0626,False,True,False
T2_US_top,R2 + C1 + V1,3,+++,0.6933,0.6217,0.5205,0.2104,False,True,False
T2_US_top,R2 + C1 + U1,3,+++,0.7445,0.5482,0.4635,0.3756,False,True,False
T2_US_top,R2 + C1 + U2,3,+++,0.6441,0.4252,0.4275,0.7212,False,False,False
T2_US_top,R2 + C1 + T1,3,+++,0.66,0.7343,0.5027,0.0592,False,True,False
T2_US_top,R2 + C1 + T2,3,++−,0.7024,0.5341,0.5627,0.4131,False,True,False
T2_US_top,R2 + C1 + T3,3,+++,0.6688,0.5089,0.5041,0.4845,False,True,False
T2_US_top,R2 + C1 + E1,3,+++,0.4656,0.6124,0.5258,0.2285,False,False,False
T2_US_top,R2 + C1 + E2,3,++−,0.6136,0.421,0.481,0.7311,False,False,False
T2_US_top,R2 + C1 + E3,3,+++,0.8085,0.5419,0.4871,0.3918,False,True,False
T2_US_top,R2 + C1 + E4,3,+++,0.5735,0.5999,0.5,0.2533,False,True,False
T2_US_top,R2 + C1 + H1,3,++−,0.7452,0.6871,0.5281,0.1075,False,True,False
T2_US_top,R2 + C2 + V1,3,+++,0.6377,0.745,0.5877,0.0508,False,True,True
T2_US_top,R2 + C2 + U1,3,+++,0.705,0.7309,0.5128,0.0624,False,True,False
T2_US_top,R2 + C2 + U2,3,+++,0.6315,0.613,0.4892,0.2274,False,True,False
T2_US_top,R2 + C2 + T1,3,+++,0.6444,0.8217,0.5634,0.0138,False,True,True
T2_US_top,R2 + C2 + T2,3,++−,0.64,0.6753,0.5485,0.1229,False,True,False
T2_US_top,R2 + C2 + T3,3,+++,0.6363,0.6826,0.5258,0.1128,False,True,False
T2_US_top,R2 + C2 + E1,3,+++,0.7799,0.7522,0.7194,0.0454,False,True,True
T2_US_top,R2 + C2 + E2,3,++−,0.645,0.5883,0.5038,0.2788,False,True,False
T2_US_top,R2 + C2 + E3,3,+++,0.9019,0.7191,0.5181,0.073,False,True,False
T2_US_top,R2 + C2 + E4,3,+++,0.5637,0.7485,0.5625,0.0483,False,True,True
T2_US_top,R2 + C2 + H1,3,++−,0.6916,0.796,0.63,0.0221,False,True,True
T2_US_top,R2 + V1 + U1,3,+++,0.6541,0.5893,0.5274,0.2767,False,True,False
T2_US_top,R2 + V1 + U2,3,+++,0.5831,0.4991,0.495,0.5129,False,False,False
T2_US_top,R2 + V1 + T1,3,+++,0.5951,0.7025,0.5463,0.0901,False,True,False
T2_US_top,R2 + V1 + T2,3,++−,0.5881,0.5962,0.6063,0.2616,False,True,False
T2_US_top,R2 + V1 + T3,3,+++,0.5963,0.5673,0.5262,0.3277,False,True,False
T2_US_top,R2 + V1 + E1,3,+++,0.753,0.6492,0.6024,0.1635,False,True,True
T2_US_top,R2 + V1 + E2,3,++−,0.5742,0.4934,0.5439,0.5292,False,False,False
T2_US_top,R2 + V1 + E3,3,+++,0.8599,0.6021,0.5894,0.2484,False,True,True
T2_US_top,R2 + V1 + E4,3,+++,0.5328,0.6311,0.5335,0.1935,False,True,False
T2_US_top,R2 + V1 + H1,3,++−,0.639,0.6613,0.5978,0.1439,False,True,True
T2_US_top,R2 + U1 + U2,3,+++,0.6021,0.4441,0.4907,0.6725,False,False,False
T2_US_top,R2 + U1 + T1,3,+++,0.6535,0.6975,0.4723,0.0957,False,True,False
T2_US_top,R2 + U1 + T2,3,++−,0.6592,0.5297,0.5564,0.4258,False,True,False
T2_US_top,R2 + U1 + T3,3,+++,0.6259,0.49,0.4748,0.5391,False,False,False
T2_US_top,R2 + U1 + E1,3,+++,0.6718,0.5743,0.556,0.3111,False,True,False
T2_US_top,R2 + U1 + E2,3,++−,0.597,0.4168,0.4925,0.7409,False,False,False
T2_US_top,R2 + U1 + E3,3,+++,0.8503,0.5235,0.481,0.4424,False,True,False
T2_US_top,R2 + U1 + E4,3,+++,0.58,0.5128,0.4667,0.4733,False,True,False
T2_US_top,R2 + U1 + H1,3,++−,0.7111,0.6547,0.4856,0.1541,False,True,False
T2_US_top,R2 + U2 + T1,3,+++,0.6092,0.6098,0.4449,0.2336,False,True,False
T2_US_top,R2 + U2 + T2,3,++−,0.5646,0.4678,0.4753,0.6045,False,False,False
T2_US_top,R2 + U2 + T3,3,+++,0.5607,0.4132,0.4629,0.7492,False,False,False
T2_US_top,R2 + U2 + E1,3,+++,0.7643,0.4552,0.5456,0.6413,False,False,False
T2_US_top,R2 + U2 + E2,3,++−,0.4849,0.3718,0.4659,0.8365,False,False,False
T2_US_top,R2 + U2 + E3,3,+++,0.9589,0.4285,0.4135,0.7129,False,False,False
T2_US_top,R2 + U2 + E4,3,+++,0.3897,0.4375,0.4573,0.6903,False,False,False
T2_US_top,R2 + U2 + H1,3,++−,0.6293,0.5446,0.4355,0.3849,False,True,False
T2_US_top,R2 + T1 + T2,3,++−,0.5852,0.6954,0.5674,0.0983,False,True,True
T2_US_top,R2 + T1 + T3,3,+++,0.5866,0.6468,0.512,0.1671,False,True,False
T2_US_top,R2 + T1 + E1,3,+++,0.6382,0.7603,0.668,0.04,False,True,True
T2_US_top,R2 + T1 + E2,3,++−,0.5851,0.5964,0.5017,0.261,False,True,False
T2_US_top,R2 + T1 + E3,3,+++,0.8001,0.6955,0.6475,0.0983,False,True,True
T2_US_top,R2 + T1 + E4,3,+++,0.5597,0.717,0.6328,0.0751,False,True,True
T2_US_top,R2 + T1 + H1,3,++−,0.6365,0.7348,0.584,0.0589,False,True,True
T2_US_top,R2 + T2 + T3,3,+−+,0.5806,0.5365,0.5458,0.4063,False,True,False
T2_US_top,R2 + T2 + E1,3,+−+,0.8524,0.5808,0.5332,0.2958,False,True,False
T2_US_top,R2 + T2 + E2,3,+−−,0.5393,0.4653,0.5131,0.6121,False,False,False
T2_US_top,R2 + T2 + E3,3,+−+,0.9606,0.542,0.5256,0.3916,False,True,False
T2_US_top,R2 + T2 + E4,3,+−+,0.4756,0.6034,0.4885,0.2459,False,False,False
T2_US_top,R2 + T2 + H1,3,+−−,0.6455,0.6492,0.5703,0.1635,False,True,True
T2_US_top,R2 + T3 + E1,3,+++,0.7473,0.5535,0.4557,0.3625,False,True,False
T2_US_top,R2 + T3 + E2,3,++−,0.5325,0.416,0.4861,0.7428,False,False,False
T2_US_top,R2 + T3 + E3,3,+++,0.8618,0.5047,0.4998,0.4973,False,True,False
T2_US_top,R2 + T3 + E4,3,+++,0.4988,0.5324,0.4926,0.418,False,False,False
T2_US_top,R2 + T3 + H1,3,++−,0.6447,0.5919,0.5193,0.2709,False,True,False
T2_US_top,R2 + E1 + E2,3,++−,0.8303,0.4469,0.4571,0.6644,False,False,False
T2_US_top,R2 + E1 + E3,3,+++,0.7986,0.5897,0.4886,0.276,False,True,False
T2_US_top,R2 + E1 + E4,3,+++,0.0854,0.6026,0.5483,0.2473,False,False,False
T2_US_top,R2 + E1 + H1,3,++−,0.7532,0.6923,0.5855,0.1013,False,True,True
T2_US_top,R2 + E2 + E3,3,+−+,0.8916,0.449,0.512,0.6586,False,False,False
T2_US_top,R2 + E2 + E4,3,+−+,0.4928,0.4612,0.4854,0.6236,False,False,False
T2_US_top,R2 + E2 + H1,3,+−−,0.6224,0.538,0.4746,0.4028,False,True,False
T2_US_top,R2 + E3 + E4,3,+++,0.2759,0.5984,0.4629,0.2567,False,False,False
T2_US_top,R2 + E3 + H1,3,++−,0.857,0.6554,0.6182,0.1533,False,True,True
T2_US_top,R2 + E4 + H1,3,++−,0.5368,0.6336,0.6141,0.1888,False,True,True
T2_US_top,R3 + R4 + R5,3,−−−,0.7621,0.2112,0.4849,0.9818,False,False,False
T2_US_top,R3 + R4 + C1,3,−−+,0.7543,0.3157,0.4661,0.9176,False,False,False
T2_US_top,R3 + R4 + C2,3,−−+,0.71,0.5774,0.5051,0.3038,False,True,False
T2_US_top,R3 + R4 + V1,3,−−+,0.657,0.4552,0.4986,0.6414,False,False,False
T2_US_top,R3 + R4 + U1,3,−−+,0.7258,0.2921,0.449,0.9394,False,False,False
T2_US_top,R3 + R4 + U2,3,−−+,0.6556,0.2363,0.4295,0.9732,False,False,False
T2_US_top,R3 + R4 + T1,3,−−+,0.6666,0.5887,0.5111,0.2781,False,True,False
T2_US_top,R3 + R4 + T2,3,−−−,0.6145,0.4028,0.4973,0.7732,False,False,False
T2_US_top,R3 + R4 + T3,3,−−+,0.6117,0.2979,0.4872,0.935,False,False,False
T2_US_top,R3 + R4 + E1,3,−−+,0.9245,0.3846,0.4784,0.8122,False,False,False
T2_US_top,R3 + R4 + E2,3,−−−,0.7876,0.2605,0.4855,0.9616,False,False,False
T2_US_top,R3 + R4 + E3,3,−−+,0.9751,0.3612,0.4862,0.8552,False,False,False
T2_US_top,R3 + R4 + E4,3,−−+,0.6987,0.371,0.4986,0.838,False,False,False
T2_US_top,R3 + R4 + H1,3,−−−,0.7514,0.4429,0.514,0.6755,False,False,False
T2_US_top,R3 + R5 + C1,3,−−+,0.6413,0.4034,0.5,0.7717,False,False,False
T2_US_top,R3 + R5 + C2,3,−−+,0.8377,0.6865,0.525,0.108,False,True,False
T2_US_top,R3 + R5 + V1,3,−−+,0.7682,0.5245,0.5142,0.4396,False,True,False
